time,lyrics,size
0.00 ,,
23.933 ,誰が弔う　死地は彼方,
29.350 ,静寂（しじま）を破り　芽吹いた夢を,
34.583 ,誓え　穿て,
39.817 ,重なる　屍　高みへ,
45.033 ,届くまで,
49.767 ,,
50.750 ,唸れ　徒花,
54.417 ,朽ち果てても進め,
57.250 ,奪わせはしない　尊厳の愚弄に,
60.383 ,飢餓を解き放て,
63.533 ,枯れても走ることを命と呼べ,
68.417 ,空に叫ぶ　脱・生存の定義,
71.567 ,骨を斬らせて　闇を断て,
75.550 ,雲間に光る　簒奪の勝機,
79.917,覚悟を　宿命（さだめ）に突きつけて,
83.333,天下に狂い咲く　サガ,
86.217,SAGA,
91.033,,
93.350,唸れ　徒花,
96.967,朽ち果てても進め,
99.817,奪わせはしない　尊厳の愚弄に,
102.950,飢餓を解き放て,
106.083,枯れても走ることを命と呼べ,
110.967,空に叫ぶ　脱・生存の定義,
114.117,骨を斬らせて　闇を断て,
118.117,雲間に光る　簒奪の勝機,
122.483,覚悟を　宿命（さだめ）に突きつけて,
125.967,荒野を駆ける　乱世に挑む,
128.767,天下に狂い咲く　サガ,
131.683,SAGA,
137.333,,
