time,lyrics,size
0,,
6.04,答えはいつも私の胸に…,
12.74,,
21.04,なんでだろ　あなたを選んだ私です,
27.44,もうとまらない　運命様から決められたけど,
33.52,I believe 真似だけじゃつまらないの,
39.90,You'll be right!,
42.45,感じるまま感じることだけをするよ,
48.47,冒険でしょでしょ !？　ホントが嘘に変わる世界で,
55.25,夢があるから強くなるのよ　誰の為じゃない,
62.74,一緒に来てくださいっ,
65.92,どこまでも自由な私を見てよね,
71.34,明日過去になった今日のいまが奇跡,
77.08,I believe you…,
81.53,,
83.68,冒険でしょでしょ !？　ホントが嘘に変わる世界で,
90.44,夢があるから強くなるのよ　誰の為じゃない,
96.826,始まりでしょ始まりなんでしょ !？,
101.076,キレイが闇を照らすみたいに　私とあなた冒険の途中,
110.631,一緒に進んでく　どこまでも自由に,
117.109,現実を超えて,
119.242,明日過去になった今日のいまが奇跡,
125.118,I believe you…,
132.547,,
