0.03333,MOT_mc_bg_black_00,seat100-0,,
3.59964,2,j1-2,,,
3.59964,3,j1-2,,,
3.59964,4,j1-2,,,
3.59964,5,j1-2,,,
3.59964,1,1-2,,,
3.59964,1,,,f1,
3.7662899999999997,MOT_mc_bg_black_00,b80-45,,
3.93294,MOT_mc_stage_color_00,b-flash,,
3.9996,MOT_mc_light_up_00,l4,,
3.9996,MOT_mc_light_center_00,l3,,
3.9996,MOT_mc_light_under_00,l2,,
3.9996,MOT_mc_speaker_00,temp4,,
3.9996,2,,,,D40
3.9996,3,,,,D40
3.9996,4,,,,D40
3.9996,5,,,,D40
3.9996,2,lp2,,,
3.9996,3,lp2,,,
3.9996,4,lp2,,,
3.9996,5,lp2,,,
4.3328999999999995,1,j2-3,,,
4.69953,1,lp3,,,
5.099489999999999,1,3-4,,,
5.76609,1,4-1,,,
6.09939,1,lp1,,,
6.49935,2,j2-3,,,
6.49935,3,j2-3,,,
6.49935,4,j2-3,,,
6.49935,5,j2-3,,,
6.49935,1,1-2,,,
6.83265,2,lp3,,,
6.83265,3,lp3,,,
6.83265,4,lp3,,,
6.83265,5,lp3,,,
6.83265,1,2-3,,,
7.16595,1,3-4,,,
7.49925,1,lp4,,,
8.865779999999999,1,4-1,,,
9.19908,2,j3-4,,,
9.19908,3,j3-4,,,
9.19908,4,j3-4,,,
9.19908,5,j3-4,,,
9.19908,1,j1-2,,,
9.49905,MOT_mc_stage_color_00,b-flash,,
9.53238,2,lp4,,,
9.53238,3,lp4,,,
9.53238,4,lp4,,,
9.53238,5,lp4,,,
9.86568,1,j2-3,,,
10.23231,1,lp3,,,
10.56561,1,3-4,,,
10.898909999999999,1,sj4,,,
11.23221,1,lp4,,,
11.96547,1,j4-1,,,
12.06546,2,4-1,,,
12.06546,3,4-1,,,
12.06546,4,4-1,,,
12.06546,5,4-1,,,
12.232109999999999,MOT_mc_stage_color_00,r-flash,,
12.46542,1,j1-2,,,
12.56541,2,1-2,,,
12.56541,3,1-2,,,
12.56541,4,1-2,,,
12.56541,5,1-2,,,
12.76539,MOT_mc_stage_color_00,y-flash,,
13.032029999999999,1,j2-3,,,
13.09869,2,2-3,,,
13.09869,3,2-3,,,
13.09869,4,2-3,,,
13.09869,5,2-3,,,
13.29867,MOT_mc_stage_color_00,b-flash,,
13.59864,1,j3-4,,,
13.6653,2,3-4,,,
13.6653,3,3-4,,,
13.6653,4,3-4,,,
13.6653,5,3-4,,,
13.831949999999999,MOT_mc_stage_color_00,r-flash,,
13.9986,1,4-1,,,
14.19858,2,4-1,,,
14.19858,3,4-1,,,
14.365229999999999,MOT_mc_stage_color_00,y-flash,,
14.39856,4,4-1,,,
14.39856,5,4-1,,,
14.69853,1,j1-2,,,
14.69853,2,j1-2,,,
