time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,1,0
2.408759,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
3.284672,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
3.722628,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
4.59854,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
5.036496,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
5.912409,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
6.350365,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
7.226277,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
16.861314,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
17.737226,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
18.175183,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
19.051095,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
19.489051,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
20.364964,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
65.255475,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
66.131387,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
66.569343,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
67.445256,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
67.883212,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
68.759124,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
69.19708,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
70.072993,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
70.510949,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
71.386862,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
71.824818,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
72.70073,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
74.452555,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
75.328467,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
75.766424,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
76.642336,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
77.080292,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
77.956205,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
78.394161,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
79.270073,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
79.708029,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
80.583942,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
99.416059,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
100.291971,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
100.729927,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
101.60584,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
102.043796,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
102.919708,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
103.357664,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
104.233577,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
105.985402,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
106.861314,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
107.29927,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
108.175183,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
108.613139,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
109.489051,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
109.927008,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,68.5,0
110.80292,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,137,8
118.248175,Uhoi,5,All1,Pink02,,,,,,,,,,Uhoi,34.25,0
120,Uhoi,5,All1,Pink02,,,,,,,,,,Pause,34.25,0
125.693431,Uhoi,5,All1,Pink02,,,,,,,,,,Bye,274,0
