0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
0.03333,3,,,,D60
2.13312,3,,,,L40
2.3331,3,,,,L20
2.53308,3,,,,L0
4.0329299999999995,3,1-2,,,
4.36623,3,lp2,,,
5.83275,3,2-3,,,
6.7659899999999995,3,w3,,,
7.16595,3,j3-4,,,
7.59924,3,sj4,,,
7.9992,3,sj4,,,
8.39916,3,4-1,,,
9.3324,3,w1,,,
9.6657,3,j1-2,,,
10.73226,3,w2,,,
10.998899999999999,3,j2-3,,,
12.06546,3,w3,,,
12.232109999999999,3,j3-4,,,
12.59874,3,lp4,,,
13.46532,3,4-1,,,
13.831949999999999,3,lp1,,,
14.73186,3,j1-2,,,
15.79842,3,w2,,,
17.331599999999998,3,2-3,,,
17.764889999999998,3,j3-4,,,
18.164849999999998,3,4-1,,,
18.564809999999998,3,1-2,,,
19.49805,3,2-3,,,
19.89801,3,j3-4,,,
20.96457,3,w4,,,
22.93104,3,j4-1,,,
23.331,3,1-2,,,
23.69763,3,2-3,,,
24.030929999999998,3,lp3,,,
24.830849999999998,3,j3-4,,,
25.897409999999997,3,w4,,,
26.59734,3,sj4,,,
27.097289999999997,3,w4,,,
28.03053,3,sj4,,,
28.530479999999997,3,w4,,,
29.097089999999998,3,4-1,,,
29.56371,3,sj1,,,
30.06366,3,w1,,,
32.03013,5,j1-2,,,
32.83005,5,2-3,,,
33.42999,5,j3-4,,,
34.09659,5,sj4,,,
34.49655,5,lp4,,,
35.096489999999996,5,j4-1,,,
35.896409999999996,5,1-2,,,
36.296369999999996,5,lp2,,,
37.72956,5,,,,D40
37.79622,5,w2,,,
38.19618,2,1-2,,,
38.59614,2,j2-3,,,
38.9961,2,lp3,,,
40.26264,2,3-4,,,
40.62927,2,j4-1,,,
41.3292,2,sj1,,,
41.69583,2,sj1,,,
42.19578,2,w1,,,
42.3291,3,1-2,,,
42.862379999999995,3,2-3,,,
43.39566,3,j3-4,,,
44.462219999999995,3,w4,,,
44.59554,3,j4-1,,,
45.662099999999995,3,w1,,,
45.695429999999995,2,1-2,,,
45.695429999999995,3,1-2,,,
45.79542,3,,,,D20
46.12872,2,2-3,,,
46.59534,2,j3-4,,,
46.62867,3,w2,,,
46.9953,2,sj4,,,
47.39526,2,lp4,,,
47.82855,2,4-1,,,
48.19518,2,lp1,,,
49.761689999999994,2,j1-2,,,
50.161649999999995,2,2-3,,,
50.561609999999995,2,3-4,,,
50.961569999999995,2,j4-1,,,
52.02813,2,w1,,,
55.861079999999994,2,j1-2,,,
56.29437,2,2-3,,,
56.69433,2,lp3,,,
58.39416,2,3-4,,,
58.76079,2,lp4,,,
59.62737,2,j4-1,,,
60.02733,2,lp1,,,
60.56061,2,j1-2,,,
60.96057,2,sj2,,,
61.3272,2,lp2,,,
62.293769999999995,2,2-3,,,
62.627069999999996,2,lp3,,,
63.493649999999995,2,3-4,,,
64.29357,2,4-1,,,
64.6602,2,j1-2,,,
65.02683,2,lp2,,,
66.06006,2,2-3,,,
66.16005,3,,,,L0
66.3267,3,2-3,l1,,
66.75999,3,3-4,,,
66.99329999999999,2,w3,,,
67.29326999999999,3,j4-1,,,
67.69323,3,1-2,,,
68.05986,3,lp2,,,
68.55981,3,2-3,,,
68.9931,3,3-4,,,
69.42639,3,sj4,,,
69.82634999999999,3,sj4,,,
70.19297999999999,3,lp4,,,
70.19297999999999,2,j3-4,,,
70.62626999999999,2,sj4,,,
71.12622,2,w4,,,
71.45952,3,4-1,lb0,,
71.89281,3,1-2,,,
72.42609,3,j2-3,,,
72.82605,3,3-4,,,
73.19268,3,lp4,,,
73.69263,3,4-1,,,
74.12592,3,1-2,,,
74.55921,3,sj2,,,
74.95917,3,sj2,,,
75.29247,3,lp2,,,
75.29247,2,4-1,,,
75.6591,2,j1-2,,,
76.59234,3,j2-3,,,
76.72565999999999,2,w2,,,
76.9923,3,3-4,,,
77.42559,3,4-1,,,
77.79222,3,j1-2,,,
77.85888,2,2-3,l1,,
78.22551,2,3-4,lb0,,
78.69212999999999,3,sj2,,,
79.09209,2,sj4,,,
79.19207999999999,3,w2,,,
79.42539,3,sj2,,,
79.59204,2,w4,,,
79.72536,2,sj4,,,
79.92533999999999,3,w2,,,
80.05866,3,2-3,,,
80.05866,2,4-1,,,
80.69193,2,j1-2,,,
80.69193,3,j3-4,,,
81.05856,2,sp2-3,,,
81.05856,3,sp4-1,,,
82.05846,2,j3-4,,,
82.05846,3,j1-2,,,
82.45841999999999,2,sj4,,,
82.45841999999999,3,sj2,,,
82.85838,2,lp4,,,
82.85838,3,lp2,,,
