time,lyrics,size
0,,
17.47,あなたが笑うと　初めて眼鏡を,
22.87,かけた日みたいに　世界がパッて見えます,
28.78,初恋の風　そっと　前髪揺らして,
34.23,レンズ越し　見つめれば,
37.05,ほら　何かが始まる,
42.98,ドキドキ　視界なら良好,
45.85,だって　あのね　確信してます,
48.87,あなたを好きになった,
51.22,私の眼鏡に狂いはない,
54.52,春色ワンピのティアード,
57.35,ひらり　ふわり　ひるがえしたら,
60.58,思い切って　踏み出して　聞いてみたい,
65.8,えっと…眼鏡　好きですか？,
71.37,,
80.35,花びら舞い降る　ねぇここは,
83.22,ずっとずっと　夢見てた景色,
85.92,春めく恋色の　フレームの中で――,
93.18,ドキドキしちゃってるその理由（わけ）は,
96.17,たぶん　全部　全部あなたです,
98.88,顔から出る湯気で,
101.55,ガラスが曇りそう　でもでもね,
104.73,眼鏡 is 乙女の味方だもん,
107.65,もっともっと　輝けるように,
110.7,思い切って　勇気出して　聞いちゃいます,
116.1,えっと…眼鏡　好きですか？,
118.97,私を好きですか…？,
126.24,,
