time,lyrics,size
0.00 ,,
32.49 ,I can hear my voice　今始まる,
35.94 ,Midnight time　から　この場所で,
39.36 ,行くあてが　同じ仲間と　全ての嘘　脱ぎさる,
46.22 ,何もなくて　道もなくて　踊る君はどこから,
53.07 ,逃げて行くの？　去ってゆくの？　不思議な程まぶしい,
59.94 ,誘う夢　語り合って　傷なめ合ってる　堕天使,
66.81 ,Easy Go Easy Go　笑顔だけ　ひとときの輪をつなぐよ,
73.68 ,,
80.71 ,I've got feeling　突きぬけてく,
84.13 ,街が目、醒ますころ,
87.57 ,朝焼けにくちづけてる　波も抱きしめてる,
94.22 ,Ez Do Dance　Ez Do Dance,
97.64 ,踊る君を見てる…,
101.06 ,Ez Do Dance　Ez Do Dance,
104.483,君だけを見ている…,
107.935,Ez Do Dance　Ez Do Dance,
111.362,踊る君を見てる…,
114.796,Ez Do Dance　Ez Do Dance,
118.194,君だけを見ている…,
122.992,,
