time,lyrics,size
0.00 ,これは……。,
2.00 ,もりくぼと、あの人と,
4.00 ,たくさんのお友だちの、おとぎ話です。,
7.00 ,あの人は、探す人です。,
11.00 ,アイドルを探す人。,
15.00 ,誰かの良いところを探す人。,
20.00 ,どんな場所だってすすんできて……,
25.00 ,そして、かならず見つけてしまうんです。,
29.00 ,さて、そのころ……。,
31.00 ,もりくぼは静かな森の中で、優しい動物さんと暮らしていました。,
37.00 ,知らないヒトは怖いので、安心なこの場所で、ずっと。,
44.00 ,そう思っていたんですけど……。,
46.00 ,もりくぼのお茶会に、とつぜん、お客さんがやってきました。,
50.00 ,そしてもりくぼに、いっしょにいこうと声をかけるんです。,
55.00 ,もりくぼは……もりくぼは……。,
59.00 ,,
62.00 ,もりくぼは、逃げました。,
68.00 ,お、お、お、追いかけてこないでくださいっ。,
71.00 ,無理です。ぜったい無理です。だって、もりくぼじゃ……。,
76.00 ,そう思っていたんです。なのに……。,
78.00 ,隠れてないで、出てこいよ、と。,
81.00 ,みんなでいっしょに遊ぼう、と。,
86.00 ,なんどもなんども、もりくぼに声をかけてくれて。,
90.00 ,もりくぼはいつの間にか、ひとりじゃなくなっていました。,
94.00 ,,
97.00 ,もりくぼを探してくれて、ありがとうございます。,
104.00 ,もし、願いが叶うのなら……。,
110.00 ,この素敵なおとぎ話が、いつまでも続きますように。,
117.00 ,,
