time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,0,,
0,,1,,BUS_0007,0,0,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,0,,
0,,4,,BUS_0007,0,0,,
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,,6,,MasterOut,0,0,,
0,,6,,BUS_0007,0,0,,
0,2,1,1,,,,0,0.78
0,1,2,1,,,,0,0.53
0,3,3,1,,,,0,0.78
0,4,4,1,,,,0,0.78
0,5,5,1,,,,-25,1
0,6,6,1,,,,25,1
25.036,,3,,MasterOut,0.05,0,,
25.036,,3,,BUS_0007,0.2,0,,
25.721,,1,,MasterOut,0,1,,
25.721,,1,,BUS_0007,0,0.1,,
39.691,,1,,MasterOut,0.05,0,,
39.691,,1,,BUS_0007,0.2,0,,
40.052,,3,,MasterOut,0,1,,
40.052,,3,,BUS_0007,0,0.1,,
40.052,,4,,MasterOut,0,1,,
40.052,,4,,BUS_0007,0,0,,
40.052,,5,,MasterOut,0,1,,
40.052,,5,,BUS_0007,0,0,,
40.052,,6,,MasterOut,0,1,,
40.052,,6,,BUS_0007,0,0,,
42.582,,3,,MasterOut,0.05,0,,
42.582,,3,,BUS_0007,0.2,0,,
43.086,,1,,MasterOut,0,1,,
43.086,,1,,BUS_0007,0,0.1,,
46.602,,1,,MasterOut,0.05,0,,
46.602,,1,,BUS_0007,0.2,0,,
46.955,,1,,MasterOut,0,1,,
46.955,,1,,BUS_0007,0,0.1,,
46.955,,3,,MasterOut,0,1,,
46.955,,3,,BUS_0007,0,0.1,,
46.955,2,,,,,,-12,0.54
46.955,3,,,,,,12,0.54
55.591,,1,,MasterOut,0.05,0,,
55.591,,1,,BUS_0007,0.2,0,,
55.591,,3,,MasterOut,0.05,0,,
55.591,,3,,BUS_0007,0.2,0,,
55.591,,4,,MasterOut,0.05,0,,
55.591,,4,,BUS_0007,0,0,,
56.206,,1,,MasterOut,0,1,,
56.206,,1,,BUS_0007,0,0.1,,
56.206,,2,,MasterOut,0,1,,
56.206,,2,,BUS_0007,0,0.1,,
56.206,,3,,MasterOut,0,1,,
56.206,,3,,BUS_0007,0,0.1,,
56.206,2,,,,,,-18,0.39
56.206,1,,,,,,0,0.53
56.206,3,,,,,,18,0.39
108.084,,1,,MasterOut,0.05,0,,
108.084,,1,,BUS_0007,0.2,0,,
108.084,,2,,MasterOut,0.05,0,,
108.084,,2,,BUS_0007,0.2,0,,
108.084,,3,,MasterOut,0.05,0,,
108.084,,3,,BUS_0007,0.2,0,,
108.084,,5,,MasterOut,0.05,0,,
108.084,,5,,BUS_0007,0,0,,
108.084,,6,,MasterOut,0.05,0,,
108.084,,6,,BUS_0007,0,0,,
108.408,,3,,MasterOut,0,1,,
108.408,,3,,BUS_0007,0,0.1,,
108.408,3,,,,,,12,0.78
109.94,,3,,MasterOut,0.05,0,,
109.94,,3,,BUS_0007,0.2,0,,
110.245,,1,,MasterOut,0,1,,
110.245,,1,,BUS_0007,0,0.1,,
110.245,2,,,,,,12,0.78
111.725,,1,,MasterOut,0.05,0,,
111.725,,1,,BUS_0007,0.2,0,,
112.102,,2,,MasterOut,0,1,,
112.102,,2,,BUS_0007,0,0.1,,
112.102,1,,,,,,12,0.78
114.677,,2,,MasterOut,0.05,0,,
114.677,,2,,BUS_0007,0.2,0,,
115.792,,1,,MasterOut,0,1,,
115.792,,1,,BUS_0007,0,0.1,,
115.792,,2,,MasterOut,0,1,,
115.792,,2,,BUS_0007,0,0.1,,
115.792,,3,,MasterOut,0,1,,
115.792,,3,,BUS_0007,0,0.1,,
115.792,,4,,MasterOut,0,1,,
115.792,,4,,BUS_0007,0,0,,
115.792,2,,,,,,-18,0.39
115.792,1,,,,,,0,0.53
115.792,3,,,,,,18,0.39
115.792,4,,,,,,0,0.78
