time,lyrics,size
0,,
19.951,Anyaway you want ,
21.929,Anytime you need,
24.008,,
27.939,Everybody shakes,
29.92,Everytime dAnce,
32.001,,
35.949,Wo-Overnight,
39.947,Wo-Sensation,
43.942,20才やそこらじゃ　人生のモチベーション,
47.922,身についたら気分もしらけるだけだし,
51.935,友達も同僚も　刺激を受けつつお互いライバル,
59.948,泣きたくなるほどみじめなゲームで,
63.941,人生ではじめてのとびきりのBAD TRIP,
67.9,それでも何かと時代が守ってくれる,
75.943,電話をかければ誰かはつかまる,
79.948,なぐさめのKISSはかんたんにはいかないけど,
83.939,時代（とき）が何とか気持ちを落ちつかせている,
93.94,Anyway you want,
95.91,Anytime you need,
97.916,輝く世界が欲しかったら立ち上がろう,
101.941,Everybody shakes,
103.933,Everytime dAnce,
105.922,ハングリーな精神で動こう,
109.945,Wo-Overnight,
113.945,Wo-Sensation,
117.94,Wo-Overnight,
121.93,Wo-Sensation,
125.996,,
