0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,1,,,,D40
2.13312,MOT_control_all,to_zoom1,,
2.13312,MOT_mc_bg_black_00,b65-45,,
2.13312,1,1-2,,,
2.56641,2,j1-2,,,
2.9997,3,j1-2,,,
3.06636,1,w2,,,
3.5663099999999996,2,2-3,,,
3.5663099999999996,3,2-3,,,
3.5663099999999996,1,2-3,,,
3.9996,2,lp3,,,
3.9996,3,lp3,,,
3.9996,1,lp3,,,
6.53268,1,j3-4,,,
7.06596,1,lp4,,,
7.26594,2,3-4,l1,,
7.79922,3,3-4,r1,,
8.19918,2,w4,,,
8.29917,2,lp4,,,
8.29917,3,lp4,,,
9.76569,1,4-1,,,
10.098989999999999,2,4-1,lb0,,
10.398959999999999,3,4-1,rb0,,
10.698929999999999,1,w1,,,
10.96557,1,hj1,,,
11.03223,2,w1,,,
11.3322,3,w1,,,
11.89881,2,hj1,,,
11.89881,3,hj1,,,
12.19878,1,w1,,,
12.96537,1,1-2,,,
13.132019999999999,3,w1,,,
13.132019999999999,2,w1,,,
13.19868,2,1-2,,,
13.431989999999999,3,1-2,,,
13.6653,1,2-3,,,
14.13192,2,w2,,,
14.165249999999999,MOT_control_all,to_zoom2,,
14.19858,2,j2-3,,,
14.19858,3,j2-3,,,
14.19858,1,hj3,,,
15.265139999999999,3,w3,,,
15.265139999999999,2,w3,,,
15.43179,1,w3,,,
15.465119999999999,MOT_control_all,to_zoom3,,
15.465119999999999,MOT_mc_bg_black_00,b45-0,,
15.465119999999999,2,3-4,,b-1,
15.465119999999999,3,3-4,,b-1,
15.465119999999999,1,3-4,,f1,Lbl
15.93174,2,lp4,,,
15.93174,3,lp4,,,
15.93174,1,4-1,,,
16.39836,1,hj1,,,
17.09829,1,1-2,l1,,
17.63157,1,2-3,lb0,,
18.43149,1,3-4,,,
18.964769999999998,1,sp4-1,,,
19.93134,MOT_control_all,to_zoom4,,
19.964669999999998,2,4-1,,f0,Lbl
19.964669999999998,1,1-2,,b0,
20.397959999999998,2,1-2,r1,,
20.49795,1,lp2,,,D40
20.797919999999998,2,2-3,rb0,,
21.197879999999998,2,3-4,,,
21.73116,2,hj4,,,
22.46442,2,4-1,,,
22.96437,2,1-2,r1,,
23.430989999999998,2,2-3,rb0,,
23.864279999999997,2,sp3-4,,,
24.9975,MOT_control_all,to_zoom5,,
24.9975,2,4-1,,b-1,
24.9975,3,4-1,,f0,Lbl
25.39746,2,lp1,,,D40
25.39746,3,j1-2,,,
25.897409999999997,3,2-3,l1,,
26.43069,3,3-4,lb0,,
26.863979999999998,3,4-1,,,
27.297269999999997,3,j1-2,,,
27.79722,3,2-3,,,
28.23051,3,j3-4,,,
28.76379,3,4-1,l1,,
29.23041,3,1-2,lb0,,
29.897009999999998,MOT_control_all,to_zoom6,,
29.930339999999998,3,2-3,,,
29.930339999999998,1,2-3,,f1,Lbl
30.363629999999997,3,3-4,,,
30.363629999999997,1,3-4,,,
30.963569999999997,2,1-2,,f0,Lbl
30.963569999999997,3,4-1,,,
30.963569999999997,1,hj4,,,
31.03023,MOT_control_all,to_zoom7,,
31.6635,2,2-3,,,
31.6635,3,1-2,,,
31.6635,1,4-1,,,
32.13012,2,sp3-4,,,
32.13012,3,sp2-3,,,
32.13012,1,sp1-2,,,
33.52998,MOT_control_all,to_zoom8,,
33.52998,2,4-1,,,
33.52998,3,3-4,,b-1,
33.52998,1,2-3,,b0,
33.92994,3,lp4,,,D40
33.92994,1,lp3,,,D40
34.12992,2,1-2,,,
34.696529999999996,2,hj2,,,
35.39646,2,2-3,l1,,
35.76309,2,3-4,lb0,,
36.12972,2,4-1,,,
36.52968,2,sp1-2,,,
37.096289999999996,MOT_control_all,to_zoom9,,
37.129619999999996,2,2-3,,b-1,
