id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,709,0,0
2,0,91,,,,0,0
3,2.222222,1,5,4,0,1,0
4,2.222222,2,4,3,0,1,0
5,2.638889,1,4,5,0,1,0
6,2.638889,2,4,3,0,1,0
7,3.055556,1,4,3,0,1,0
8,3.055556,2,3,2,0,1,0
9,3.472222,1,3,4,0,1,0
10,3.472222,2,3,2,0,1,0
11,3.888889,2,2,1,0,1,0
12,3.888889,1,3,2,0,1,0
13,4.444444,3,1,3,0,0,4
14,5.555556,2,2,1,0,0,0
15,5.833333,1,1,1,0,0,0
16,6.111111,1,2,3,0,0,0
17,6.666667,3,4,5,0,1,4
18,6.666667,2,2,1,0,1,0
19,6.944444,2,2,1,0,0,0
20,7.083333,3,5,4,0,1,4
21,7.083333,2,2,3,0,1,0
22,7.361111,2,2,3,0,0,0
23,7.5,3,4,5,0,1,4
24,7.5,2,3,2,0,1,0
25,7.916667,3,5,3,0,1,4
26,7.916667,2,3,2,0,1,0
27,8.333333,3,3,4,0,1,4
28,8.333333,2,2,1,0,1,0
29,8.888889,2,2,1,0,0,0
30,9.166667,1,1,1,0,0,0
31,9.722222,2,2,2,0,0,0
32,9.861111,2,2,2,0,0,0
33,10.277778,2,2,2,0,0,0
34,10.416667,2,2,2,0,0,0
35,10.833333,1,2,1,0,0,0
36,11.111111,3,4,3,0,1,4
37,11.111111,1,1,2,0,1,0
38,11.388889,1,1,2,0,0,0
39,11.666667,1,2,3,0,0,0
40,11.805556,1,2,1,0,0,0
41,12.222222,3,3,4,0,0,4
42,12.5,1,1,2,0,0,0
43,12.638889,1,2,3,0,0,0
44,13.055556,1,3,1,0,0,0
45,13.333333,1,2,1,2,1,3
46,13.333333,3,4,5,1,1,4
47,13.472222,1,5,4,2,1,4
48,13.472222,1,1,2,1,1,3
49,13.541667,1,4,5,2,1,4
50,13.541667,1,2,1,1,1,3
51,13.75,1,5,5,1,1,5
52,13.75,1,1,1,2,1,7
53,13.819444,1,1,2,2,1,7
54,13.819444,1,5,4,1,1,5
55,14.027778,1,2,2,1,1,6
56,14.027778,1,4,4,2,1,8
57,14.097222,1,2,1,1,1,6
58,14.097222,1,4,5,2,1,8
59,14.305556,1,1,1,2,1,1
60,14.305556,1,5,5,1,1,2
61,14.444444,1,5,4,2,1,2
62,14.444444,1,1,2,1,1,1
63,14.513889,1,4,5,2,1,2
64,14.513889,1,2,1,1,1,1
65,15.555556,1,4,5,0,1,0
66,15.555556,2,3,2,0,1,0
67,15.972222,1,3,4,0,0,0
68,16.388889,2,3,3,0,1,0
69,16.388889,2,3,2,0,1,0
70,16.944444,2,3,3,0,0,0
71,17.222222,1,3,2,0,0,0
72,17.361111,1,3,3,0,0,0
73,17.777778,1,4,5,0,1,0
74,17.777778,2,3,2,0,1,0
75,18.194444,1,3,4,0,0,0
76,18.611111,2,3,3,0,1,0
77,18.611111,2,3,2,0,1,0
78,19.166667,2,3,3,0,0,0
79,19.444444,1,3,2,0,0,0
80,19.583333,1,3,3,0,0,0
81,20,1,4,5,0,1,0
82,20,2,2,1,0,1,0
83,20.416667,1,3,4,0,0,0
84,20.833333,2,3,3,0,1,0
85,20.833333,2,2,1,0,1,0
86,21.388889,1,2,1,0,1,0
87,21.388889,2,3,3,0,1,0
88,21.666667,1,3,2,0,0,0
89,21.805556,1,3,3,0,0,0
90,22.222222,1,4,5,0,1,0
91,22.222222,2,2,1,0,1,0
92,22.638889,1,3,4,0,0,0
93,23.055556,2,3,3,0,1,0
94,23.055556,2,2,1,0,1,0
95,23.611111,1,2,1,0,1,0
96,23.611111,2,3,3,0,1,0
97,23.888889,1,3,2,0,0,0
98,24.027778,1,3,3,0,0,0
99,24.444444,3,3,4,0,1,23
100,24.444444,2,2,1,0,1,0
101,24.861111,3,3,5,1,0,23
102,24.930556,1,3,4,1,0,23
103,25.277778,1,3,5,1,0,24
104,25.347222,1,3,4,1,0,24
105,25.833333,3,3,4,0,0,25
106,26.111111,2,2,1,0,0,0
107,26.388889,3,4,5,0,1,25
108,26.388889,1,1,1,0,1,0
