time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,0
79.382022,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,0
79.719101,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Pause,178,0
81.910112,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
82.247191,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
82.58427,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
82.921348,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
83.258427,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
83.595506,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
83.932584,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
84.269663,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
84.606742,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
84.94382,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
85.280899,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
85.617978,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
85.955056,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
86.292135,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
86.629213,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
86.966292,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
87.303371,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
87.640449,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
87.977528,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
88.314607,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
88.651685,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
88.988764,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
89.325843,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
89.662921,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
90,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
90.337079,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
90.674157,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
91.011236,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
91.348315,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
91.685393,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
92.022472,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
92.359551,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
92.696629,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
93.033708,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
93.370787,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
93.707865,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
94.044944,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
94.382022,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
94.719101,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
95.05618,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
95.393258,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
95.730337,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
96.067416,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
96.404494,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
96.741573,Uhoi,5,Random3,Pink06,Pink01,Pink08,,,,,,,,Oioi,178,4
