0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.19978,1,1-2,,,
2.19978,2,1-2,,,
2.19978,3,1-2,,,
2.46642,MOT_mc_stage_color_00,r-flash,,
2.53308,MOT_mc_special_03,r,,
2.53308,1,sp2-3,,,
2.53308,2,sp2-3,,,
2.53308,3,sp2-3,,,
2.83305,MOT_mc_special_03,r-stay,,
3.4329899999999998,1,j3-4,,,
3.4329899999999998,2,j3-4,,,
3.4329899999999998,3,j3-4,,,
3.7662899999999997,1,sp4-1,,,
3.7662899999999997,2,sp4-1,,,
3.7662899999999997,3,sp4-1,,,
4.69953,2,1-2,,,
4.69953,3,1-2,,,
4.76619,MOT_mc_stage_color_00,r-flash,,
4.93284,1,1-2,,,
5.06616,MOT_mc_stage_color_00,r-flash,,
5.23281,MOT_mc_stage_color_00,r-flash,,
5.23281,1,sj2,,,
5.23281,2,sj2,,,
5.23281,3,sj2,,,
5.5994399999999995,1,lp2,,,
5.5994399999999995,2,lp2,,,
5.5994399999999995,3,lp2,,,
5.93274,1,2-3,,,
5.93274,2,2-3,,,
5.93274,3,2-3,,,
6.23271,1,3-4,,,
6.23271,2,3-4,,,
6.23271,3,3-4,,,
6.53268,1,4-1,,,
6.53268,2,4-1,,,
6.53268,3,4-1,,,
6.8659799999999995,1,hj1,,,
6.8659799999999995,2,hj1,,,
6.8659799999999995,3,hj1,,,
7.36593,MOT_mc_stage_color_00,b-flash,,
7.46592,1,lp1,,,
7.46592,2,lp1,,,
7.46592,3,lp1,,,
7.79922,1,1-2,,,
7.79922,2,1-2,,,
7.79922,3,1-2,,,
8.13252,1,sj2,,,
8.43249,2,sj2,,,
8.43249,3,sj2,,,
8.63247,1,w2,,,
8.765789999999999,1,sj2,,,
8.93244,3,w2,,,
8.93244,2,w2,,,
8.9991,2,sj2,,,
8.9991,3,sj2,,,
9.26574,1,w2,,,
9.29907,1,sj2,,,
9.49905,3,w2,,,
9.49905,2,w2,,,
9.63237,1,2-3,,,
9.63237,2,2-3,,,
9.63237,3,2-3,,,
9.998999999999999,1,3-4,,,
9.998999999999999,2,3-4,,,
9.998999999999999,3,3-4,,,
