time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.49
0,2,2,1,,,,-12,0.42
0,3,3,1,,,,12,0.42
0,4,4,1,,,,-20,0.32
0,5,5,1,,,,20,0.32
20.538,1,1,1,,,,0,0.49
20.538,2,2,1,,,,-12,0.38
20.538,3,3,1,,,,12,0.38
20.538,4,4,1,,,,0,0
20.538,5,5,1,,,,0,0
34.647,1,1,1,,,,0,0
34.647,2,2,1,,,,0,0.49
34.647,3,3,1,,,,0,0
34.647,4,4,1,,,,-12,0.38
34.647,5,5,1,,,,12,0.38
45.599,1,1,1,,,,0,0
45.599,2,2,1,,,,0,0
45.599,3,3,1,,,,0,0.49
45.599,4,4,1,,,,-12,0.38
45.599,5,5,1,,,,12,0.38
58.421,1,1,1,,,,0,0.49
58.421,2,2,1,,,,-12,0.42
58.421,3,3,1,,,,12,0.42
58.421,4,4,1,,,,-20,0.32
58.421,5,5,1,,,,20,0.32
75.856,1,1,1,,,,0,0.78
75.856,2,2,1,,,,0,0
75.856,3,3,1,,,,0,0
75.856,4,4,1,,,,0,0
75.856,5,5,1,,,,0,0
77.07,1,1,1,,,,0,0
77.07,2,2,1,,,,0,0.78
78.115,1,1,1,,,,0,0.49
78.115,2,2,1,,,,-12,0.42
78.115,3,3,1,,,,12,0.42
78.115,4,4,1,,,,-20,0.32
78.115,5,5,1,,,,20,0.32
86.974,1,1,1,,,,0,0
86.974,2,2,1,,,,0,0
86.974,3,3,1,,,,0,0.78
86.974,4,4,1,,,,0,0
86.974,5,5,1,,,,0,0
88.05,3,3,1,,,,0,0
88.05,4,4,1,,,,0,0.78
89.095,1,1,1,,,,0,0.49
89.095,2,2,1,,,,-12,0.42
89.095,3,3,1,,,,12,0.42
89.095,4,4,1,,,,-20,0.32
89.095,5,5,1,,,,20,0.32
