0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_stage_color_00,b,,
0.03333,MOT_mc_light_up_00,stay,,
0.03333,2,,,b-1
0.03333,3,,,b-1
0.03333,4,,,b-1
0.03333,5,,,b-1
0.03333,MOT_all,miagete00,,
0.46662,MOT_all,miagete01,,
5.06616,1,1-2,,
5.9994,1,w2,,
9.16575,1,2-3,,
9.26574,2,1-2,,
9.26574,3,1-2,,
9.26574,4,1-2,,
9.26574,5,1-2,,
9.53238,1,lp3,,
10.198979999999999,5,w2,,
10.198979999999999,4,w2,,
10.198979999999999,3,w2,,
10.198979999999999,2,w2,,
11.43219,1,3-4,,
11.79882,1,lp4,,
12.332099999999999,2,2-3,,
12.332099999999999,3,2-3,,
13.09869,4,2-3,,
13.09869,5,2-3,,
13.26534,3,w3,,
13.26534,2,w3,,
14.03193,5,w3,,
14.03193,4,w3,,
14.765189999999999,2,3-4,,
14.765189999999999,3,3-4,,
14.765189999999999,4,3-4,,
14.765189999999999,5,3-4,,
14.765189999999999,1,4-1,,
15.13182,1,lp1,,
15.69843,5,w4,,
15.69843,4,w4,,
15.69843,3,w4,,
15.69843,2,w4,,
18.09819,1,1-2,,
18.46482,1,lp2,,
22.86438,1,2-3,,
22.9977,2,4-1,,
22.9977,3,4-1,,
23.06436,4,4-1,,
23.06436,5,4-1,,
23.79762,1,w3,,
23.93094,3,w1,,
23.93094,2,w1,,
23.9976,5,w1,,
23.9976,4,w1,,
24.064259999999997,MOT_mc_light_up_00,miagete01,,
24.064259999999997,MOT_mc_stage_color_00,b-flash,,
24.064259999999997,MOT_all,miagete02,,
24.664199999999997,1,3-4,l1,
25.030829999999998,1,lp4,,
27.96387,2,1-2,,
27.96387,3,1-2,,
27.96387,4,1-2,,
27.96387,5,1-2,,
27.96387,1,4-1,l2,
28.330499999999997,1,lp1,,
28.897109999999998,5,w2,,
28.897109999999998,4,w2,,
28.897109999999998,3,w2,,
28.897109999999998,2,w2,,
31.23021,1,,lb1,
32.89671,1,,lb0,
34.56321,2,2-3,,
34.56321,3,2-3,,
34.56321,4,2-3,,
34.56321,5,2-3,,
34.56321,1,1-2,r1,
34.92984,1,lp2,,
35.496449999999996,5,w3,,
35.496449999999996,4,w3,,
35.496449999999996,3,w3,,
35.496449999999996,2,w3,,
37.9962,1,,r2,
41.3292,2,3-4,,
41.3292,3,3-4,,
41.3292,4,3-4,,
41.3292,5,3-4,,
41.3292,1,2-3,r3,
41.69583,1,lp3,,
42.26244,5,w4,,
42.26244,4,w4,,
42.26244,3,w4,,
42.26244,2,w4,,
44.6622,1,,rb2,
46.29537,1,3-4,rb1,
46.662,1,lp4,,
47.9952,2,4-1,,
47.9952,3,4-1,,
47.9952,4,4-1,,
47.9952,5,4-1,,
47.9952,1,4-1,rb0,
48.36183,1,lp1,,
48.928439999999995,5,w1,,
48.928439999999995,4,w1,,
48.928439999999995,3,w1,,
48.928439999999995,2,w1,,
51.294869999999996,1,,l1,
52.928039999999996,1,1-2,,
52.994699999999995,2,1-2,,
52.994699999999995,3,1-2,,
53.09469,4,1-2,,
53.09469,5,1-2,,
53.22801,1,lp2,,
53.427989999999994,2,w2,,
53.427989999999994,3,w2,,
53.427989999999994,4,w2,,
53.427989999999994,5,w2,,
54.82785,1,,l2,
56.3277,4,2-3,,
56.42769,1,,l3,
56.79432,2,2-3,,
57.22761,3,2-3,,
57.26094,4,w3,,
57.6609,5,2-3,,
57.72756,2,w3,,
57.894209999999994,1,2-3,lb2,
58.160849999999996,3,w3,,
58.194179999999996,1,lp3,,
58.594139999999996,5,w3,,
59.6607,1,,lb1,
61.427189999999996,2,3-4,,
61.427189999999996,3,3-4,,
61.427189999999996,4,3-4,,
61.427189999999996,5,3-4,,
61.427189999999996,1,3-4,lb0,
61.72716,1,lp4,,
62.360429999999994,5,w4,,
62.360429999999994,4,w4,,
62.360429999999994,3,w4,,
62.360429999999994,2,w4,,
63.6603,MOT_mc_light_center_00,l2_bl,,
64.42689,1,j4-1,,
64.82685,2,lp4,,
64.82685,3,lp4,,
64.82685,4,lp4,,
64.82685,5,lp4,,
64.82685,1,lp1,,
67.85988,1,1-2,,
68.75979,1,lp2,,
71.19288,2,4-1,,
71.19288,3,4-1,,
71.19288,4,4-1,,
71.19288,5,4-1,,
71.19288,1,2-3,r1,
71.52618,2,lp1,,
71.52618,3,lp1,,
71.52618,4,lp1,,
71.52618,5,lp1,,
71.52618,1,lp3,,
72.79272,2,1-2,,
72.79272,3,1-2,,
72.79272,4,1-2,,
72.79272,5,1-2,,
72.79272,1,3-4,r2,
73.12602,2,lp2,,
73.12602,3,lp2,,
73.12602,4,lp2,,
73.12602,5,lp2,,
73.12602,1,lp4,,
74.55921,1,4-1,rwb0,
74.89251,1,lp1,,
75.02583,4,2-3,,
75.49244999999999,2,2-3,,
75.95907,4,w3,,
75.95907,3,2-3,,
76.39236,5,2-3,,
76.42569,2,w3,,
76.89231,3,w3,,
77.3256,5,w3,,
77.9922,2,3-4,,
77.9922,3,3-4,,
77.9922,4,3-4,,
77.9922,5,3-4,,
77.9922,1,1-2,l1,
78.32549999999999,2,lp4,,
78.32549999999999,3,lp4,,
78.32549999999999,4,lp4,,
78.32549999999999,5,lp4,,
78.32549999999999,1,lp2,,
79.59204,2,4-1,,
79.59204,3,4-1,,
79.59204,4,4-1,,
79.59204,5,4-1,,
79.59204,1,2-3,l2,
79.92533999999999,2,lp1,,
79.92533999999999,3,lp1,,
79.92533999999999,4,lp1,,
79.92533999999999,5,lp1,,
79.92533999999999,1,lp3,,
81.29187,1,3-4,lwb0,
81.62517,1,lp4,,
81.75849,5,1-2,,
82.22511,3,1-2,,
82.69172999999999,5,w2,,
82.69172999999999,2,1-2,,
83.15835,3,w2,,
83.15835,2,w2,,
