time,lyrics,size
0,,
18.519017,本当は分かっていた,
20.015616,いけないことだったって、分かっていたのに,
22.50065,この手をすり抜ける全部が愛に見えたの,
26.527634,確かめていた言葉が形になって、揺れるだけ,
34.513333,弾いて、描いて　きっと、それだけ,
36.404149,つまらないな、正解の読み合わせ,
39.054535,あとちょっとで分かりかけていたのに,
42.67195,飲んで、吐いて　全部忘れちゃえ,
44.622063,水をまとった本心と鏡合わせ,
47.257097,見つめ、会えたら,
50.340997,Overdose 君とふたり やるせない日々,
54.876145,解像度の悪い夢を見たい,
58.204262,Overdose 君とふたり 甘いハッタリ,
63,"Don't stop it music,darling",
69.20721,,
84.849094,Overdose 君とふたり,
87.660885,やるせない日々,
89.474944,解像度の悪い夢を見たい,
93.062359,Overdose 君とふたり,
95.828799,甘いハッタリ,
97.63821,"Don't stop it music,darling",
101.130273,Overdose 君とふたり,
103.946713,分からない,
105.261906,けど、変に間の悪い嘘でもいいから,
109.751702,どう、君とふたり 甘いハッタリ,
113.833334,"Don't stop it music,darling",
120.091838,,
130.159865,"Don't stop it music,darling",
135.762712,,
