time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,,3,,MasterOut,0,0,,
0,,3,,BUS_0007,0,0,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,,6,,MasterOut,0,0,,
0,,6,,BUS_0007,0,0,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0.78
0,3,3,1,,,,0,0.78
0,4,4,1,,,,0,0.78
0,5,5,1,,,,0,0.78
0,6,6,1,,,,0,0.78
25.1,,1,,MasterOut,0.05,0,,
25.1,,1,,BUS_0007,0.2,0,,
25.853,,2,,MasterOut,0,1,,
25.853,,2,,BUS_0007,0,0.1,,
29.477,,2,,MasterOut,0.05,0,,
29.477,,2,,BUS_0007,0.2,0,,
29.818,,3,,MasterOut,0,1,,
29.818,,3,,BUS_0007,0,0.1,,
33.954,,1,,MasterOut,0,1,,
33.954,,1,,BUS_0007,0,0.1,,
33.954,,2,,MasterOut,0,1,,
33.954,,2,,BUS_0007,0,0.1,,
33.954,1,1,1,,,,0,0.54
33.954,2,2,1,,,,-18,0.4
33.954,3,3,1,,,,18,0.4
36.054,,4,,MasterOut,0.05,0,,
36.054,,4,,BUS_0007,0.2,0,,
36.732,,5,,MasterOut,0,1,,
36.732,,5,,BUS_0007,0,0.1,,
37.009,,1,,MasterOut,0.05,0,,
37.009,,1,,BUS_0007,0.2,0,,
37.009,,2,,MasterOut,0.05,0,,
37.009,,2,,BUS_0007,0.2,0,,
37.767,3,3,1,,,,0,0.78
40.7,,5,,MasterOut,0.05,0,,
40.7,,5,,BUS_0007,0.2,0,,
41.184,,1,,MasterOut,0,1,,
41.184,,1,,BUS_0007,0,0.1,,
41.184,,2,,MasterOut,0,1,,
41.184,,2,,BUS_0007,0,0.1,,
41.184,1,1,1,,,,0,0.54
41.184,2,2,1,,,,-18,0.4
41.184,3,3,1,,,,18,0.4
41.184,,4,,MasterOut,0,1,,
41.184,,4,,BUS_0007,0,0.1,,
44.315,,5,,MasterOut,0,1,,
44.315,,5,,BUS_0007,0,0.1,,
44.315,,6,,MasterOut,0,1,,
44.315,,6,,BUS_0007,0,0.1,,
44.315,4,4,1,,,,0,0.54
44.315,5,5,1,,,,-18,0.4
44.315,6,6,1,,,,18,0.4
56.995,,2,,MasterOut,0.05,0,,
56.995,,2,,BUS_0007,0.2,0,,
56.995,,3,,MasterOut,0.05,0,,
56.995,,3,,BUS_0007,0.2,0,,
57.146,1,1,1,,,,0,0.78
63.785,,1,,MasterOut,0.05,0,,
63.785,,1,,BUS_0007,0.2,0,,
64.676,,2,,MasterOut,0,1,,
64.676,,2,,BUS_0007,0,0.1,,
64.676,2,2,1,,,,0,0.8
67.682,,3,,MasterOut,0,1,,
67.682,,3,,BUS_0007,0,0.1,,
67.682,2,2,1,,,,0,0
67.682,3,3,1,,,,0,0.8
69.65,,1,,MasterOut,0,1,,
69.65,,1,,BUS_0007,0,0.1,,
69.65,3,3,1,,,,0,0
69.65,1,1,1,,,,0,0.8
73.197,1,1,1,,,,0,0.54
73.197,2,2,1,,,,-18,0.4
73.197,3,3,1,,,,18,0.4
80.175,,2,,MasterOut,0.05,0,,
80.175,,2,,BUS_0007,0.2,0,,
80.175,,1,,MasterOut,0.05,0,,
80.175,,1,,BUS_0007,0.2,0,,
80.727,3,3,1,,,,0,0.8
89.031,,2,,MasterOut,0,1,,
89.031,,2,,BUS_0007,0,0.1,,
89.031,3,3,1,,,,0,0
89.031,2,2,1,,,,0,0.8
96.33,,1,,MasterOut,0,1,,
96.33,,1,,BUS_0007,0,0.1,,
96.33,1,1,1,,,,0,0.54
96.33,2,2,1,,,,-18,0.4
96.33,3,3,1,,,,18,0.4
