0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,,D20
0.03333,3,,,,D20
0.03333,1,,,,D20
3.29967,MOT_control_all,ra_zoom1,,
3.49965,MOT_mc_stage_color_00,b-flash,,
3.49965,MOT_mc_special_02,hokori,,
3.49965,2,j1-2,,,Lbl
4.0329299999999995,2,2-3,l1,,
4.39956,2,3-4,lb0,,
4.76619,2,4-1,,,
5.16615,MOT_control_all,ra_zoom2,,
5.199479999999999,MOT_mc_stage_color_00,y-flash,,
5.199479999999999,2,lp1,,,D20
5.199479999999999,1,hj1,,,Lbl
5.79942,1,1-2,r1,,
6.166049999999999,1,2-3,rb0,,
6.9993,MOT_control_all,ra_zoom3,,
7.032629999999999,MOT_mc_stage_color_00,b-flash,,
7.032629999999999,3,1-2,,,Lbl
7.032629999999999,1,lp3,,,D20
7.39926,3,j2-3,,,
7.9325399999999995,3,3-4,r1,,
8.29917,3,4-1,rb0,,
8.63247,MOT_control_all,ra_zoom4,,
8.665799999999999,MOT_mc_stage_color_00,y-flash,,
8.665799999999999,2,j1-2,,,Lbl
8.665799999999999,3,lp1,,,D20
9.19908,2,2-3,l1,,
9.56571,2,3-4,lb0,,
10.298969999999999,2,lp4,,,D20
10.43229,MOT_control_all,ra_zoom5,,
10.498949999999999,MOT_mc_stage_color_00,r-flash,,
10.498949999999999,1,3-4,,,Lbl
10.898909999999999,1,j4-1,,,
11.43219,1,1-2,l1,,
11.79882,1,2-3,lb0,,
12.232109999999999,MOT_control_all,ra_zoom6,,
12.26544,MOT_mc_stage_color_00,b-flash,,
12.26544,3,1-2,,,Lbl
12.26544,1,lp3,,,D20
12.732059999999999,3,2-3,,,
13.09869,3,j3-4,,,
13.831949999999999,MOT_control_all,ra_zoom7,,
13.865279999999998,MOT_mc_stage_color_00,b-flash,,
13.865279999999998,3,lp4,,,D20
13.865279999999998,1,j3-4,,,Lbl
14.39856,1,4-1,l1,,
14.765189999999999,1,1-2,lb0,,
15.13182,1,2-3,,,
15.565109999999999,MOT_mc_stage_color_00,b-flash,,
15.565109999999999,2,4-1,,,Lbl
15.865079999999999,MOT_mc_stage_color_00,y-flash,,
15.865079999999999,1,3-4,,,
16.16505,MOT_control_all,ra_zoom8,,
16.16505,MOT_mc_stage_color_00,y-flash,,
16.16505,3,4-1,,,Lbl
16.49835,2,w1,,,
16.59834,2,lp1,,,D20
