id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,396,0,0,136,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,2.368421,93,,,-50,0,0,,,
5,2.467105,93,,,-30,0,0,,,
6,2.565789,93,,,-10,0,0,,,
7,2.664474,93,,,0,0,0,,,
8,2.763158,93,,,20,0,0,,,
9,2.861842,93,,,40,0,0,,,
10,2.960526,93,,,70,0,0,,,
11,3.059211,93,,,100,0,0,,,
12,3.157895,1,4,1,0,1,0,,,2.506579
13,3.157895,1,1,4,0,1,0,,,2.506579
14,3.157895,8,3,2,0,0,0,,,2.506579
15,3.157895,8,2,3,0,0,0,,,2.506579
16,3.157895,93,,,130,0,0,,,
17,3.552632,93,,,-50,0,0,,,
18,3.651316,93,,,-30,0,0,,,
19,3.75,93,,,-10,0,0,,,
20,3.848684,93,,,0,0,0,,,
21,3.947368,93,,,20,0,0,,,
22,4.046053,93,,,40,0,0,,,
23,4.144737,93,,,70,0,0,,,
24,4.243421,93,,,100,0,0,,,
25,4.342105,1,2,5,0,1,0,,,3.157895
26,4.342105,1,5,2,0,1,0,,,3.157895
27,4.342105,8,4,3,0,0,0,,,3.157895
28,4.342105,8,3,4,0,0,0,,,3.157895
29,4.342105,93,,,130,0,0,,,
30,4.736842,93,,,-50,0,0,,,
31,4.835526,93,,,-30,0,0,,,
32,4.934211,93,,,-10,0,0,,,
33,5.032895,93,,,0,0,0,,,
34,5.131579,93,,,20,0,0,,,
35,5.230263,93,,,40,0,0,,,
36,5.328947,93,,,70,0,0,,,
37,5.427632,93,,,100,0,0,,,
38,5.526316,1,5,1,0,1,0,,,3.809211
39,5.526316,1,1,5,0,1,0,,,3.809211
40,5.526316,8,4,2,0,0,0,,,3.809211
41,5.526316,8,3,3,0,0,0,,,3.809211
42,5.526316,8,2,4,0,0,0,,,3.809211
43,5.526316,93,,,130,0,0,,,
44,5.921053,2,5,4,0,1,0,,80,4.322368
45,5.921053,2,1,2,0,1,0,,80,4.322368
46,5.921053,93,,,300,0,0,,,
47,5.921053,8,3,3,0,0,0,,60,4.322368
48,6.019737,93,,,275,0,0,,,
49,6.019737,8,3,3,0,0,0,,65,4.618421
50,6.118421,93,,,250,0,0,,,
51,6.118421,8,3,3,0,0,0,,70,4.889803
52,6.217105,93,,,225,0,0,,,
53,6.217105,8,3,3,0,0,0,,75,5.136513
54,6.315789,93,,,200,0,0,,,
55,6.315789,8,3,3,0,0,0,,80,5.358553
56,6.414474,93,,,160,0,0,,,
57,6.414474,8,3,3,0,0,0,,85,5.555921
58,6.513158,93,,,140,0,0,,,
59,6.513158,8,3,3,0,0,0,,90,5.713816
60,6.611842,93,,,120,0,0,,,
61,6.611842,8,3,3,0,0,0,,95,5.851974
62,6.710526,2,1,2,0,1,0,,170,5.970395
63,6.710526,2,5,4,0,1,0,,170,5.970395
64,6.710526,93,,,100,0,0,,,
65,6.710526,8,3,3,0,0,0,,,5.970395
66,7.105263,3,5,4,0,0,46,,150,6.365132
67,7.129934,93,,,30,0,0,,,
