time,lyrics,size
0,, 
8.358,「にんぎょひめ練習中ですっ !,
11.18,いっちにさんしっ、ごー ! 」,
14.371257,七色のフィッシュテール,
16.745509,カナヅチプリンセス,
20.299401,いつかはお城でショウケース,
24.431138,レッツ・ドゥダダンス !,
26.2115,お話の中のお姉さんみたく,
31.1235,歌をうたおう　波にのせて,
35.583,私の夢　泡にならないで !,
39.9172,（ぴちっ☆ぷち♪ぱーてぃー ! ）,
41.2473,海の天井　キララ,
44.2253,そっと手を伸ばしたら,
47.1225,すこし未来の私と,
49.9747,約束しよう　ハイファイブ !,
53.0785,いつか七つの海越えて,
58.2728,シャララ　泳ぎは練習中（ですっ♪）,
64.1634,海の天井　キララ,
67.1458,そっと手を伸ばしたら,
69.8986,すこし未来の私と,
72.9634,約束しよう　ハイファイブ !,
75.7413,いつか七つの海越えて,
81.295,シャララ　泳ぎは練習中,
87.176,きっとみんなに会いに行こう,
92.6323,シャララ　がんばって練習中,
98.3039,ウインド・イズ・ブローイング,
100.05988,優しい波はよりそって,
104.6424,はるか遠くへと練習中 !,
109.7896,ライク・ア・サンシャイン,
111.5647,海の中から光放つ,
115.902,みんなに届けと練習中 !（ですっ♪）,
125.02994,,
