time,lyrics,size
0.00 ,,
7.950 ,強気な駆け引き　一度油断したら,
13.333 ,この手の内まで　口走ってしまいそう,
18.750 ,片眼で見つめる　落とした写真（フォトグラフ）,
24.133 ,空白の向こう側　飛ばす意識,
28.850 ,成すがまま　貴方色に染めた,
35.217 ,不釣り合いな爪（ネイル） 塗り替えて,
40.317 ,ねぇ、ちょっと息止めて　まさか冗談でしょ,
45.717 ,独り言の様に匂わす I love you,
51.110 ,強気な癖して　傷つき上手ね,
56.850 ,隠せないなら一層、ズキズキさせて,
67.133 ,,
72.683 ,"""アイシテル""なんて　求めてこないで",
78.067 ,やり過ごすだけで　気のない本気なんて結構,
84.750 ,,
91.550 ,居直らないで　しれっと,
94.250 ,ねぇ、ちょっと息止めて　まさか冗談でしょ,
99.650 ,浸りたいだけの貴方の I love you,
105.033,弱気な振りして　偽りの罪悪感　貫き通しましょう,
116.167,慰められるより一層、ズキズキさせて,
126.867,,
