time,lyrics,size
0,,
3.417,「この空の向こう側には,
6.883,どんな世界が待ってるの？」,
10.300,溢れ出した胸の鼓動で,
14.000,眠れない夜に,
16.600,水平線の向こうの方へ,
20.083,流星を追って伸ばした手,
23.567,さぁ、立ち上がって走り出したら,
27.250,旅に出よう、私と,
30.300,遠く遠くまで,
34.333,,
37.783,輝きを追いかけて,
42.333,,
45.917,好奇心のライト灯して,
49.350,君と描いた航路をゆこう,
53.232,溢れ出した胸の鼓動の,
56.350,加速装置に乗って,
59.217 ,星屑みたいな可能性から,
62.700,星座を繋いだ道標,
65.950,迷いも不安も今はないよ,
69.500,振り返る輝跡,
73.350,夜空の瞬き　今確かに,
77.000,指をかすめたきらめき,
80.300,準備はできている　君も私も,
84.567,飛び出そうよ　さらに,
87.033,キラキラなんて言葉じゃまだ足りない,
90.950,星よりももっと眩しく,
93.900,アイは時代を未来を拓く光になる,
99.217,なれるから,
101.167,その目を離さないで,
105.824,私と行こう、今,
108.133,限りない願い抱いて,
115.667,,
118.350,さぁ、立ち上がって走り出したら,
122.033,旅に出よう、君と,
125.417,遠く遠くまで,
128.950,,
