time,lyrics,size
0.000 ,,
2.950 ,Calling me with your passion,
5.933 ,I wanna feel you this moment,
9.02 ,Resonate!,
10.617 ,We fallin' love forever,
19.500 ,,
30.000 ,結ばれた赤い糸　解（ほど）かれ掻き消されて行く,
36.100 ,繰り返し浮かされる熱は永久機関の様に,
46.733 ,,
48.167 ,「不可逆だよ」と運命論者の声がする,
54.017 ,焦燥感　振り払え　さあ,
59.483 ,宇宙（そら）に導かれて私は歌う,
65.900 ,煌（きら）りと光る刃の様に貫く恋と,
71.567 ,あなたにもう逢えない　泡沫の恋でも,
77.983 ,惹かれ合った想い　今　永遠になれ,
87.250 ,,
98.733 ,宇宙（そら）に導かれて私は生きる,
105.150 ,気高く昇る稲妻の様に貫く意志で,
110.817 ,あなたにもう逢えない　泡沫の恋でも,
117.250 ,繋がり合う絆　今　永遠になる,
123.133 ,惹かれ合った想い　今　永遠になる,
131.36 ,,
