time,lyrics,size
0,,
10,Ready?,
11.05,1 2 3 燃焼（もや）せ,
14.23,1 2 3 射出（はな）て,
17.4,1 2 3 宇宙（そら）へ,
20.58,1 2 3 現代（いま）だ,
23.7,Launch,
26.93,,
36.42,ああ　ゆらゆら,
39.4,彼方に　きらきら惑星（ぼし）,
45,もうすぐ lead us to the goal,
49.13,ああ　離れてゆく,
53.7,懐かしい瞬間　恋しい君,
60.07,つなぐように,
62,さあ　一番手に旗をたてよう,
65.23,新概念を領土と成せ,
68.42,法則はもうdistance超えて,
71.33,また会えるね,
73.58,光を届けよう,
77.55,手を振っててよ,
79.93,空気が無くたって,
83.9,震わすのが　心さ,
86.28,一人じゃないんだよ,
90.37,手が離れても,
92.65,歌とダンスのumwelt,
96.57,ビーム飛ばせ,
99.2,つないでよ　つたえてよ,
102.98,君のその声　聞かせて !,
113.9,Wow!,
117.00,,
