time,lyrics,size
0,,
32.73,ダイヤを散りばめてる様な,
36.34,夜景を車から見てるよ,
39.97,カラオケもあきちゃった頃でも,
43.63,腕に手をからませればゴキゲン,
47.26,何が一番大切なの？,
50.9,聞きたいけどなかなか言えない,
54.54,ほんの一瞬でもあなたと,
58.18,いっしょならいいと思ってる,
61.81,真面目な自分は茶化しちゃう自分に,
69.05,負けてるいつもね,
72.27,だけど不自然じゃなく素直になれるよ,
76.36,今夜は!!,
78.13,CRAZY GONNA CRAZY,
81.35,雪が降る街並みを,
85.43,LOVE YOU GONNA TAKE YOU,
88.63,2人踊り続ける,
92.6,CRAZY GONNA CRAZY,
95.9,星が降る公園を,
99.96,LOVE YOU GONNA TAKE YOU,
103.18,あざやかに色染めて,
107.21,CRAZY GONNA CRAZY…,
114.49,LOVE YOU GONNA TAKE YOU…,
121.77,,
