0.03333,MOT_control_all,cra1,,
0.03333,MOT_mc_speaker_00,l1,,
3.5663099999999996,MOT_all,cra1,,
3.5663099999999996,MOT_mc_stage_color_00,b-flash,,
3.5663099999999996,1,1-2,,
3.5663099999999996,2,1-2,,
3.5663099999999996,3,1-2,,
3.5663099999999996,4,1-2,,
3.5663099999999996,5,1-2,,
3.63297,MOT_control_all,cra2,,
4.49955,5,w2,,
4.49955,4,w2,,
4.49955,3,w2,,
4.49955,2,w2,,
4.49955,1,w2,,
5.3328,1,2-3,,
5.3328,2,2-3,,
5.3328,3,2-3,,
5.3328,4,2-3,,
5.3328,5,2-3,,
6.266039999999999,5,w3,,
6.266039999999999,4,w3,,
6.266039999999999,3,w3,,
6.266039999999999,2,w3,,
6.266039999999999,1,w3,,
6.9659699999999996,1,3-4,l1,
6.9659699999999996,2,3-4,l1,
6.9659699999999996,3,3-4,l1,
6.9659699999999996,4,3-4,l1,
6.9659699999999996,5,3-4,l1,
7.89921,5,w4,,
7.89921,4,w4,,
7.89921,3,w4,,
7.89921,2,w4,,
7.89921,1,w4,,
7.96587,1,4-1,lb0,
7.96587,2,4-1,lb0,
7.96587,3,4-1,lb0,
7.96587,4,4-1,lb0,
7.96587,5,4-1,lb0,
8.89911,5,w1,,
8.89911,4,w1,,
8.89911,3,w1,,
8.89911,2,w1,,
8.89911,1,1-2,,
8.89911,2,1-2,,
8.89911,3,1-2,,
8.89911,4,1-2,,
8.89911,5,1-2,,
9.76569,1,2-3,,
9.76569,2,2-3,,
9.76569,3,2-3,,
9.76569,4,2-3,,
9.76569,5,2-3,,
10.63227,MOT_mc_stage_color_00,y-flash,,
10.63227,1,j3-4,,
10.63227,2,j3-4,,
10.63227,3,j3-4,,
10.63227,4,j3-4,,
10.63227,5,j3-4,,
11.69883,5,w4,,
11.69883,4,w4,,
11.69883,3,w4,,
11.69883,2,w4,,
11.69883,1,w4,,
12.532079999999999,MOT_mc_stage_color_00,b-flash,,
12.532079999999999,1,4-1,,
12.532079999999999,2,4-1,,
12.532079999999999,3,4-1,,
12.532079999999999,4,4-1,,
12.532079999999999,5,4-1,,
13.46532,5,w1,,
13.46532,4,w1,,
13.46532,3,w1,,
13.46532,2,w1,,
13.46532,1,w1,,
14.365229999999999,1,1-2,,
14.365229999999999,2,1-2,,
14.365229999999999,3,1-2,,
14.365229999999999,4,1-2,,
14.365229999999999,5,1-2,,
15.23181,1,2-3,,
15.23181,2,2-3,,
15.23181,3,2-3,,
15.23181,4,2-3,,
15.23181,5,2-3,,
16.131719999999998,1,3-4,,
16.131719999999998,2,3-4,,
16.131719999999998,3,3-4,,
16.131719999999998,4,3-4,,
16.131719999999998,5,3-4,,
16.9983,1,4-1,,
16.9983,2,4-1,,
16.9983,3,4-1,,
16.9983,4,4-1,,
16.9983,5,4-1,,
17.93154,5,w1,,
17.93154,4,w1,,
17.93154,3,w1,,
17.93154,2,w1,,
17.93154,1,w1,,
17.93154,MOT_mc_stage_color_00,r-flash,,
17.93154,1,1-2,,
17.93154,2,1-2,,
17.93154,3,1-2,,
17.93154,4,1-2,,
17.93154,5,1-2,,
18.86478,5,w2,,
18.86478,4,w2,,
18.86478,3,w2,,
18.86478,2,w2,,
18.86478,1,w2,,
19.69803,MOT_mc_stage_color_00,y-flash,,
19.69803,1,2-3,,
19.69803,2,2-3,,
19.69803,3,2-3,,
19.69803,4,2-3,,
19.69803,5,2-3,,
20.63127,5,w3,,
20.63127,4,w3,,
20.63127,3,w3,,
20.63127,2,w3,,
20.63127,1,w3,,
21.53118,MOT_mc_stage_color_00,b-flash,,
21.53118,1,3-4,,
21.53118,2,3-4,,
21.53118,3,3-4,,
21.53118,4,3-4,,
21.53118,5,3-4,,
22.431089999999998,1,j4-1,,
22.431089999999998,2,j4-1,,
22.431089999999998,3,j4-1,,
22.431089999999998,4,j4-1,,
22.431089999999998,5,j4-1,,
22.89771,MOT_all,cut2,,
23.13102,MOT_control_all,cra3,,
23.36433,1,j1-2,,
23.36433,2,j1-2,,
23.36433,3,j1-2,,
23.36433,4,j1-2,,
23.36433,5,j1-2,,
23.630969999999998,MOT_all,cut3,,
24.264239999999997,1,sj2,,
24.264239999999997,2,sj2,,
24.264239999999997,3,sj2,,
24.264239999999997,4,sj2,,
24.264239999999997,5,sj2,,
24.76419,5,w2,,
24.76419,4,w2,,
24.76419,3,w2,,
24.76419,2,w2,,
24.76419,1,w2,,
25.43079,MOT_mc_stage_color_00,y-flash,,
25.43079,1,j2-3,,
25.43079,2,j2-3,,
25.43079,3,j2-3,,
25.43079,4,j2-3,,
25.43079,5,j2-3,,
25.63077,MOT_all,cra2,,
26.43069,MOT_mc_stage_color_00,b-flash,,
26.43069,1,sj3,,
26.43069,2,sj3,,
26.43069,3,sj3,,
26.43069,4,sj3,,
26.43069,5,sj3,,
26.93064,5,w3,,
26.93064,4,w3,,
26.93064,3,w3,,
26.93064,2,w3,,
26.93064,1,w3,,
27.39726,MOT_mc_stage_color_00,y-flash,,
27.39726,1,sj3,,
27.39726,2,sj3,,
27.39726,3,sj3,,
27.39726,4,sj3,,
27.39726,5,sj3,,
27.897209999999998,5,w3,,
27.897209999999998,4,w3,,
27.897209999999998,3,w3,,
27.897209999999998,2,w3,,
27.897209999999998,1,w3,,
28.36383,MOT_mc_stage_color_00,b-flash,,
28.36383,1,j3-4,,
28.36383,2,j3-4,,
28.36383,3,j3-4,,
28.36383,4,j3-4,,
28.36383,5,j3-4,,
29.26374,MOT_mc_stage_color_00,y-flash,,
29.26374,1,sj4,,
29.26374,2,sj4,,
29.26374,3,sj4,,
29.26374,4,sj4,,
29.26374,5,sj4,,
29.76369,5,w4,,
29.76369,4,w4,,
29.76369,3,w4,,
29.76369,2,w4,,
29.76369,1,w4,,
30.130319999999998,MOT_mc_stage_color_00,b-flash,,
30.130319999999998,1,sj4,,
30.130319999999998,2,sj4,,
30.130319999999998,3,sj4,,
30.130319999999998,4,sj4,,
30.130319999999998,5,sj4,,
30.63027,5,w4,,
30.63027,4,w4,,
30.63027,3,w4,,
30.63027,2,w4,,
30.63027,1,w4,,
31.09689,MOT_mc_stage_color_00,y-flash,,
31.09689,1,sj4,,
