id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,332,0,0,4,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,0.342857,93,,,70,0,0,,,
5,1.371429,9,3,5,1,0,4,,10,1.062857
6,1.714286,9,4,3,1,0,6,,10,1.302857
7,2.057143,9,4,2,1,0,7,,10,1.542857
8,2.4,9,3,4,1,0,5,,10,1.782857
9,2.742857,1,3,5,0,0,0,,,2.022857
10,2.742857,9,3,5,152,0,4,,40,2.022857
11,2.742857,9,3,5,1,0,75,,10,2.022857
12,3.085714,1,4,3,0,0,0,,,2.262857
13,3.085714,9,4,3,152,0,6,,40,2.262857
14,3.085714,9,4,3,1,0,79,,10,2.262857
15,3.428571,1,4,2,0,0,0,,,2.502857
16,3.428571,9,4,2,152,0,7,,40,2.502857
17,3.428571,9,4,2,1,0,81,,10,2.502857
18,3.771429,1,3,4,0,0,0,,,2.742857
19,3.771429,9,3,4,152,0,5,,40,2.742857
20,3.771429,9,3,4,1,0,77,,10,2.742857
21,4.114286,1,3,5,0,0,0,,,2.982857
22,4.114286,9,3,5,152,0,75,,40,2.982857
23,4.114286,9,3,5,1,0,76,,10,2.982857
24,4.457143,1,4,3,0,0,0,,,3.222857
25,4.457143,9,4,3,152,0,79,,40,3.222857
26,4.457143,9,4,3,1,0,80,,10,3.222857
27,4.8,1,4,2,0,0,0,,,3.462857
28,4.8,9,4,2,152,0,81,,40,3.462857
29,4.8,9,4,2,1,0,82,,10,3.462857
30,5.142857,1,3,4,0,0,0,,,3.702857
31,5.142857,9,3,4,152,0,77,,40,3.702857
32,5.142857,9,3,4,1,0,78,,10,3.702857
33,5.314286,9,5,1,1,0,3,,10,3.822857
34,5.485714,1,3,5,0,0,0,,,3.942857
35,5.485714,9,3,5,152,0,76,,40,3.942857
36,5.828571,1,4,3,0,0,0,,,4.182857
37,5.828571,9,4,3,152,0,80,,40,4.182857
38,6.171429,1,4,2,0,0,0,,,4.422857
39,6.171429,9,4,2,152,0,82,,40,4.422857
40,6.514286,1,3,4,0,0,0,,,4.662857
41,6.514286,9,3,4,152,0,78,,40,4.662857
42,6.678571,9,5,1,7,0,53,,150,4.777857
43,6.685714,93,,,80,0,0,,,
44,6.685714,1,5,1,0,0,0,,,4.782857
45,6.692857,9,5,1,7,0,53,,150,4.788571
46,6.857143,9,3,5,1,0,83,,10,4.92
47,7.028571,1,5,1,0,0,0,,,5.057143
48,7.192857,9,5,1,7,0,54,,150,5.188571
49,7.2,93,,,90,0,0,,,
50,7.2,1,5,1,0,0,0,,,5.194286
51,7.2,9,4,3,1,0,84,,10,5.194286
52,7.207143,9,5,1,7,0,54,,150,5.200714
53,7.535714,9,5,1,7,0,55,,150,5.496429
54,7.542857,93,,,100,0,0,,,
55,7.542857,1,5,1,0,0,0,,,5.502857
56,7.542857,9,4,2,1,0,85,,10,5.502857
57,7.55,9,5,1,7,0,55,,150,5.51
58,7.878571,9,5,1,7,0,56,,150,5.838571
59,7.885714,93,,,110,0,0,,,
60,7.885714,1,5,1,0,0,0,,,5.845714
61,7.885714,9,3,4,1,0,86,,10,5.845714
62,7.892857,9,5,1,7,0,56,,150,5.853571
63,7.907143,9,5,1,152,0,3,,40,5.869286
64,8.228571,1,3,5,0,0,0,,,6.222857
65,8.228571,9,3,5,152,0,83,,40,6.222857
66,8.228571,9,3,5,1,0,87,,10,6.222857
67,8.571429,1,4,3,0,0,0,,,6.6
68,8.571429,9,4,3,152,0,84,,40,6.6
69,8.571429,9,4,3,1,0,88,,10,6.6
70,8.914286,1,4,2,0,0,0,,,6.977143
71,8.914286,9,4,2,152,0,85,,40,6.977143
72,8.914286,9,4,2,1,0,89,,10,6.977143
73,9.257143,1,3,4,0,0,0,,,7.354286
74,9.257143,9,3,4,152,0,86,,40,7.354286
75,9.257143,9,3,4,1,0,90,,10,7.354286
76,9.6,1,3,5,0,0,0,,,7.731429
77,9.6,9,3,5,152,0,87,,40,7.731429
78,9.6,9,3,5,1,0,91,,10,7.731429
79,9.942857,1,4,3,0,0,0,,,8.108571
80,9.942857,9,4,3,152,0,88,,40,8.108571
81,9.942857,9,4,3,1,0,92,,10,8.108571
82,10.285714,1,4,2,0,0,0,,,8.485714
83,10.285714,9,4,2,152,0,89,,40,8.485714
84,10.285714,9,4,2,1,0,93,,10,8.485714
85,10.628571,1,3,4,0,0,0,,,8.862857
86,10.628571,9,3,4,152,0,90,,40,8.862857
87,10.628571,9,3,4,1,0,94,,10,8.862857
