0.03333,MOT_mc_bg_black_00,seat100-0,,
3.2330099999999997,1,lp1,,,
3.2330099999999997,2,lp1,,,
3.2330099999999997,3,lp1,,,
3.2330099999999997,4,lp1,,,
3.2330099999999997,5,lp1,,,
3.2330099999999997,1,,,f1,
3.2330099999999997,MOT_mc_light_up_00,l1,,
3.2330099999999997,MOT_mc_light_center_00,l1,,
3.2330099999999997,MOT_mc_light_under_00,l3,,
3.2330099999999997,MOT_mc_speaker_00,temp4,,
3.2330099999999997,MOT_mc_stage_color_00,y-flash,,
3.2330099999999997,MOT_mc_bg_black_00,b80-65,,
6.6659999999999995,MOT_mc_stage_color_00,r-flash,,
6.73266,1,1-2,,,
6.73266,3,1-2,,,
6.73266,5,1-2,,,
7.36593,1,2-3,,,
7.36593,2,1-2,,,
7.36593,4,1-2,,,
7.6659,5,w2,,,
7.6659,3,w2,,,
7.9992,1,3-4,,,
8.29917,4,w2,,,
8.29917,2,w2,,,
8.93244,1,w4,,,
9.16575,1,4-1,,,
9.16575,2,2-3,,,
9.16575,3,2-3,,,
9.16575,4,2-3,,,
9.16575,5,2-3,,,
10.06566,2,3-4,l1,,
10.06566,4,3-4,l1,,
10.098989999999999,5,w3,,,
10.098989999999999,3,w3,,,
10.098989999999999,1,w1,,,
10.198979999999999,MOT_mc_stage_color_00,y-flash,,
10.63227,3,3-4,r1,,
10.63227,5,3-4,r1,,
10.998899999999999,4,w4,,,
10.998899999999999,2,w4,,,
11.198879999999999,1,1-2,,,
11.56551,5,w4,,,
11.56551,3,w4,,,
12.132119999999999,1,w2,,,
13.26534,MOT_mc_stage_color_00,b-flash,,
13.29867,2,4-1,lb0,,
13.29867,3,4-1,rb0,,
14.065259999999999,4,4-1,lb0,,
14.065259999999999,5,4-1,rb0,,
14.23191,3,w1,,,
14.23191,2,w1,,,
14.73186,1,2-3,,,
14.73186,2,1-2,,,
14.73186,3,1-2,,,
14.73186,4,1-2,,,
14.73186,5,1-2,,,
15.665099999999999,5,w2,,,
15.665099999999999,4,w2,,,
15.665099999999999,3,w2,,,
15.665099999999999,2,w2,,,
15.665099999999999,1,w3,,,
16.49835,1,sp3-4,,,
16.49835,2,lp2,,,
16.49835,3,lp2,,,
16.49835,4,lp2,,,
16.49835,5,lp2,,,
16.49835,MOT_mc_light_up_00,l3,,
16.49835,MOT_mc_light_center_00,l2,,
16.49835,MOT_mc_light_under_00,l2,,
16.49835,MOT_mc_speaker_00,temp1,,
16.49835,MOT_mc_stage_color_00,y-flash,,
16.531679999999998,MOT_mc_bg_black_00,b65-45,,
17.39826,1,j4-1,,,
18.164849999999998,1,,r1,,
18.46482,1,w1,,,
18.59814,1,,r2,,
19.03143,1,,rb1,,
19.73136,1,hj1,,,
19.73136,MOT_mc_stage_color_00,b-flash,,
20.76459,1,1-2,rb0,,
21.6645,1,sp2-3,,,
22.46442,1,j3-4,,,
23.39766,1,4-1,l1,,
23.39766,MOT_mc_stage_color_00,y-flash,,
23.830949999999998,1,,l2,,
24.264239999999997,1,1-2,,,
24.93084,1,,lb1,,
25.19748,1,w2,,,
25.864079999999998,1,,lb0,,
26.63067,1,2-3,,,
26.63067,MOT_mc_stage_color_00,r-flash,,
27.53058,1,3-4,,,
28.39716,1,lp4,,,
29.16375,1,4-1,,,
30.03033,1,,r1,,
30.03033,MOT_mc_stage_color_00,y-flash,,
30.096989999999998,1,w1,,,
30.363629999999997,1,,rb0,,
30.69693,1,,l1,,
31.03023,1,,lb0,,
31.730159999999998,1,1-2,,,
32.53008,1,2-3,,,
33.33,1,lp3,,,
33.33,MOT_mc_stage_color_00,r-flash,,
35.096489999999996,1,sp3-4,,,
35.79642,1,hj4,,,
36.729659999999996,1,4-1,,,
36.729659999999996,MOT_mc_stage_color_00,r-flash,,
37.62957,1,1-2,,,
38.56281,1,lp2,,,
40.06266,1,2-3,l1,,
40.06266,MOT_mc_stage_color_00,y-flash,,
40.9959,1,w3,,,
41.02923,1,,l2,,
41.82915,1,3-4,lb1,,
42.762389999999996,1,4-1,lb0,,
43.49565,MOT_mc_stage_color_00,y-flash,,
43.56231,1,lp1,,,
43.56231,4,2-3,l1,,
43.56231,5,2-3,r1,,
44.19558,2,2-3,l1,,
44.19558,3,2-3,r1,,
44.49555,5,w3,,,
44.49555,4,w3,,,
44.828849999999996,1,1-2,,,
45.12882,3,w3,,,
45.12882,2,w3,,,
45.46212,1,lp2,,,
45.46212,2,lp3,,,
45.46212,3,lp3,,,
45.46212,4,lp3,,,
45.46212,5,lp3,,,
46.22871,1,2-3,,,
46.22871,2,3-4,,,
46.22871,3,3-4,,,
46.22871,4,3-4,,,
46.22871,5,3-4,,,
46.92864,1,3-4,,,
46.92864,MOT_mc_stage_color_00,y-flash,,
47.16195,5,w4,,,
47.16195,4,w4,,,
47.16195,3,w4,,,
47.16195,2,w4,,,
47.56191,2,4-1,lb0,,
47.56191,3,4-1,rb0,,
47.86188,1,w4,,,
48.16185,4,4-1,lb0,,
48.16185,5,4-1,rb0,,
48.495149999999995,3,w1,,,
48.495149999999995,2,w1,,,
48.928439999999995,1,lp4,,,
48.928439999999995,2,lp1,,,
48.928439999999995,3,lp1,,,
48.928439999999995,4,lp1,,,
48.928439999999995,5,lp1,,,
49.328399999999995,4,1-2,,,
49.328399999999995,5,1-2,,,
49.49505,2,1-2,,,
49.49505,3,1-2,,,
49.62837,1,4-1,,,
50.26164,5,w2,,,
50.26164,4,w2,,,
50.29497,3,2-3,r1,,
50.29497,5,2-3,r1,,
50.29497,MOT_mc_stage_color_00,r-flash,,
50.42829,2,w2,,,
50.561609999999995,1,w1,,,
50.894909999999996,1,1-2,r1,,
51.22821,5,w3,,,
51.22821,3,w3,,,
51.52818,2,2-3,r1,,
51.52818,4,2-3,r1,,
51.82815,1,w2,,,
52.22811,1,2-3,rb0,,
52.22811,2,3-4,rb0,,
52.22811,3,3-4,rb0,,
52.22811,4,3-4,rb0,,
52.22811,5,3-4,rb0,,
52.86138,1,sp3-4,,,
52.86138,2,sp4-1,,,
52.86138,3,sp4-1,,,
52.86138,4,sp4-1,,,
52.86138,5,sp4-1,,,
53.59464,2,j1-2,,,
53.59464,4,j1-2,,,
53.59464,MOT_mc_stage_color_00,r-flash,,
54.227909999999994,3,j1-2,,,
54.227909999999994,5,j1-2,,,
54.6612,4,w2,,,
54.6612,2,w2,,,
54.79452,1,j4-1,,,
55.29447,5,w2,,,
55.29447,3,w2,,,
55.394459999999995,1,sp1-2,,,
55.394459999999995,2,sp2-3,,,
55.394459999999995,3,sp2-3,,,
55.394459999999995,4,sp2-3,,,
55.394459999999995,5,sp2-3,,,
56.12772,5,3-4,,,
56.12772,MOT_mc_stage_color_00,y-flash,,
56.194379999999995,3,3-4,,,
56.261039999999994,1,2-3,,,
56.3277,2,3-4,,,
56.39436,4,3-4,,,
56.82765,1,,l1,,
57.060959999999994,5,w4,,,
57.12762,3,w4,,,
57.19428,1,w3,,,
57.26094,2,w4,,,
57.3276,4,w4,,,
57.3276,1,,lb0,,
57.794219999999996,1,3-4,,,
58.594139999999996,1,sp4-1,,,
59.12742,1,hj1,,,
59.427389999999995,4,4-1,,,
59.52738,2,4-1,,,
59.62737,1,1-2,,,
59.72736,3,4-1,,,
59.794019999999996,5,4-1,,,
60.260639999999995,1,lp2,,,
60.260639999999995,MOT_mc_light_up_00,l4,,
60.260639999999995,MOT_mc_light_center_00,l3,,
60.260639999999995,MOT_mc_light_under_00,l1,,
60.260639999999995,MOT_mc_speaker_00,temp2,,
60.260639999999995,MOT_mc_stage_color_00,y-flash,,
60.260639999999995,MOT_mc_bg_black_00,b45-20,,
60.36063,4,w1,,,
60.46062,2,w1,,,
60.660599999999995,3,w1,,,
60.727259999999994,5,w1,,,
60.89391,2,1-2,,,
60.89391,3,1-2,,,
60.89391,4,lp1,,,
60.89391,5,lp1,,,
61.56051,2,lp2,,,
61.56051,3,lp2,,,
61.56051,4,1-2,,,
61.56051,5,1-2,,,
62.49375,5,w2,,,
62.49375,4,w2,,,
62.627069999999996,3,2-3,,,
62.627069999999996,5,2-3,,,
63.160349999999994,2,2-3,,,
63.160349999999994,4,2-3,,,
63.560309999999994,5,w3,,,
63.560309999999994,3,w3,,,
63.62697,1,2-3,,,
63.69363,MOT_mc_stage_color_00,b-flash,,
64.09358999999999,4,w3,,,
64.09358999999999,2,w3,,,
64.22691,2,3-4,,,
64.22691,3,3-4,,,
64.56021,1,w3,,,
64.92684,4,3-4,,,
64.92684,5,3-4,,,
65.16015,3,w4,,,
65.16015,2,w4,,,
65.79342,4,j4-1,,,
65.79342,5,j4-1,,,
66.16005,2,j4-1,,,
66.16005,3,j4-1,,,
66.52668,1,j3-4,,,
66.85998,5,w1,,,
66.85998,4,w1,,,
66.99329999999999,2,1-2,l1,,
66.99329999999999,4,1-2,l1,,
66.99329999999999,MOT_mc_stage_color_00,b-flash,,
67.22661,3,w1,,,
67.59324,1,w4,,,
67.62657,1,4-1,l1,,
67.92654,4,w2,,,
67.92654,2,w2,,,
68.22650999999999,3,1-2,l1,,
68.22650999999999,5,1-2,l1,,
68.55981,1,w1,,,
68.9931,1,sp1-2,,,
68.9931,2,sp2-3,,,
68.9931,3,sp2-3,,,
68.9931,4,sp2-3,,,
68.9931,5,sp2-3,,,
70.25963999999999,3,3-4,lb0,,
70.25963999999999,5,3-4,lb0,,
70.3263,MOT_mc_stage_color_00,b-flash,,
70.95957,1,2-3,lb0,,
71.19288,5,w4,,,
71.19288,3,w4,,,
71.62617,2,3-4,lb0,,
71.62617,4,3-4,lb0,,
71.89281,1,w3,,,
72.22610999999999,1,3-4,,,
72.22610999999999,MOT_mc_stage_color_00,r-flash,,
72.45942,2,4-1,,,
72.45942,3,4-1,,,
72.55941,4,w4,,,
72.69273,4,4-1,,,
72.69273,5,4-1,,,
72.92604,1,hj4,,,
72.92604,2,hj1,,,
72.92604,3,hj1,,,
72.92604,4,hj1,,,
72.92604,5,hj1,,,
73.72596,1,lp4,,,
73.72596,MOT_mc_stage_color_00,r-flash,,
74.15925,5,w1,,,
74.15925,4,w1,,,
74.15925,3,w1,,,
74.15925,2,w1,,,
74.32589999999999,2,lp1,,,
74.32589999999999,3,lp1,,,
74.99249999999999,4,lp1,,,
74.99249999999999,5,lp1,,,
75.59244,1,4-1,,,
75.59244,2,1-2,,,
75.59244,3,1-2,,,
75.59244,4,1-2,,,
75.59244,5,1-2,,,
76.29236999999999,1,1-2,,,
76.29236999999999,2,2-3,,,
76.29236999999999,3,2-3,,,
76.29236999999999,4,2-3,,,
76.29236999999999,5,2-3,,,
76.9923,3,3-4,r1,,
76.9923,5,3-4,r1,,
77.02562999999999,MOT_mc_stage_color_00,r-flash,,
77.22561,4,w3,,,
77.22561,2,w3,,,
77.22561,1,w2,,,
77.6589,1,2-3,r1,,
77.92554,5,w4,,,
77.92554,3,w4,,,
78.32549999999999,2,3-4,r1,,
78.32549999999999,4,3-4,r1,,
78.59214,1,w3,,,
79.05875999999999,1,j3-4,,,
79.05875999999999,2,j4-1,,,
79.05875999999999,3,j4-1,,,
79.05875999999999,4,j4-1,,,
79.05875999999999,5,j4-1,,,
79.6587,2,1-2,rb0,,
79.6587,4,1-2,rb0,,
79.82535,1,4-1,rb0,,
79.99199999999999,3,1-2,rb0,,
79.99199999999999,5,1-2,rb0,,
80.3253,MOT_mc_stage_color_00,r-flash,,
80.45862,4,sp2-3,,,
80.45862,5,sp2-3,,,
80.59194,2,w2,,,
80.75859,1,w1,,,
80.92524,3,w2,,,
81.05856,2,sp2-3,,,
81.05856,3,sp2-3,,,
81.72516,1,sp1-2,,,
83.72496,MOT_mc_stage_color_00,r-flash,,
83.75829,1,2-3,,,
84.42488999999999,2,3-4,,,
84.42488999999999,3,3-4,,,
84.69153,1,w3,,,
85.09149,4,3-4,,,
85.09149,5,3-4,,,
85.35813,3,w4,,,
85.35813,2,w4,,,
85.75809,1,j3-4,,,
86.02472999999999,5,w4,,,
86.02472999999999,4,w4,,,
86.19138,4,j4-1,,,
