time,lyrics,size
0,,
6.717,ウーワオ ! ,
10.883,,
13.667,宇宙の　果ての果てでも　キミの事　想う,
19.133,幾多の流れ星に　願いをまき散らす,
24.7,遠くて（近くて）逢いたくて（逢えなくて）,
27.45,届きそうで（届かなくて）いつだって涙目,
30.167,誰だって（いつかは）星となり（消えていく）,
32.917,運命？　宿命？　誰のせい？,
35.683,ボクの全て　捧げるから,
39.867,激烈 ! 炸裂 ! 強烈 ! 破裂 ! 爆裂 ! ,
42.583,モーレツ !! ,
44,星屑のクズとなりて（流れる星となり）,
49.517,キミに　恋し続けよう（I can believe）,
53.833,想いは（熱く）燃えてる（燃える）,
59.3,赤く　赤く　光る　アンタレスのように\n（そう　いつも　いつまでも）,
66.017,何億光年先だって（恐れることはない）,
71.583,構わない !　そう　好きだから ! （I can fly!）,
75.9,願いは（とわに）消えない（ずっと）,
81.417,星の子どもが　キミを守り続けるよ,
86.717,モーレツ !! ,
91.533,,
92.233,La La La...,
125.8,,
