time,lyrics,size
0.00 ,,
9.483,完全無欠のヒーロー　そんな奴いなくたって,
14.933,ひょっとしたらひょんなことで　誰かを救えるかも,
20.133,どうした？　君は太陽　曇り空隠れてたら,
25.650,この世界はまるで　真っ暗闇だ,
30.517,太古の岩戸開きみたい　めっちゃ弾け誘ってみよう,
35.583,あれ？　ちょっとこっち覗いたっしょ？,
38.433,ノックするから　よかったら出ておいでよ　さぁ,
43.733,たった一度きりの人生　勝った負けただけじゃねぇぞ,
49.050,死ぬほど転んで見つかる　大切な宝物もある,
54.483,待った ! 　急がなくていいよ　ちょっと寄り道もしようぜ,
59.750,何度でも幕は開けるよ　スタートライン　さぁ位置についたら,
67.333,よーいドン,
69.250,,
73.617,土曜の夜だってのに　一人でつまんなくしてんなら,
78.850,楽しめることを一緒に　見つけたいのさ,
83.967,カッコつかない自分だって　めっちゃ笑い飛ばしてしまおう,
88.850,実はまだ　本気出しちゃいねーぞ,
91.733,こっから始まる　俺たちを見ていてくれよ　さぁ,
96.917,たった一度きりの人生　泣いてばかりいちゃダメだ,
102.433,あっちこっち覗いてみたって　誰かと比べてみたって,
107.733,いなくなるなんて言ってないで　立ってまた歩き出そうぜ,
113.083,誰も辿り着いたことない　ゴールテープをいつか切るために,
120.650,よーいドン　よーいドン　さぁ　よーいドン　よーいドン,
131.166,,
