time,lyrics,size
0,,
3.65,ほのめく空の夕月は,
7.3449,まるで頬を染めるがごと,
14.65,心なぜかそぞろに舞う,
18.383,凛と響く　あなたの聲,
23.8444,色めく風　誘（いざな）われて,
29.3263,妙なる予感　咲き匂う,
34.833,読み知るほど熱い　焦がれる想いを教えて,
46.2,天の川よ　運びたまへ,
51.6172,現し世のめくるめく浪漫,
57.212,あなたと結ばれる定めなら,
62.35,きららかな　時の河,
65.08,畏れずに,
67.786,渡ろう,
73.8251,,
79.067,天の川よ　運びたまへ,
84.5484,現し世のめくるめく浪漫,
90.01,燃える想いに身を委ねたい,
95.1726,きららかな　時の河,
97.9088,飛び越えて,
101.033,降り注ぐ流星よりも,
106.4941,熱く早く戀に落ちて,
111.9745,星月夜　あなたと過ごしたい,
117.096,さんざめく　夢灯す,
119.8464,明日の涯て,
122.5991,この願い　宵闇に,
128.1765,溶けて,
134.32,,
