id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,959,0,0
2,0,91,,,,0,0
3,2.322581,1,4,1,0,0,0
4,2.516129,1,4,1,0,0,0
5,2.709677,1,4,1,0,0,0
6,2.903226,3,4,3,0,0,1
7,3.290323,3,4,5,0,0,1
8,3.483871,3,2,4,0,1,1
9,3.483871,1,2,2,0,1,0
10,3.677419,3,4,5,0,0,1
11,3.870968,3,2,4,0,0,1
12,4.064516,3,4,5,0,0,1
13,4.258065,3,2,4,0,1,1
14,4.258065,1,2,2,0,1,0
15,4.451613,3,4,5,0,0,1
16,4.645161,3,2,4,0,0,1
17,4.83871,3,4,5,0,0,1
18,5.032258,3,2,4,0,1,1
19,5.032258,1,2,2,0,1,0
20,5.225806,3,2,3,0,1,2
21,5.225806,3,4,5,0,1,1
22,5.612903,3,2,5,1,0,2
23,5.637097,1,2,4,1,0,2
24,6,3,4,3,0,1,3
25,6,3,5,1,0,1,4
26,6.387097,3,4,5,0,0,3
27,6.580645,3,2,4,0,0,3
28,6.774194,3,4,5,0,0,3
29,6.967742,3,2,4,0,0,3
30,7.16129,3,4,5,0,0,3
31,7.354839,3,2,4,0,1,3
32,7.354839,3,1,3,1,1,4
33,7.379032,1,1,2,1,0,4
34,7.741935,1,3,5,0,1,0
35,7.741935,2,3,3,0,1,0
36,7.935484,1,3,4,0,1,0
37,7.935484,2,3,3,0,1,0
38,8.129032,2,3,3,0,1,0
39,8.129032,1,3,1,0,1,0
40,8.322581,2,3,3,0,1,0
41,8.322581,1,3,2,0,1,0
42,8.709677,1,4,2,1,1,5
43,8.709677,1,2,4,2,1,6
44,8.733871,1,4,1,1,1,5
45,8.733871,1,2,5,2,1,6
46,9.096774,3,3,4,0,0,7
47,9.483871,1,2,2,0,1,0
48,9.483871,3,2,5,0,1,7
49,9.677419,1,3,3,1,0,8
50,9.701613,1,3,2,1,0,8
51,9.725806,1,3,1,1,0,8
52,9.870968,1,4,4,0,0,0
53,10.064516,1,3,3,0,1,0
54,10.064516,3,5,5,0,1,133
55,10.258065,3,5,4,0,1,133
56,10.258065,1,2,2,0,1,0
57,10.451613,1,3,3,0,1,0
58,10.451613,3,1,1,0,1,134
59,10.645161,1,4,4,0,1,0
60,10.645161,3,1,2,0,1,134
61,10.83871,2,3,3,0,1,0
