0.03333,MOT_mc_bg_black_00,seat100-0,,
2.29977,1,sp1-2,,,
2.29977,MOT_mc_light_up_00,l1,,
2.29977,MOT_mc_light_center_00,l1,,
2.29977,MOT_mc_light_under_00,l2,,
2.29977,MOT_mc_speaker_00,temp3,,
2.73306,1,2-3,,,
2.93304,1,,,,D40
2.93304,2,,,,D40
2.93304,3,,,,D40
2.93304,4,,,,D40
2.93304,5,,,,D40
3.19968,5,1-2,,,
3.63297,3,1-2,,,
3.6662999999999997,1,w3,,,
3.93294,1,3-4,,,
4.1329199999999995,5,w2,,,
4.2329099999999995,2,1-2,,,
4.56621,3,w2,,,
4.59954,4,1-2,,,
4.86618,1,w4,,,
5.16615,2,w2,,,
5.23281,1,lp4,,,
5.23281,2,lp2,,,
5.23281,3,lp2,,,
5.23281,4,lp2,,,
5.23281,5,lp2,,,
5.6994299999999996,1,j4-1,,,
6.13272,2,j2-3,,,
6.13272,3,j2-3,,,
6.53268,4,j2-3,,,
6.53268,5,j2-3,,,
6.7659899999999995,1,w1,,,
6.9659699999999996,2,3-4,,,
6.9659699999999996,3,3-4,,,
6.9659699999999996,4,3-4,,,
6.9659699999999996,5,3-4,,,
7.29927,1,1-2,,,
7.6659,1,sp2-3,,,
7.6659,2,sp4-1,,,
7.6659,3,sp4-1,,,
7.6659,4,sp4-1,,,
7.6659,5,sp4-1,,,
8.565809999999999,1,3-4,,,
8.565809999999999,2,1-2,,,
8.565809999999999,3,1-2,,,
8.565809999999999,4,1-2,,,
8.565809999999999,5,1-2,,,
8.93244,1,,,,L20
8.93244,1,,,f1,
8.93244,2,hj2,,,
8.93244,3,hj2,,,
8.93244,4,hj2,,,
8.93244,5,hj2,,,
8.93244,MOT_mc_light_up_00,l2,,
8.93244,MOT_mc_light_center_00,l2,,
8.93244,MOT_mc_light_under_00,l1,,
8.93244,MOT_mc_stage_color_00,b-flash,,
9.03243,MOT_mc_bg_black_00,b80-45,,
9.49905,1,w4,,,
9.73236,4,2-3,,,
10.13232,2,2-3,,,
10.16565,5,w2,,,
10.16565,3,w2,,,
10.53228,1,4-1,,,
10.6656,4,w3,,,
10.86558,3,2-3,,,
11.06556,2,w3,,,
11.26554,5,2-3,,,
11.46552,1,w1,,,
11.79882,3,w3,,,
11.9988,2,3-4,,,
11.9988,4,3-4,,,
12.19878,5,w3,,,
12.56541,3,3-4,,,
12.56541,5,3-4,,,
12.932039999999999,4,w4,,,
12.932039999999999,2,w4,,,
13.132019999999999,1,1-2,,,
13.49865,5,w4,,,
13.49865,3,w4,,,
13.76529,1,lp2,,,
13.76529,2,lp4,,,
13.76529,3,lp4,,,
13.76529,4,lp4,,,
13.76529,5,lp4,,,
15.03183,1,2-3,,,
15.03183,2,4-1,,,
15.03183,3,4-1,,,
15.03183,4,4-1,,,
15.03183,5,4-1,,,
15.03183,MOT_mc_light_up_00,l1,,
15.03183,MOT_mc_light_center_00,l1,,
15.03183,MOT_mc_light_under_00,l2,,
15.03183,MOT_mc_stage_color_00,b-flash,,
15.03183,MOT_mc_bg_black_00,b45-65,,
15.79842,1,3-4,,,
15.79842,2,lp1,,,
15.79842,3,lp1,,,
15.79842,4,lp1,,,
15.79842,5,lp1,,,
16.23171,1,,r1,,
16.63167,1,,r2,,
16.731659999999998,1,w4,,,
