time,lyrics,size
0,, 
15.7,Unstoppable 退屈を感じさせないで\n目まぐるしいDays,
21.97,スケジュール詰まっちゃって　ハイになってくよ,
26.98,急展開なくらいがいいね Every day\n完璧を求め続けたいの　いつだって,
36.48,不確定要素は楽しんだもん勝ちなんでしょ\n最強じゃん,
43.23,今はまだ満足なんてできないや,
48.42,あたしがルール　欲しいなら勝ち取るしかない\n見せてあげる最高の景色を,
56.22,最初から全力でオーライ　モノクロはあたし色に,
61.82,響くアラーム　覚悟はできてる？\nチャンスは必然　逃したりはしない,
68.6,最後に笑う運命だから I know 全部が欲しいの,
74,誰にもあげたくない　わがままでごめん\nアタシガルール,
82.8,,
91.78,あたしがルール　欲しいなら勝ち取るしかない\n見せてあげる最高の景色を,
99.55,最初から全力でオーライ　モノクロはあたし色に,
105.17,響くアラーム　覚悟はできてる？\nチャンスは必然　逃したりはしない,
111.95,最後に笑う運命だから I know 全部が欲しいの,
117.35,誰にもあげたくない　わがままでごめん\nアタシガルール,
126.6,絶対無敵のアタシガルール,
133.5,,
