time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,1,1,1,,,,5,0.54
0,2,2,1,,,,-5,0.54
0,3,3,1,,,,0,0.78
8.98,1,1,1,,,,0,0.78
8.98,2,2,1,,,,0,0
10.409,1,1,1,,,,0,0
10.409,2,2,1,,,,0,0.78
11.5,1,1,1,,,,0,0.78
11.5,2,2,1,,,,0,0
13.865,1,1,1,,,,5,0.54
13.865,2,2,1,,,,-5,0.54
20.201,,1,,MasterOut,0.05,0,,
20.201,,1,,BUS_0007,0.2,0,,
20.201,2,2,1,,,,0,0.78
36.913,,2,,MasterOut,0.05,0,,
36.913,,2,,BUS_0007,0.2,0,,
38.33,1,1,1,,,,0,0.78
38.33,,1,,MasterOut,0,1,,
38.33,,1,,BUS_0007,0,0.1,,
54.767,,1,,MasterOut,0.05,0,,
54.767,,1,,BUS_0007,0.2,0,,
55.37,,2,,MasterOut,0,1,,
55.37,,2,,BUS_0007,0,0.1,,
60.103,,2,,MasterOut,0.05,0,,
60.103,,2,,BUS_0007,0.2,0,,
60.71,,1,,MasterOut,0,1,,
60.71,,1,,BUS_0007,0,0.1,,
62.727,,1,,MasterOut,0.05,0,,
62.727,,1,,BUS_0007,0.2,0,,
63.423,,2,,MasterOut,0,1,,
63.423,,2,,BUS_0007,0,0.1,,
65.433,,2,,MasterOut,0.05,0,,
65.433,,2,,BUS_0007,0.2,0,,
66.049,,1,,MasterOut,0,1,,
66.049,,1,,BUS_0007,0,0.1,,
66.963,,1,,MasterOut,0.05,0,,
66.963,,1,,BUS_0007,0.2,0,,
67.435,,2,,MasterOut,0,1,,
67.435,,2,,BUS_0007,0,0.1,,
68.353,,2,,MasterOut,0.05,0,,
68.353,,2,,BUS_0007,0.2,0,,
68.777,,1,,MasterOut,0,1,,
68.777,,1,,BUS_0007,0,0.1,,
70.852,,1,,MasterOut,0.05,0,,
70.852,,1,,BUS_0007,0.2,0,,
71.373,,2,,MasterOut,0,1,,
71.373,,2,,BUS_0007,0,0.1,,
73.663,,1,,MasterOut,0,1,,
73.663,,1,,BUS_0007,0,0.1,,
73.663,1,1,1,,,,0,0.78
73.663,2,2,1,,,,0,0
76.386,1,1,1,,,,0,0
76.386,2,2,1,,,,0,0.78
77.802,1,1,1,,,,0,0.78
77.802,2,2,1,,,,0,0
78.924,1,1,1,,,,5,0.54
78.924,2,2,1,,,,-5,0.54
81.769,1,1,1,,,,0,0
81.769,2,2,1,,,,0,0.78
84.524,1,1,1,,,,0,0.78
84.524,2,2,1,,,,0,0
88.345,1,1,1,,,,0,0
88.345,2,2,1,,,,0,0.78
89.65,1,1,1,,,,0,0.78
89.65,2,2,1,,,,0,0
90.928,1,1,1,,,,0,0
90.928,2,2,1,,,,0,0.78
93.698,1,1,1,,,,0,0.78
93.698,2,2,1,,,,0,0
95.003,1,1,1,,,,0,0
95.003,2,2,1,,,,0,0.78
96.308,1,1,1,,,,5,0.54
96.308,2,2,1,,,,-5,0.54
