time,lyrics,size
0,,
2.883,Vamos a bailar,
4.833,Te quiero mucho,
6.7001,Vamos a bailar,
8.617,Ole!,
13.5,,
17.2205,瞬く星が綺麗な夜に　躊躇う吐息　重なる手と手,
25.0123,凍える身体なだめて、とただ　あなたを乞う熱帯夜,
32.283,慣れないルージュ　淑女のようにしたためて（くらり）,
36.4,纏う深紅　濃紺の宵に靡いてく（誘う）,
40.2497,ああ 「らしくない」私を,
44.133,ほら今すぐに　あたためて,
49.4547,Enamorar!!,
50.5,ねえどうか憧憬よ醒めないで,
53.3123,昇った太陽は　眠らないまま,
57.3378,Enamorar!!,
58.2583,今宵夢舞う　大胆に,
61.083,このまま　このまま　あなたと　溺れたい,
64.9271,とこしえに燃える愛,
68.0843,Lleno de amor,
75.3033,,
80.5911,Amanecer!!,
81.45,ああどうか愛よ終わらないで,
84.234,また朝が来るわ　眠れないまま,
88.16,Enamorar!!,
89.25,やがて夢咲く繚乱に,
92.05,このまま　このまま　あなたと　溺れたい,
95.9119,そして全て忘れ　キスしましょう,
99.9849,このまま　このまま　あなたに　焦がれたい,
103.631,かわたれに目を閉じて,
106.7462,Lleno de amor,
116.0798,,
