id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,423,0,0,244,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,3.356643,1,4,4,2,1,1,,,3.356643
5,3.356643,1,1,1,0,1,0,,,3.356643
6,3.409091,1,4,5,2,0,1,,,3.409091
7,3.75,8,3,3,0,0,0,-33,,3.75
8,3.776224,1,3,3,0,0,0,33,,3.776224
9,4.405594,1,4,4,2,0,2,,,4.405594
10,4.458042,1,4,5,2,0,2,,,4.458042
11,4.589161,8,3,3,0,0,0,-33,,4.589161
12,4.615385,1,3,3,0,0,0,33,,4.615385
13,4.72028,1,4,4,2,0,3,,,4.72028
14,4.772727,1,4,5,2,0,3,,,4.772727
15,5.034965,1,2,2,1,0,4,,,5.034965
16,5.087413,1,2,1,1,0,4,,,5.087413
17,5.428322,8,3,3,0,0,0,-33,,5.428322
18,5.454545,1,3,3,0,0,0,33,,5.454545
19,6.267483,8,3,3,0,0,0,-33,,6.267483
20,6.293706,1,3,3,0,0,0,33,,6.293706
21,6.713287,1,4,4,2,0,5,,,6.713287
22,6.765734,1,4,5,2,0,5,,,6.765734
23,7.106643,8,3,3,0,0,0,-33,,7.106643
24,7.132867,1,3,3,0,0,0,33,,7.132867
25,7.762238,1,4,4,2,0,6,,,7.762238
26,7.814685,1,4,5,2,0,6,,,7.814685
27,7.945804,8,3,3,0,0,0,-33,,7.945804
28,7.972028,1,3,3,0,0,0,33,,7.972028
29,8.076923,1,1,1,2,0,8,,,8.076923
30,8.129371,1,1,2,2,0,8,,,8.129371
31,8.391608,1,4,4,2,0,7,,,8.391608
32,8.444056,1,4,5,2,0,7,,,8.444056
33,8.784965,8,3,3,0,0,0,-33,,8.784965
34,8.811189,1,3,3,0,0,0,33,,8.811189
35,9.624126,8,3,3,0,0,0,-33,,9.624126
36,9.65035,1,3,3,0,0,0,33,,9.65035
37,10.06993,1,4,4,2,0,9,,,10.06993
38,10.122378,1,4,5,2,0,9,,,10.122378
39,10.463287,8,3,3,0,0,0,-33,,10.463287
40,10.48951,1,3,3,0,0,0,33,,10.48951
41,11.118881,1,4,4,2,0,10,,,11.118881
42,11.171329,1,4,5,2,0,10,,,11.171329
43,11.302448,8,3,3,0,0,0,-33,,11.302448
44,11.328671,1,3,3,0,0,0,33,,11.328671
45,11.433566,1,4,4,2,0,11,,,11.433566
46,11.486014,1,4,5,2,0,11,,,11.486014
47,11.748252,1,2,2,1,0,12,,,11.748252
48,11.800699,1,2,1,1,0,12,,,11.800699
49,12.141608,8,3,3,0,0,0,-33,,12.141608
50,12.167832,1,3,3,0,0,0,33,,12.167832
51,12.797203,1,1,1,2,0,13,,,12.797203
52,12.84965,1,1,2,2,0,13,,,12.84965
53,12.980769,8,3,3,0,0,0,-33,,12.980769
54,13.006993,1,3,3,0,0,0,33,,13.006993
55,13.111888,1,1,1,2,0,14,,,13.111888
56,13.164336,1,1,2,2,0,14,,,13.164336
57,13.426573,1,4,4,2,0,15,,,13.426573
58,13.479021,1,4,5,2,0,15,,,13.479021
59,13.81993,8,3,3,0,0,0,-33,,13.81993
60,13.846154,1,3,3,0,0,0,33,,13.846154
61,14.659091,8,3,3,0,0,0,-33,,14.659091
