time,lyrics,size
0,, 
2.93,がおがお ! ちゅっちゅ♪がおがおがー !,
15.28,エモノのみなさんお元気ですか？,
16.78,お返事はー？（はーい ! ）,
18.28,よそ見をしてたら,
19.05,ぺろっとまるごと食べちゃうぞ（がおー ! ）,
21.37,かわいい動物だらけのサファリ,
22.87,覚悟はどーお？（いえー ! ）,
24.4,命がけで,
25.13,私と恋しませんか？（ちゅっちゅ♪）,
27.48,どんな動物がいるかな？,
28.95,うるうるうさぎ ! ,
30.7,優しくしてくだせー……ぴょん♪,
33.53,どんな動物がいるかな？,
35.13,しとやかタイガー ! ,
36.68,最後のキスは首筋に……♪,
39.68,がおがお ! ちゅっちゅ♪がおがおがー ! ,
42.73,はなちゅーしてあげる,
44.27,ん～、ちゅっ♪,
45.8,わたしは　がおがお,
47.37,なんだって　がおがお,
48.82,なれちゃうからね,
50.33,すごいでしょ？,
51.93,何でもなってあげちゃう　でもね,
54.95,あなたの命（ハート）いただきます♪（がぶっ）,
58.03,がおがお ! ちゅっちゅ♪がおがおがー ! ,
64.9,,
68.5,夜の闇　駆け抜けて　光,
75.33,探す　愛しいあなた,
85.87,色んな動物たちが集まって,
91.2,恋をして　命を育んでいる,
96.52,この園内（せかい）　めぐりあい,
99.15,新しい光はここに　,
102.5,愛おしい夢,
104.55,あなたと行こう未来,
113.8,「そろそろおしまいのお時間でごぜーます ! 」,
118.5,がおがお ! ちゅっちゅ♪がおがおがー ! ,
123.9,,
