time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
3.58209,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,44.67,0
4.925373,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,134,8
5.373134,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,67,0
6.716418,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,134,8
16.119403,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,0,2
17.910448,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
18.358209,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
18.80597,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
26.41791,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
26.865672,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
27.313433,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
27.761194,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
45.671642,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
46.119403,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
46.567164,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
47.910448,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
48.358209,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
48.80597,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
53.731343,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
54.179104,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
54.626866,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
55.074627,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
55.522388,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
55.970149,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
56.41791,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
56.865672,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
57.313433,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
57.761194,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
58.208955,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
58.656716,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
59.104478,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
59.552239,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
60,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
60.447761,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
60.895522,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
61.343284,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
61.791045,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
62.238806,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
62.686567,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
63.134328,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
66.716418,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
67.164179,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
67.61194,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
68.059701,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
68.507463,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
77.462687,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
77.910448,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
78.358209,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
78.80597,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
79.253731,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
79.701493,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
80.149254,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
80.597015,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
81.044776,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
81.492537,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,201,2
91.343284,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,0,0
93.134328,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,44.67,0
94.477612,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,0,7
103.880597,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,16.5,3
105.671642,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,0,7
