time,lyrics,size
0.00,,
3.833,廻る廻る運命の闇　光　別れと出逢い,
11.333,実る命　やがて　死して土に還る,
18.917,退廃　混沌　爛熟の果て,
22.850,巡る輪廻は切れる,
26.533,香ばしいのは　熟しすぎた享楽の頃,
32.200,堕ちる果実　甘い,
38.667,限りあればこそ　刺激的,
42.250,terrible trouble tillable,
46.233,唇を濡らす　蜜の味,
49.867,mirable Mirabelle miracle どうする？,
53.667,もっと教えて　耳もとで,
58.167,囁いて　いつもそばに,
62.050,でも時に　放っとかれる人形,
66.950,瞳　閉じて,
68.950,箱の中　黒い羽　うずもれて　指をつなぐ,
77.250,美しいコレクションでいいの,
82.220,抱いて　抱いて,
85.983,愛すと　いつか壊していく,
91.583,熱く見つめると　なぜか崩れていく　それは,
99.300,生まれながら秘めた強い本能を持ってるから,
107.267,見つめすぎると　崩れる,
116.300,,
