0.03333,MOT_mc_bg_black_00,seat100-0,,
3.4329899999999998,MOT_control_all,zoom01,,
3.63297,2,1-2,,f1,
3.69963,MOT_mc_bg_black_00,b80-45,,
3.69963,MOT_all,cut1,,
4.1329199999999995,2,sp2-3,l1,,
4.49955,2,w3,l2,,
4.93284,2,sp3-4,,,
5.3994599999999995,2,sj4,,,
5.79942,2,sp4-1,,,
6.6659999999999995,2,sj1,,,
7.032629999999999,2,1-2,,,
7.36593,MOT_control_all,zoom02,,
7.49925,1,1-2,,f1,
7.56591,MOT_all,cut2,,
7.96587,2,w2,,,
8.065859999999999,1,2-3,r1,,
8.43249,1,lp3,,,
8.93244,1,w3,r2,,
9.36573,1,lp3,,,
9.799019999999999,1,j3-4,,,
10.43229,1,4-1,,,
10.93224,1,j1-2,,,
11.23221,MOT_control_all,zoom03,,
11.43219,2,2-3,l3,,
11.832149999999999,2,lp3,,,
11.9988,1,w2,,,
12.032129999999999,2,3-4,,,
12.46542,2,lp4,,,
13.19868,2,4-1,,f2,
13.731959999999999,2,1-2,,,
14.13192,2,sp2-3,,,
15.165149999999999,2,3-4,,,
15.565109999999999,2,j4-1,,,
16.06506,2,1-2,,b1,
16.16505,MOT_mc_special_01,hinoko,,
16.16505,MOT_mc_back_00,fire,,
16.16505,MOT_all,cut3,,
16.63167,2,j2-3,,,
16.9983,1,2-3,,b0,
16.9983,2,3-4,,b0,
17.131619999999998,MOT_control_all,zoom04,,
17.364929999999998,1,3-4,,,
17.364929999999998,2,4-1,,,
17.764889999999998,1,4-1,,,
17.764889999999998,2,1-2,,,
18.164849999999998,1,1-2,,,
18.164849999999998,2,2-3,,,
18.53148,1,2-3,,,
18.53148,2,3-4,,,
18.764789999999998,MOT_control_all,zoom05,,
18.89811,MOT_mc_bg_black_00,b45-20,,
18.89811,1,3-4,r3,,
19.46472,2,w4,,,
19.798019999999998,1,4-1,,,
20.36463,1,j1-2,,,
20.997899999999998,1,sp2-3,,,
21.797819999999998,1,sj3,,,
22.231109999999997,1,3-4,rb2,,
22.797719999999998,1,,rb1,,
23.16435,1,w4,,,
23.59764,1,j4-1,,,
24.3309,1,sp1-2,,,
25.064159999999998,1,j2-3,,,
25.697429999999997,1,3-4,,,
26.13072,1,sj4,,,
26.3307,MOT_control_all,zoom06,,
26.497349999999997,2,4-1,lb2,,
26.63067,1,w4,,,
27.13062,2,lp1,,,
27.897209999999998,2,1-2,,,
28.26384,2,,lb1,,
28.63047,2,2-3,,,
28.9971,2,lp3,,,
29.46372,2,w3,lb0,,
29.86368,2,lp3,,,
30.363629999999997,2,sp3-4,,,
30.9969,MOT_all,cut4,,
31.730159999999998,2,j4-1,,,
32.09679,MOT_control_all,zoom07,,
32.230109999999996,1,4-1,,f1,
32.79672,2,w1,,,
32.83005,1,j1-2,,,
33.23001,2,1-2,,f1,
33.62997,2,j2-3,,,
33.896609999999995,1,w2,,,
34.19658,1,2-3,rb0,,
34.696529999999996,2,w3,,,
34.96317,1,,l1,,
35.129819999999995,1,w3,,,
35.896409999999996,1,sp3-4,,,
37.39626,1,4-1,,b0,
37.39626,2,,,b0,
37.896209999999996,1,,lb0,,
37.896209999999996,2,,l1,,
38.16285,1,,r1,,
38.16285,2,,l2,,
38.329499999999996,1,w1,,,
38.362829999999995,MOT_control_all,zoom08,,
38.62947,1,1-2,,f1,
38.62947,2,3-4,,f1,
39.162749999999996,1,2-3,r2,,
39.162749999999996,2,4-1,l3,,
39.62937,1,lp3,,,
39.62937,2,lp1,,,
40.06266,1,3-4,r3,,
40.29597,2,1-2,l4,,
40.69593,1,lp4,,,
40.69593,2,lp2,,,
41.06256,1,,rb2,,
41.06256,2,,lb3,,
41.629169999999995,1,,rb1,,
41.629169999999995,2,,lb2,,
41.962469999999996,1,4-1,rb0,,
41.962469999999996,2,2-3,lb1,,
42.3291,2,3-4,,,
42.762389999999996,2,j4-1,,,
42.89571,1,w1,,,
43.195679999999996,1,1-2,,,
43.628969999999995,1,j2-3,,,
43.82895,2,w1,,,
44.19558,2,sp1-2,,,
44.69553,1,w3,,,
44.76219,2,sj2,,,
45.262139999999995,2,w2,,,
45.295469999999995,1,3-4,l1,,
45.295469999999995,2,2-3,lb0,,
45.76209,1,,l2,,
45.76209,2,,r1,,
46.12872,1,4-1,,,
46.12872,2,3-4,,,
46.56201,1,1-2,,b0,
46.56201,2,4-1,,b0,
47.16195,1,2-3,,,
47.16195,2,1-2,,,
47.661899999999996,1,3-4,lb1,,
47.661899999999996,2,2-3,rb0,,
48.061859999999996,1,j4-1,,,
48.16185,2,j3-4,,,
48.928439999999995,1,1-2,l2,,
48.928439999999995,2,4-1,r1,,
49.39506,1,,l3,,
49.39506,2,,r2,,
49.86168,2,w1,,,
49.86168,1,w2,,,
49.92834,1,2-3,,f1,
50.29497,1,j3-4,,,
50.79492,2,1-2,,f1,
51.16155,2,j2-3,,,
51.361529999999995,1,w4,,,
51.694829999999996,1,j4-1,,,
52.161449999999995,1,1-2,,,
52.22811,2,w3,,,
52.76139,1,2-3,,,
52.76139,2,3-4,,,
53.327999999999996,1,,lb2,,
53.327999999999996,2,,rb1,,
53.6613,MOT_control_all,zoom09,,
53.69463,2,w4,,,
53.69463,1,w3,,,
53.794619999999995,1,3-4,,b0,
53.794619999999995,2,4-1,,,
54.127919999999996,2,1-2,rb0,,
54.627869999999994,2,2-3,l1,,
54.72786,1,w4,,,
55.19448,2,,l2,,
55.56111,2,w3,,,
55.62777,2,sp3-4,,,
56.42769,2,sj4,,,
56.89431,2,lp4,,,
57.860879999999995,1,4-1,,f1,
57.860879999999995,2,4-1,,,
58.42749,1,1-2,lb1,,
58.79412,2,w1,,,
58.89411,1,2-3,,,
59.427389999999995,1,,lb0,,
59.794019999999996,1,,r1,,
59.827349999999996,1,w3,,,
60.39396,1,sp3-4,,,
60.89391,1,4-1,,,
61.36053,2,1-2,,f2,
61.76049,2,2-3,,,
61.827149999999996,1,w1,,,
62.327099999999994,2,,lb1,,
62.693729999999995,2,w3,,,
62.727059999999994,2,j3-4,,,
63.39366,2,,lb0,,
63.79362,2,w4,,,
63.79362,2,,r1,,
64.19358,2,4-1,,,
64.52687999999999,2,sp1-2,,,
65.79342,2,hj2,,,
66.95997,1,1-2,,,
67.02663,2,w2,,,
67.49325,1,j2-3,,,
68.05986,1,3-4,rb0,,
68.45982,1,,l1,,
68.85978,1,lp4,,,
69.22641,MOT_control_all,zoom10,,
69.49305,1,4-3,,,
69.49305,2,2-3,r2,,
69.89301,2,lp3,,,
70.25963999999999,2,w3,r3,,
70.95957,2,sp3-4,,,
71.62617,2,sj4,,,
72.02613,2,lp4,,,
72.19278,2,4-1,,b1,
72.19278,1,3-1,,,
72.72605999999999,1,1-2,,,
