0.03333,MOT_mc_bg_black_00,seat100-0,,
2.63307,1,1-2,,,
2.63307,2,1-2,,,
2.63307,3,1-2,,,
2.63307,4,1-2,,,
2.63307,5,1-2,,,
3.0330299999999997,1,lp2,,,
3.0330299999999997,2,lp2,,,
3.0330299999999997,3,lp2,,,
3.0330299999999997,4,lp2,,,
3.0330299999999997,5,lp2,,,
3.89961,5,2-3,,b-1,D40
3.89961,4,2-3,,b-1,D40
3.89961,3,2-3,,b-1,D40
3.89961,2,2-3,,b-1,D40
3.89961,1,2-3,,f1,
3.93294,MOT_mc_stage_color_00,r-flash,,
3.93294,MOT_mc_bg_black_00,b80-45,,
3.93294,MOT_mc_light_up_00,l2,,
3.93294,MOT_mc_light_center_00,l2,,
3.93294,MOT_mc_light_under_00,l1,,
4.39956,1,3-4,,,
4.799519999999999,1,j4-1,,,
4.83285,5,w3,,,
4.83285,4,w3,,,
4.83285,3,w3,,,
4.83285,2,w3,,,
5.2994699999999995,5,3-4,,,
5.2994699999999995,4,3-4,,,
5.2994699999999995,3,3-4,,,
5.2994699999999995,2,3-4,,,
5.2994699999999995,1,1-2,l1,,
5.83275,5,j4-1,,,
5.83275,4,j4-1,,,
5.83275,3,j4-1,,,
5.83275,2,j4-1,,,
5.83275,1,2-3,lb0,,
6.23271,1,j3-4,,,
6.69933,1,4-1,r1,,
6.89931,5,w1,,,
6.89931,4,w1,,,
6.89931,3,w1,,,
6.89931,2,w1,,,
7.09929,5,1-2,,,
7.09929,4,1-2,,,
7.09929,3,1-2,,,
7.09929,2,1-2,,,
7.09929,1,1-2,,,
7.56591,5,sj2,,,
7.56591,4,sj2,,,
7.56591,3,sj2,,,
7.56591,2,sj2,,,
7.56591,1,2-3,rb0,,
8.03253,5,2-3,,,
8.03253,4,2-3,,,
8.03253,3,2-3,,,
8.03253,2,2-3,,,
8.03253,1,3-4,,,
8.49915,5,sj3,,,
8.49915,4,sj3,,,
8.49915,3,sj3,,,
8.49915,2,sj3,,,
8.49915,1,sj4,,,
8.865779999999999,5,3-4,,,
8.865779999999999,4,3-4,,,
8.865779999999999,3,3-4,,,
8.865779999999999,2,3-4,,,
8.865779999999999,1,4-1,,,
9.29907,5,4-1,,,
9.29907,4,4-1,,,
9.29907,3,4-1,,,
9.29907,2,4-1,,,
9.29907,1,sj1,,,
9.73236,5,1-2,,,
9.73236,4,1-2,,,
9.73236,3,1-2,,,
9.73236,2,1-2,,,
9.73236,1,1-2,,,
10.16565,1,hj2,,,
10.23231,5,j2-3,,,
10.23231,4,j2-3,,,
10.23231,3,j2-3,,,
10.23231,2,j2-3,,,
10.798919999999999,1,lp2,,,
11.06556,1,2-3,,,
11.298869999999999,5,w3,,,
11.298869999999999,4,w3,,,
