0.03333,MOT_mc_bg_black_00,b20,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
3.16635,2,1-2,,,
3.36633,MOT_mc_stage_color_00,b-flash,,
3.49965,2,lp2,,,
4.0329299999999995,2,2-3,,,
4.36623,2,lp3,,,
4.93284,2,3-4,,,
5.3994599999999995,2,4-1,,,
5.83275,2,j1-2,,,
6.69933,3,1-2,,,
6.89931,2,w2,,,
6.89931,MOT_mc_stage_color_00,y-flash,,
7.032629999999999,3,lp2,,,
7.56591,3,2-3,,,
7.89921,3,lp3,,,
8.465819999999999,3,3-4,,,
8.93244,3,4-1,,,
9.36573,3,j1-2,,,
10.23231,2,j2-3,,,
10.23231,3,j2-3,,,
10.43229,MOT_mc_bg_black_00,b20-0,,
10.498949999999999,MOT_mc_stage_color_00,b-flash,,
10.598939999999999,2,lp3,,,
10.598939999999999,3,lp3,,,
11.13222,2,j3-4,,,
11.13222,3,j3-4,,,
11.49885,2,lp4,,,
11.49885,3,lp4,,,
11.9988,1,sp1-2,,,
12.86538,1,j2-3,,,
13.232009999999999,1,lp3,,,
13.79862,2,4-1,l1,,
13.79862,3,4-1,r1,,
14.13192,2,lp1,,,
14.13192,3,lp1,,,
14.665199999999999,2,1-2,lb0,,
14.665199999999999,3,1-2,rb0,,
14.9985,2,lp2,,,
14.9985,3,lp2,,,
15.565109999999999,1,j3-4,,,
16.03173,1,sj4,,,
16.46502,1,sj4,,,
16.79832,1,lp4,,,
17.39826,1,4-1,,,
17.39826,2,2-3,,,
17.39826,3,2-3,,,
17.89821,2,,l1,,
18.03153,MOT_mc_stage_color_00,r-flash,,
18.3315,3,w3,,,
18.3315,2,w3,,,
18.3315,1,w1,,,
18.3315,2,,l2,,
18.764789999999998,2,,l3,,
19.13142,2,3-4,,,
19.43139,2,4-1,,,
19.73136,2,lp1,,,
20.29797,2,sj1,,,
20.76459,2,sj1,,,
21.26454,2,w1,,,
21.46452,3,,r1,,
21.93114,3,,r2,,
22.36443,3,,r3,,
22.73106,3,3-4,,,
23.031029999999998,3,4-1,,,
23.331,3,lp1,,,
23.630969999999998,3,sj1,,,
24.09759,3,sj1,,,
24.430889999999998,2,,lb2,,
24.430889999999998,3,,rb2,,
24.464219999999997,2,,lb1,,
24.464219999999997,3,,rb1,,
24.49755,2,,lb0,,
24.49755,3,,rb0,,
24.59754,3,w1,,,
24.69753,MOT_mc_stage_color_00,b-flash,,
24.79752,2,lp1,,,
24.79752,3,lp1,,,
25.29747,2,j1-2,,,
25.29747,3,j1-2,,,
25.664099999999998,2,lp2,,,
25.664099999999998,3,lp2,,,
26.097389999999997,1,j1-2,,,
26.3307,MOT_mc_bg_black_00,b0-45,,
26.464019999999998,1,sp2-3,,,
27.097289999999997,1,j3-4,,,
27.59724,1,sj4,,,
28.03053,MOT_mc_bg_black_00,b45-20,,
28.06386,2,2-3,l1,,
28.06386,3,2-3,r1,,
28.097189999999998,1,w4,,,
28.39716,2,lp3,,,
28.39716,3,lp3,,,
28.86378,2,3-4,lb0,,
28.86378,3,3-4,rb0,,
29.19708,2,lp4,,,
29.19708,3,lp4,,,
29.6637,1,j4-1,,,
30.130319999999998,1,sj1,,,
30.563609999999997,1,sj1,,,
30.89691,1,lp1,,,
31.530179999999998,1,j1-2,,,
31.530179999999998,2,j4-1,,,
31.530179999999998,3,j4-1,,,
31.86348,MOT_mc_bg_black_00,b20-80,,
31.89681,MOT_mc_stage_color_00,r-flash,,
32.36343,3,1-2,,,
32.36343,3,,,f1,
32.59674,2,w1,,,
32.59674,1,w2,,,
32.86338,3,2-3,,,
33.36333,3,j3-4,,,
34.12992,3,,,b0,
34.12992,2,1-2,,,
34.12992,2,,,f1,
34.42989,3,w4,,,
34.62987,2,2-3,,,
35.063159999999996,2,j3-4,,,
35.929739999999995,1,2-3,,f1,
35.929739999999995,2,,,b0,
36.12972,2,w4,,,
36.39636,1,3-4,,,
36.729659999999996,1,lp4,,,
37.162949999999995,1,4-1,,,
