time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,1,,MasterOut,0,0,,
0,,1,,BUS_0007,0,0,,
0,,4,,MasterOut,0,0,,
0,,4,,BUS_0007,0,0,,
0,3,5,1,,,,0,0.78
0,4,2,1,,,,0,0.78
0,1,3,1,,,,0,0.78
0,5,1,1,,,,0,0.78
0,2,4,1,,,,0,0.78
34.222,,3,,MasterOut,0.05,0,,
34.222,,3,,BUS_0007,0.2,0,,
36.444,,4,,MasterOut,0,1,,
36.444,,4,,BUS_0007,0,0.1,,
41.333,,4,,MasterOut,0.05,0,,
41.333,,4,,BUS_0007,0.2,0,,
43.555,,1,,MasterOut,0,1,,
43.555,,1,,BUS_0007,0,0.1,,
47.714,,1,,MasterOut,0.05,0,,
47.714,,1,,BUS_0007,0.2,0,,
47.932,,5,,MasterOut,0,1,,
47.932,,5,,BUS_0007,0,0.1,,
51.259,,5,,MasterOut,0.05,0,,
51.259,,5,,BUS_0007,0.2,0,,
51.309,,2,,MasterOut,0,1,,
51.309,,2,,BUS_0007,0,0.1,,
53.996,,2,,MasterOut,0.05,0,,
53.996,,2,,BUS_0007,0.2,0,,
54.457,,1,,MasterOut,0,1,,
54.457,,1,,BUS_0007,0,0.1,,
54.457,,2,,MasterOut,0,1,,
54.457,,2,,BUS_0007,0,0.1,,
54.457,,3,,MasterOut,0,1,,
54.457,,3,,BUS_0007,0,0.1,,
54.457,,4,,MasterOut,0,1,,
54.457,,4,,BUS_0007,0,0.1,,
54.457,,5,,MasterOut,0,1,,
54.457,,5,,BUS_0007,0,0.1,,
54.457,3,,,,,,-18,0.27
54.457,4,,,,,,-9,0.35
54.457,1,,,,,,0,0.5
54.457,5,,,,,,9,0.35
54.457,2,,,,,,18,0.27
66.285,,5,,MasterOut,0.05,0,,
66.285,,5,,BUS_0007,0.2,0,,
66.285,,2,,MasterOut,0.05,0,,
66.285,,2,,BUS_0007,0.2,0,,
66.285,,3,,MasterOut,0.05,0,,
66.285,,3,,BUS_0007,0.2,0,,
66.285,,1,,MasterOut,0.05,0,,
66.285,,1,,BUS_0007,0.2,0,,
66.285,,4,,MasterOut,0.05,0,,
66.285,,4,,BUS_0007,0.2,0,,
66.642,,3,,MasterOut,0,1,,
66.642,,3,,BUS_0007,0,0.1,,
66.642,5,,,,,,0,0.84
70.37,,3,,MasterOut,0.05,0,,
70.37,,3,,BUS_0007,0.2,0,,
70.615,,2,,MasterOut,0,1,,
70.615,,2,,BUS_0007,0,0.1,,
70.615,,3,,MasterOut,0,1,,
70.615,,3,,BUS_0007,0,0.1,,
70.615,,1,,MasterOut,0,1,,
70.615,,1,,BUS_0007,0,0.1,,
70.615,4,,,,,,-18,0.39
70.615,1,,,,,,0,0.53
70.615,5,,,,,,18,0.39
72.535,,5,,MasterOut,0,1,,
72.535,,5,,BUS_0007,0,0.1,,
72.535,,2,,MasterOut,0,1,,
72.535,,2,,BUS_0007,0,0.1,,
72.535,,3,,MasterOut,0,1,,
72.535,,3,,BUS_0007,0,0.1,,
72.535,,1,,MasterOut,0,1,,
72.535,,1,,BUS_0007,0,0.1,,
72.535,,4,,MasterOut,0,1,,
72.535,,4,,BUS_0007,0,0.1,,
72.535,3,,,,,,-18,0.27
72.535,4,,,,,,-9,0.35
72.535,1,,,,,,0,0.5
72.535,5,,,,,,9,0.35
72.535,2,,,,,,18,0.27
85.2,,5,,MasterOut,0.05,0,,
85.2,,5,,BUS_0007,0.2,0,,
85.2,,2,,MasterOut,0.05,0,,
85.2,,2,,BUS_0007,0.2,0,,
85.2,,3,,MasterOut,0.05,0,,
85.2,,3,,BUS_0007,0.2,0,,
85.2,,1,,MasterOut,0.05,0,,
85.2,,1,,BUS_0007,0.2,0,,
85.2,,4,,MasterOut,0.05,0,,
85.2,,4,,BUS_0007,0.2,0,,
85.5,,2,,MasterOut,0,1,,
85.5,,2,,BUS_0007,0,0.1,,
85.5,4,,,,,,0,0.78
87.298,,2,,MasterOut,0.05,0,,
87.298,,2,,BUS_0007,0.2,0,,
87.527,,5,,MasterOut,0,1,,
87.527,,5,,BUS_0007,0,0.1,,
87.527,,2,,MasterOut,0,1,,
87.527,,2,,BUS_0007,0,0.1,,
87.527,,3,,MasterOut,0,1,,
87.527,,3,,BUS_0007,0,0.1,,
87.527,,1,,MasterOut,0,1,,
87.527,,1,,BUS_0007,0,0.1,,
87.527,,4,,MasterOut,0,1,,
87.527,,4,,BUS_0007,0,0.1,,
87.527,3,,,,,,-18,0.27
87.527,4,,,,,,-9,0.35
87.527,1,,,,,,0,0.5
87.527,5,,,,,,9,0.35
87.527,2,,,,,,18,0.27
103.06,,5,,MasterOut,0.05,0,,
103.06,,5,,BUS_0007,0.2,0,,
103.06,,2,,MasterOut,0.05,0,,
103.06,,2,,BUS_0007,0.2,0,,
103.06,,3,,MasterOut,0.05,0,,
103.06,,3,,BUS_0007,0.2,0,,
103.06,,1,,MasterOut,0.05,0,,
103.06,,1,,BUS_0007,0.2,0,,
103.06,,4,,MasterOut,0.05,0,,
103.06,,4,,BUS_0007,0.2,0,,
103.305,,3,,MasterOut,0,1,,
103.305,,3,,BUS_0007,0,0.1,,
103.305,1,,,,,,0,0.78
106.416,,3,,MasterOut,0.05,0,,
106.416,,3,,BUS_0007,0.2,0,,
106.833,,5,,MasterOut,0,1,,
106.833,,5,,BUS_0007,0,0.1,,
106.833,,2,,MasterOut,0,1,,
106.833,,2,,BUS_0007,0,0.1,,
106.833,,3,,MasterOut,0,1,,
106.833,,3,,BUS_0007,0,0.1,,
106.833,,1,,MasterOut,0,1,,
106.833,,1,,BUS_0007,0,0.1,,
106.833,,4,,MasterOut,0,1,,
106.833,,4,,BUS_0007,0,0.1,,
106.833,3,,,,,,-18,0.27
106.833,4,,,,,,-9,0.35
106.833,1,,,,,,0,0.5
106.833,5,,,,,,9,0.35
106.833,2,,,,,,18,0.27
