0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,,D20
0.03333,3,,,,D20
0.03333,4,,,,D20
0.03333,5,,,,D20
0.03333,1,,,,D20
2.96637,MOT_mc_stage_color_00,y-flash,,
2.96637,2,lp1,,,
2.96637,3,lp1,,,
2.96637,4,lp1,,,
2.96637,5,lp1,,,
2.96637,1,lp1,,,
4.0329299999999995,MOT_mc_stage_color_00,r-flash,,
4.0329299999999995,2,hj1,,,
4.0329299999999995,3,hj1,,,
4.0329299999999995,4,hj1,,,
4.0329299999999995,5,hj1,,,
4.0329299999999995,1,j1-2,,,
4.76619,MOT_mc_stage_color_00,b-flash,,
4.76619,2,hj1,,,
4.76619,3,hj1,,,
4.76619,4,hj1,,,
4.76619,5,hj1,,,
4.76619,1,j2-3,,,
5.6661,MOT_mc_stage_color_00,r-flash,,
5.6661,2,hj1,,,
5.6661,3,hj1,,,
5.6661,4,hj1,,,
5.6661,5,hj1,,,
5.6661,1,j3-4,,,
6.39936,MOT_mc_stage_color_00,y-flash,,
6.39936,2,j1-2,,,
6.39936,3,j1-2,,,
6.39936,4,j1-2,,,
6.39936,5,j1-2,,,
6.39936,1,hj4,,,
7.132619999999999,MOT_mc_stage_color_00,b-flash,,
7.132619999999999,2,2-3,,,
7.132619999999999,3,2-3,,,
7.132619999999999,4,2-3,,,
7.132619999999999,5,2-3,,,
7.132619999999999,1,j4-1,,,
7.79922,MOT_mc_stage_color_00,r-flash,,
7.79922,2,j3-4,,,
7.79922,3,j3-4,,,
7.79922,4,j3-4,,,
7.79922,5,j3-4,,,
7.79922,1,1-2,,,
8.365829999999999,4,4-1,,,
8.43249,2,4-1,,,
8.49915,1,2-3,,,
8.565809999999999,3,4-1,,,
8.63247,5,4-1,,,
9.03243,MOT_mc_stage_color_00,y-flash,,
9.03243,2,lp1,,,
9.03243,3,lp1,,,
9.03243,4,lp1,,,
9.03243,5,lp1,,,
9.03243,1,lp3,,,
9.998999999999999,MOT_mc_stage_color_00,r-flash,,
9.998999999999999,1,3-4,,,
10.498949999999999,MOT_mc_stage_color_00,b-flash,,
10.498949999999999,2,j1-2,,,
10.498949999999999,3,j1-2,,,
10.498949999999999,4,j1-2,,,
10.498949999999999,5,j1-2,,,
10.93224,1,w4,,,
11.13222,MOT_mc_stage_color_00,y-flash,,
11.13222,2,2-3,,,
11.13222,3,2-3,,,
