0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,f1,D20
0.03333,4,,,f1,D20
0.03333,5,,,f1,D20
0.03333,2,,,b-1,D20
0.03333,3,,,b-1,D20
2.0664599999999997,MOT_mc_bg_black_00,b80-45,,
2.0664599999999997,MOT_mc_stage_color_00,b,,
2.0664599999999997,MOT_mc_light_under_00,l3,,
2.0664599999999997,1,1-2,,,
2.0664599999999997,2,1-2,,,
2.0664599999999997,3,1-2,,,
2.0664599999999997,4,1-2,,,
2.0664599999999997,5,1-2,,,
2.3331,MOT_mc_special_02,cut2_01,,
2.3331,MOT_mc_special_03,cut2_01,,
2.3331,MOT_mc_special_04,cut2_01,,
2.3331,MOT_mc_special_05,cut2_01,,
2.3331,MOT_mc_special_06,cut2_01,,
2.3331,MOT_mc_special_07,cut2_01,,
2.73306,1,,,,L0
2.73306,2,,,,L0
2.73306,3,,,,L0
2.73306,4,,,,L0
2.73306,5,,,,L0
2.73306,1,2-3,,,
2.73306,2,2-3,,,
2.73306,3,2-3,,,
2.73306,4,2-3,,,
2.73306,5,2-3,,,
2.83305,MOT_mc_special_02,cut2_04,,
2.83305,MOT_mc_special_05,cut2_04,,
2.9997,1,3-4,,,
2.9997,2,3-4,,,
2.9997,3,3-4,,,
2.9997,4,3-4,,,
2.9997,5,3-4,,,
3.39966,1,,lw2,,
3.39966,2,,lw2,,
3.39966,3,,lw2,,
3.39966,4,,lw2,,
3.39966,5,,lw2,,
3.8662799999999997,1,4-1,,,
3.8662799999999997,2,4-1,,,
3.8662799999999997,3,4-1,,,
3.8662799999999997,4,4-1,,,
3.8662799999999997,5,4-1,,,
4.36623,1,,lwb0,,
4.36623,2,,lwb0,,
4.36623,3,,lwb0,,
4.36623,4,,lwb0,,
4.36623,5,,lwb0,,
4.799519999999999,3,w1,,,
4.799519999999999,2,w1,,,
4.799519999999999,5,w1,,,
4.799519999999999,4,w1,,,
4.799519999999999,1,w1,,,
4.96617,1,1-2,,,
4.96617,2,1-2,,,
4.96617,3,1-2,,,
4.96617,4,1-2,,,
4.96617,5,1-2,,,
5.46612,1,sj2,,,
5.46612,2,sj2,,,
5.46612,3,sj2,,,
5.46612,4,sj2,,,
5.46612,5,sj2,,,
5.966069999999999,3,w2,,,
5.966069999999999,2,w2,,,
5.966069999999999,5,w2,,,
5.966069999999999,4,w2,,,
5.966069999999999,1,w2,,,
6.03273,1,,r1,,
6.03273,2,,r1,,
6.03273,3,,r1,,
6.03273,4,,r1,,
6.03273,5,,r1,,
6.932639999999999,1,2-3,rb0,,
6.932639999999999,2,2-3,rb0,,
6.932639999999999,3,2-3,rb0,,
6.932639999999999,4,2-3,rb0,,
6.932639999999999,5,2-3,rb0,,
