0.03333,MOT_mc_bg_black_00,seat100-0,,
2.46642,1,,,,D20
2.46642,2,,,,D20
2.46642,3,,,,D20
2.46642,4,,,,D20
2.46642,5,,,,D20
2.46642,1,1-2,,,
2.46642,2,1-2,,,
2.46642,3,1-2,,,
2.46642,4,1-2,,,
2.46642,5,1-2,,,
2.4997499999999997,MOT_mc_stage_color_00,b-flash,,
2.4997499999999997,MOT_mc_speaker_00,temp4,,
2.4997499999999997,MOT_mc_light_up_00,l1,,
2.4997499999999997,MOT_mc_light_under_00,l3,,
3.39966,5,w2,,,
3.39966,4,w2,,,
3.39966,3,w2,,,
3.39966,2,w2,,,
3.39966,1,w2,,,
3.6662999999999997,1,2-3,,,
3.6662999999999997,4,2-3,,,
3.6662999999999997,5,2-3,,,
4.29957,2,2-3,,,
4.29957,3,2-3,,,
4.59954,5,w3,,,
4.59954,4,w3,,,
4.59954,1,w3,,,
4.999499999999999,1,j3-4,,,
4.999499999999999,2,j3-4,,,
4.999499999999999,3,j3-4,,,
4.999499999999999,4,j3-4,,,
4.999499999999999,5,j3-4,,,
5.03283,MOT_mc_stage_color_00,b-flash,,
6.066059999999999,5,w4,,,
6.066059999999999,4,w4,,,
6.066059999999999,3,w4,,,
6.066059999999999,2,w4,,,
6.066059999999999,1,w4,,,
6.29937,1,4-1,,,
6.29937,2,4-1,,,
6.29937,3,4-1,,,
6.89931,4,4-1,,,
6.89931,5,4-1,,,
7.232609999999999,3,w1,,,
7.232609999999999,2,w1,,,
7.232609999999999,1,w1,,,
7.49925,1,1-2,,,
7.49925,2,1-2,,,
7.49925,3,1-2,,,
7.49925,4,1-2,,,
7.49925,5,1-2,,,
7.532579999999999,MOT_mc_stage_color_00,b-flash,,
7.9992,3,j2-3,,,
7.9992,5,j2-3,,,
8.23251,2,j2-3,,,
8.23251,4,j2-3,,,
8.43249,1,w2,,,
8.69913,1,2-3,,,
8.69913,2,3-4,,,
8.69913,3,3-4,,,
8.69913,4,3-4,,,
8.69913,5,3-4,,,
8.73246,MOT_mc_stage_color_00,b-flash,,
9.3324,2,j4-1,,,
9.3324,3,j4-1,,,
9.56571,1,j3-4,,,
9.56571,4,j4-1,,,
9.56571,5,j4-1,,,
10.03233,1,j4-1,,,
10.06566,MOT_mc_stage_color_00,b-flash,,
10.398959999999999,3,w1,,,
10.398959999999999,2,w1,,,
10.63227,5,w1,,,
10.63227,4,w1,,,
10.6656,1,1-2,,,
10.6656,2,1-2,,,
10.6656,3,1-2,,,
10.6656,4,1-2,,,
10.6656,5,1-2,,,
10.698929999999999,MOT_mc_stage_color_00,b-flash,,
11.26554,2,j2-3,,,
11.26554,4,j2-3,,,
11.36553,MOT_mc_stage_color_00,b-flash,,
11.43219,3,j2-3,,,
11.43219,5,j2-3,,,
11.59884,1,w2,,,
11.76549,1,2-3,,,
12.132119999999999,1,3-4,,,
12.132119999999999,2,3-4,,,
12.132119999999999,3,3-4,,,
12.132119999999999,4,3-4,,,
12.132119999999999,5,3-4,,,
12.26544,MOT_mc_stage_color_00,b-flash,,
12.46542,1,4-1,,,
12.46542,2,4-1,,,
12.46542,3,4-1,,,
12.46542,4,4-1,,,
12.46542,5,4-1,,,
12.56541,MOT_mc_bg_black_00,b80-45_2,,
12.56541,MOT_mc_light_up_00,l2,,
12.56541,MOT_mc_light_center_00,l1,,
12.56541,MOT_mc_light_under_00,l2,,
12.69873,MOT_mc_stage_color_00,r-flash,,
12.832049999999999,1,1-2,,f1,
12.832049999999999,2,sort,-500,
12.832049999999999,3,sort,-500,
12.89871,MOT_mc_speaker_00,temp1,,
12.89871,1,,,,L0
13.16535,1,2-3,,,
13.39866,5,w1,,,
13.39866,4,w1,,,
13.39866,3,w1,,,
13.39866,2,w1,,,
13.831949999999999,1,j3-4,,,
14.29857,1,4-1,,,
14.39856,2,1-2,,,
14.39856,3,1-2,,,
14.39856,4,1-2,,,
14.39856,5,1-2,,,
14.63187,1,lp1,,,
14.965169999999999,MOT_mc_stage_color_00,b-flash,,
14.9985,1,,r1,,
15.3318,5,w2,,,
15.3318,4,w2,,,
15.3318,3,w2,,,
15.3318,2,w2,,,
15.665099999999999,1,j1-2,,,
16.26504,1,2-3,,,
16.63167,1,3-4,,,
16.63167,2,2-3,,,
16.63167,3,2-3,,,
16.63167,4,2-3,,,
16.63167,5,2-3,,,
17.131619999999998,1,4-1,rb0,,
17.39826,1,1-2,,,
17.564909999999998,5,w3,,,
17.564909999999998,4,w3,,,
17.564909999999998,3,w3,,,
17.564909999999998,2,w3,,,
17.86488,1,j2-3,,,
17.9982,MOT_mc_stage_color_00,r-flash,,
18.164849999999998,2,j3-4,,,
18.164849999999998,3,j3-4,,,
18.164849999999998,4,j3-4,,,
18.164849999999998,5,j3-4,,,
18.764789999999998,1,3-4,,,
19.164749999999998,1,4-1,l1,,
19.23141,5,w4,,,
19.23141,4,w4,,,
19.23141,3,w4,,,
19.23141,2,w4,,,
19.46472,1,lp1,,,
20.03133,1,hj1,,,
20.197979999999998,MOT_mc_stage_color_00,b-flash,,
20.69793,1,1-2,,,
21.03123,1,2-3,lb0,,
21.46452,2,4-1,,,
21.46452,3,4-1,,,
21.49785,MOT_mc_stage_color_00,r-flash,,
21.631169999999997,4,4-1,,,
21.631169999999997,5,4-1,,,
21.93114,1,3-4,,,
21.93114,2,1-2,,,
21.93114,3,1-2,,,
21.93114,4,1-2,,,
21.93114,5,1-2,,,
21.997799999999998,MOT_mc_stage_color_00,b-flash,,
22.831049999999998,MOT_mc_stage_color_00,b-flash,,
22.86438,5,w2,,,
22.86438,4,w2,,,
22.86438,3,w2,,,
22.86438,2,w2,,,
22.86438,1,w4,,,
22.93104,1,j4-1,,,
22.93104,2,2-3,,,
22.93104,3,2-3,,,
23.29767,4,2-3,,,
23.29767,5,2-3,,,
23.53098,1,1-2,,,
23.830949999999998,1,j2-3,,,
23.864279999999997,3,w3,,,
23.864279999999997,2,w3,,,
24.230909999999998,5,w3,,,
24.230909999999998,4,w3,,,
24.430889999999998,1,3-4,r1,,
24.430889999999998,2,3-4,,,
24.430889999999998,3,3-4,,,
24.430889999999998,4,3-4,,,
24.430889999999998,5,3-4,,,
24.96417,1,4-1,,,
25.36413,5,w4,,,
25.36413,4,w4,,,
25.36413,3,w4,,,
25.36413,2,w4,,,
25.43079,1,j1-2,,,
25.59744,MOT_mc_stage_color_00,r-flash,,
25.9974,1,2-3,r2,,
26.36403,1,j3-4,,,
26.897309999999997,1,4-1,,,
27.063959999999998,MOT_mc_stage_color_00,b-flash,,
27.16395,2,j4-1,,,
27.16395,3,j4-1,,,
27.43059,4,j4-1,,,
27.43059,5,j4-1,,,
27.463919999999998,1,1-2,rb1,,
27.697229999999998,MOT_mc_stage_color_00,r-flash,,
