time,lyrics,size
0,,
12.85,ふわぁ…って　いいにおい,
15.02,おひさまと　こひつじ,
18,おめざのりんごは　しろうさぎ,
23,ぴょんって　はねちゃって　ころりん,
25.7,おいかけて　あれれー,
28.22,まぶしくって　あったかいせかい（ごー）,
32.58,ずっと　ゆめをみてたの（きらきらのゆめ）,
37.65,おなじ　ゆめをみてたの（おぼえてるよー）,
43.1,わくわく　かなうかな,
45.65,どきどき　できるかな,
48.18,こころは　ころころころ,
51.08,「おはよー…」,
52.65,かがみ　みたい,
54.23,わらうと　みんなもわらう,
58.05,かんたん　いっしょに　ほら,
60.85,にっこり　わらおー（わらえー）,
63.1,おてて　つないで,
65.32,おうち　かえるまで,
68.53,てのなるほうへ　ゆこー（ゆこー）,
71.95,おめざめして　めーめー,
78.33,,
95.78,まほう　みたい,
97.45,うたうよ　みんなとうたう,
101.15,ららら　うたえば　また,
104.05,ひとつになった（えへー）,
106.22,おいで　おもいで,
108.48,おなじ　ゆめをみて,
111.68,こゆびとこゆびが　ちゅー（ちゅー）,
115.15,おめざめして　めーめー,
123,,
