0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
2.23311,1,j1-2,,,
2.23311,2,j1-2,,,
2.86638,1,j2-3,,,
2.86638,2,j2-3,,,
3.5663099999999996,1,j3-4,,,
3.5663099999999996,2,j3-4,,,
3.93294,1,lp4,,,
3.93294,2,lp4,,,
4.36623,1,j4-1,,,
4.36623,2,j4-1,,,
4.999499999999999,1,j1-2,,,
4.999499999999999,2,j1-2,,,
5.3994599999999995,1,sp2-3,,,
5.3994599999999995,2,sp2-3,,,
8.43249,1,3-4,,,
8.43249,2,3-4,,,
9.36573,2,w4,,,
9.36573,1,j4-1,,,
9.36573,2,j4-1,,,
9.76569,1,lp1,,,
9.76569,2,lp1,,,
10.16565,1,j1-2,,,
10.16565,2,j1-2,,,
10.83225,1,2-3,,,
10.83225,2,2-3,,,
11.3322,1,hj3,,,
11.3322,2,hj3,,,
11.6655,MOT_mc_bg_black_00,b65-45,,
11.69883,MOT_mc_stage_color_00,b-flash,,
11.69883,MOT_mc_light_up_00,l1,,
12.232109999999999,1,3-4,,,
12.232109999999999,2,3-4,,,
12.89871,1,4-1,,,
12.89871,2,4-1,,,
13.56531,1,1-2,,,
13.56531,2,1-2,,,
14.165249999999999,1,2-3,,,
14.165249999999999,2,2-3,,,
14.83185,1,j3-4,,,
14.83185,2,j3-4,,,
15.49845,1,sj4,,,
15.49845,2,sj4,,,
15.9984,2,w4,,,
15.9984,1,w4,,,
16.16505,1,j4-1,,,
16.16505,2,j4-1,,,
16.79832,1,sp1-2,,,
16.79832,2,sp1-2,,,
19.43139,1,j2-3,,,
19.43139,2,j2-3,,,
19.798019999999998,1,sp3-4,,,
19.798019999999998,2,sp3-4,,,
21.46452,1,j4-1,,,
21.46452,2,j4-1,,,
21.797819999999998,1,j1-2,,,
22.16445,2,j1-2,,,
22.49775,1,j2-3,,,
22.86438,2,j2-3,,,
23.36433,1,j3-4,,,
23.36433,2,j3-4,,,
23.69763,1,lp4,,,
23.69763,2,lp4,,,
24.3309,1,j4-1,,,
24.3309,2,j4-1,,,
24.69753,1,lp1,,,
24.69753,2,lp1,,,
25.83075,1,1-2,,,
25.83075,2,1-2,,,
26.19738,1,lp2,,,
26.19738,2,lp2,,,
26.93064,1,j2-3,,,
26.93064,2,j2-3,,,
27.263939999999998,1,3-4,,f1,
27.297269999999997,MOT_mc_bg_black_00,b45-65,,
27.36393,MOT_mc_stage_color_00,r-flash,,
27.39726,MOT_mc_light_up_00,stay,,
27.663899999999998,1,4-1,,,
27.9972,2,w3,,,
28.23051,1,j1-2,,,
28.59714,1,lp2,,,
28.9971,1,j2-3,,,
29.43039,1,3-4,,,
29.897009999999998,1,4-1,,,
30.59694,1,j1-2,,,
31.06356,1,j2-3,,,
31.563509999999997,1,j3-4,,,
32.263439999999996,1,4-1,,,
