time,lyrics,size
0,,
2.278657,だって僕は星だから ,
9.583321,Stellar Stellar,
14.568681,,
27.500,きっと君はもう気づいていた,
30.64986,僕の心の奥で描いた　それがこれから話す陳腐なモノローグさ,
38.323557,ずっと言えない言葉があった,
41.52246,壊せない壁があったんだ　ずっとさ,
49.141508,ふっと香り立つ朝の匂いが,
52.325408,どうしようもなく憎らしくて,
55.000,部屋の隅で膝を抱えて震えていた,
60.751485,太陽なんていらないから,
66.102959,明けないでいて──,
70.207658,その手を伸ばして　誰かに届くように,
78.316275,僕だって君と同じ　特別なんかじゃないから,
92.22988,そうさ僕は夜を歌うよ Stellar Stellar,
95.821943,ありったけの輝きで　今宵音楽はずっとずっと止まない,
103.000,そうだ僕がずっとなりたかったのは,
106.615594,待ってるシンデレラじゃないさ,
111.831014,迎えに行く王子様だ,
117.227839,だって僕は星だから,
123.000,,
