id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,626,0,0
2,0,91,,,,0,0
3,5.513393,2,2,1,0,1,0
4,5.513393,1,5,4,1,1,61
5,5.601112,1,5,3,1,0,61
6,6.215147,2,3,4,0,1,0
7,6.215147,1,2,1,2,1,58
8,6.302867,1,1,2,2,0,58
9,6.916902,2,3,2,0,1,0
10,6.916902,1,3,4,2,1,59
11,7.004621,1,3,5,2,0,59
12,7.618656,2,3,4,0,1,0
13,7.618656,1,3,2,1,1,60
14,7.706375,1,3,1,1,0,60
15,8.32041,2,3,2,0,1,0
16,8.32041,1,3,4,2,1,62
17,8.410231,1,3,5,2,0,62
18,9.757536,2,3,5,0,1,0
19,9.757536,1,3,2,2,1,54
20,9.926075,1,3,3,1,0,54
21,10.010345,1,3,2,1,0,54
22,10.431693,1,1,1,2,0,55
23,10.600233,1,2,2,1,0,55
24,10.684502,1,2,1,1,0,55
25,11.105851,1,3,5,1,1,56
26,11.105851,1,3,1,2,1,57
27,11.19012,1,4,4,1,1,56
28,11.19012,1,2,2,2,1,57
29,11.780008,1,2,4,2,1,5
30,11.780008,1,4,2,1,1,6
31,11.864278,1,2,5,2,1,5
32,11.864278,1,4,1,1,1,6
33,12.791244,1,3,5,0,0,0
34,12.959783,1,3,5,0,0,0
35,13.128323,2,3,5,0,0,0
36,13.465401,2,3,5,0,1,0
37,13.465401,2,4,2,0,1,0
38,13.80248,2,4,2,0,1,0
39,13.80248,2,3,4,0,1,0
40,14.308098,2,3,4,0,1,0
41,14.308098,1,3,1,0,1,0
42,14.476637,2,3,1,0,0,0
43,15.150795,1,2,2,2,0,34
44,15.192929,1,2,3,2,0,34
45,15.235064,1,2,4,2,0,34
46,15.656413,1,3,3,2,0,35
47,15.698547,1,3,4,2,0,35
48,15.740682,1,3,5,2,0,35
49,16.162031,1,2,2,2,0,40
50,16.204165,1,2,3,2,0,40
51,16.2463,1,2,4,2,0,40
52,16.836188,2,3,1,0,1,0
53,16.836188,1,5,5,1,1,36
54,16.878323,1,5,4,1,0,36
55,16.920457,1,5,3,1,0,36
56,17.173266,2,3,1,0,0,0
57,17.510345,1,2,4,0,0,0
58,17.847424,2,3,1,0,1,0
59,17.847424,2,2,4,0,1,0
60,18.184502,1,2,1,0,0,0
61,18.353042,1,2,1,0,0,0
62,18.521581,1,2,1,0,0,0
63,18.85866,2,2,4,0,1,0
64,18.85866,1,3,2,0,1,0
65,19.195738,2,3,4,0,0,0
66,19.701356,2,3,4,0,1,0
67,19.701356,2,3,1,0,1,0
68,20.375514,1,3,3,2,0,37
69,20.459783,1,4,4,2,0,37
70,20.544053,2,3,1,0,1,0
71,20.544053,1,5,5,1,1,37
72,20.628323,1,5,4,1,0,37
73,20.712592,1,5,3,1,0,37
74,20.796862,1,5,2,1,0,37
75,20.881132,1,5,4,1,0,38
76,20.965401,1,5,3,1,0,38
77,21.049671,1,5,2,1,0,38
78,21.133941,1,5,1,1,0,38
79,21.21821,1,5,5,1,0,39
80,21.30248,1,5,4,1,0,39
81,21.38675,1,5,3,1,0,39
82,21.471019,1,5,2,1,0,39
83,21.555289,1,5,1,1,0,39
84,21.892368,1,3,1,0,1,0
85,21.892368,1,3,5,0,1,0
86,22.229446,2,1,3,0,1,0
87,22.229446,1,3,1,0,1,0
88,22.566525,2,1,3,0,1,0
89,22.566525,2,3,1,0,1,0
90,22.903604,2,3,1,0,1,0
91,22.903604,2,2,4,0,1,0
92,23.240682,2,2,4,0,1,0
93,23.240682,2,4,2,0,1,0
94,23.577761,2,4,2,0,1,0
95,23.577761,2,3,5,0,1,0
96,24.588997,2,3,4,0,0,0
97,24.926075,2,3,4,0,0,0
98,25.263154,2,3,3,0,0,0
99,25.600233,2,3,3,0,0,0
100,25.937311,2,3,2,0,0,0
101,26.27439,2,3,2,0,0,0
102,26.611469,2,3,1,0,0,0
103,27.285626,2,3,1,0,1,0
104,27.285626,2,3,5,0,1,0
105,27.622705,1,3,2,0,1,0
106,27.622705,1,3,5,0,1,0
107,27.959783,1,3,1,0,1,0
108,27.959783,1,4,4,0,1,0
109,28.465401,1,3,2,0,0,0
110,28.633941,1,4,4,0,0,0
111,28.80248,1,4,3,0,0,0
112,28.971019,1,3,4,2,0,76
113,29.055289,1,3,5,2,0,76
114,29.308098,1,3,2,0,0,0
115,29.476637,1,4,4,0,0,0
116,29.645177,1,3,2,0,0,0
117,29.813716,2,5,4,0,0,0
118,30.150795,1,1,1,0,1,0
119,30.150795,1,5,4,1,1,48
120,30.235064,1,5,3,1,0,48
121,30.824952,1,2,2,0,0,0
122,30.993491,1,3,3,0,0,0
123,31.162031,1,4,4,0,0,0
124,31.33057,1,3,2,0,1,0
125,31.33057,1,5,5,0,1,0
126,31.499109,1,3,4,0,0,0
127,31.667649,1,3,3,0,0,0
128,31.836188,1,3,4,0,0,0
129,32.004727,1,3,2,0,0,0
130,32.173266,1,4,3,0,0,0
131,32.341806,1,4,4,0,0,0
132,32.510345,2,4,5,0,0,0
133,32.847424,1,3,2,0,1,0
134,32.847424,1,4,5,1,1,49
135,32.931693,1,4,4,1,0,49
136,33.521581,1,2,2,0,0,0
137,33.69012,1,3,3,0,0,0
138,33.85866,1,4,4,0,0,0
139,34.027199,1,3,2,0,1,0
140,34.027199,1,4,5,0,1,0
141,34.195738,1,3,4,0,0,0
142,34.364278,1,3,3,0,0,0
143,34.532817,1,3,4,0,0,0
144,34.701356,1,3,3,0,1,0
145,34.701356,1,4,5,0,1,0
146,34.869896,1,3,4,0,0,0
147,35.038435,1,3,3,0,0,0
148,35.206974,2,5,5,0,0,0
149,35.544053,1,5,5,1,1,50
150,35.544053,1,2,2,0,1,0
151,35.712592,1,3,4,2,1,50
152,35.712592,1,2,3,0,1,0
153,35.796862,1,3,5,2,0,50
154,36.555289,1,3,1,0,0,0
155,36.723828,1,2,3,2,0,44
156,36.808098,1,2,4,2,0,44
157,37.060907,1,3,2,0,0,0
158,37.229446,1,3,3,2,0,41
159,37.313716,1,3,4,2,0,41
160,37.566525,1,3,4,2,0,45
161,37.650795,1,3,5,2,0,45
