time,lyrics,size
0,,
2.97,ねえ　笑って,
5.28,未来まで照らすほど,
9.12,ぼくらならできるさ,
14.53,We all smile! Smile!,
27.67,きっかけは何だったかな？,
30.83,あの日見た輝き,
33.93,精一杯走り続け　見た景色,
39.63,（Smile! Smile!）,
52.47,迷いと不安の先に,
55.57,見つけたタカラモノ,
58.67,そこにある全部　全部,
61.8,愛おし過ぎる笑顔,
64.93,道はそれぞれ違うけれど,
68.02,目的地はきっと一緒なんだ,
71.12,精一杯に輝いたら,
76.52,最高の奇跡,
80.27,さあ　笑って,
82.65,歌おう　歓びの歌,
86.77,きらめいた希望は,
89.28,永遠だから,
92.77,ねえ　笑って,
95.05,それだけで大丈夫,
98.97,どこまでも行けるさ,
104.38,We all smile!,
108.247,いつまでも　なんどでも　笑おう,
114.4,未来まで　照らすくらい,
120.63,ラララララ…,
135.67,,
