0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_control_all,los01,,
0.03333,1,,,f1
0.46662,MOT_all,los_m01,,
2.13312,1,j1-2,,
2.13312,2,j1-2,,
2.13312,3,j1-2,,
2.13312,4,j1-2,,
2.13312,5,j1-2,,
2.4997499999999997,MOT_mc_special_01,l1,,
2.4997499999999997,MOT_mc_stage_color_00,b-flash,,
2.4997499999999997,MOT_mc_bg_black_00,b80-65,,
2.4997499999999997,MOT_mc_stage_color_00,b-flash,,
2.4997499999999997,MOT_mc_light_under_00,l1,,
2.73306,1,2-3,,
3.1330199999999997,1,lp3,,
3.19968,5,w2,,
3.19968,4,w2,,
3.19968,3,w2,,
3.19968,2,w2,,
4.46622,2,2-3,,
4.63287,5,2-3,,
4.799519999999999,3,2-3,,
4.96617,4,2-3,,
5.099489999999999,1,j3-4,,
5.3994599999999995,2,w3,,
5.56611,5,w3,,
5.6994299999999996,1,lp4,,
5.73276,3,w3,,
5.89941,4,w3,,
6.13272,4,3-4,,
6.29937,3,3-4,,
6.466019999999999,2,3-4,,
6.63267,5,3-4,,
7.06596,4,w4,,
7.232609999999999,3,w4,,
7.39926,2,w4,,
7.56591,5,w4,,
7.632569999999999,1,,r1,
7.632569999999999,2,,r1,
7.632569999999999,3,,r1,
7.632569999999999,4,,r1,
7.632569999999999,5,,r1,
8.03253,1,4-1,,
8.03253,2,4-1,,
8.03253,3,4-1,,
8.03253,4,4-1,,
8.03253,5,4-1,,
8.365829999999999,1,lp1,,
8.96577,5,w1,,
8.96577,4,w1,,
8.96577,3,w1,,
8.96577,2,w1,,
9.19908,1,,rb0,
9.19908,2,,rb0,
9.19908,3,,rb0,
9.19908,4,,rb0,
9.19908,5,,rb0,
9.29907,MOT_control_all,los02,,
9.63237,1,1-2,,
9.63237,2,1-2,,
9.63237,3,1-2,,
9.63237,4,1-2,,
9.63237,5,1-2,,
9.96567,1,lp2,,
10.56561,5,w2,,
10.56561,4,w2,,
10.56561,3,w2,,
10.56561,2,w2,,
10.6656,1,2-3,,
10.6656,2,2-3,,
10.6656,3,2-3,,
10.6656,4,2-3,,
10.6656,5,2-3,,
10.998899999999999,1,hj3,,
10.998899999999999,2,hj3,,
10.998899999999999,3,hj3,,
10.998899999999999,4,hj3,,
10.998899999999999,5,hj3,,
11.43219,MOT_mc_stage_color_00,b-flash,,
11.43219,MOT_mc_special_01,kira,,
11.43219,MOT_mc_light_up_00,l3,,
11.59884,1,3-4,,
11.932139999999999,1,lp4,,
11.932139999999999,2,lp3,,
11.932139999999999,3,lp3,,
11.932139999999999,4,lp3,,
11.932139999999999,5,lp3,,
12.432089999999999,1,,r1,
12.432089999999999,2,,r1,
12.432089999999999,3,,r1,
12.432089999999999,4,,r1,
12.432089999999999,5,,r1,
12.832049999999999,1,,r2,
12.832049999999999,2,,r2,
12.832049999999999,3,,r2,
12.832049999999999,4,,r2,
12.832049999999999,5,,r2,
13.19868,1,4-1,,
13.19868,2,3-4,,
13.19868,3,3-4,,
13.19868,4,3-4,,
13.19868,5,3-4,,
13.531979999999999,1,lp1,,
13.531979999999999,2,lp4,,
13.531979999999999,3,lp4,,
13.531979999999999,4,lp4,,
13.531979999999999,5,lp4,,
14.03193,1,,rb1,
14.03193,2,,rb1,
14.03193,3,,rb1,
14.03193,4,,rb1,
14.03193,5,,rb1,
14.43189,1,,rb0,
14.43189,2,,rb0,
14.43189,3,,rb0,
14.43189,4,,rb0,
14.43189,5,,rb0,
14.79852,1,1-2,,
14.79852,2,4-1,,
14.79852,3,4-1,,
14.79852,4,4-1,,
14.79852,5,4-1,,
15.13182,1,lp2,,
15.13182,2,lp1,,
15.13182,3,lp1,,
15.13182,4,lp1,,
15.13182,5,lp1,,
15.63177,1,2-3,,
16.36503,1,3-4,,
16.96497,1,j4-1,,
16.96497,2,j1-2,,
16.96497,3,j1-2,,
16.96497,4,j1-2,,
16.96497,5,j1-2,,
17.63157,1,1-2,,
17.964869999999998,1,lp2,,
17.964869999999998,2,lp2,,
17.964869999999998,3,lp2,,
17.964869999999998,4,lp2,,
17.964869999999998,5,lp2,,
18.79812,1,,l1,
18.79812,2,,l1,
18.79812,3,,l1,
18.79812,4,,l1,
18.79812,5,,l1,
19.198079999999997,1,,l2,
19.198079999999997,2,,l2,
19.198079999999997,3,,l2,
19.198079999999997,4,,l2,
19.198079999999997,5,,l2,
19.564709999999998,1,2-3,,
19.564709999999998,2,2-3,,
19.564709999999998,3,2-3,,
19.564709999999998,4,2-3,,
19.564709999999998,5,2-3,,
19.89801,1,lp3,,
19.89801,2,lp3,,
19.89801,3,lp3,,
19.89801,4,lp3,,
19.89801,5,lp3,,
20.397959999999998,1,,lb1,
20.397959999999998,2,,lb1,
20.397959999999998,3,,lb1,
20.397959999999998,4,,lb1,
20.397959999999998,5,,lb1,
20.797919999999998,1,,lb0,
20.797919999999998,2,,lb0,
20.797919999999998,3,,lb0,
