time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.2,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.2,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.2,,
0,1,1,1,,,,5,0.54
0,2,2,1,,,,-5,0.54
0,3,3,1,,,,0,0.78
31.03,,1,,MasterOut,0.05,0,,
31.03,,1,,BUS_0007,0.2,0,,
31.03,2,2,1,,,,0,0.78
50.805,,2,,MasterOut,0.05,0,,
50.805,,2,,BUS_0007,0.2,0,,
51.12,,1,,MasterOut,0,1,,
51.12,,1,,BUS_0007,0,0.2,,
51.12,1,1,1,,,,0,0.78
62.145,,1,,MasterOut,0.05,0,,
62.145,,1,,BUS_0007,0.2,0,,
62.361,,2,,MasterOut,0,1,,
62.361,,2,,BUS_0007,0,0.2,,
65.017,,2,,MasterOut,0.05,0,,
65.017,,2,,BUS_0007,0.2,0,,
65.267,,1,,MasterOut,0,1,,
65.267,,1,,BUS_0007,0,0.2,,
67.518,,2,,MasterOut,0,1,,
67.518,,2,,BUS_0007,0,0.2,,
67.518,1,1,1,,,,-5,0.54
67.518,2,2,1,,,,5,0.54
