time,lyrics,size
0,, 
17.9,「明けない夜はないよ」みんな歌うけれど,
25.15,覚めない夢をいつも探し彷徨うNight Fish,
32.42,ここじゃない場所へ　繋がる頼りない光,
38.82,連れ出して　夜の深い底に魔法をかけて,
45.43,"Baby, My Sweet Sinking Wonderland",
49,信じたいの今　蜃気楼の夢を,
54.53,深海　落ちてゆく　心奥揺らす,
57.4,そんなイリュージョンを君と今夜,
61.85,(溺れたいな)\n嘘ばかりな,
65.48,(幻想の中)\n嘘ばかりな,
67.95,(幻想の中)\n優しい歌,
69.1,(君とただ)\n優しい歌,
71.5,(君とただ)\n聞かせてまだ,
73.38,踊り足りないOne Night Wonder,
81.88,,
90.17,探してる\n(空っぽだった),
92.92,朝になれば解ける\n(空っぽだった),
94.55,朝になれば解ける\n(心ただ),
96.55,魔法の中残る\n(心ただ),
98.17,魔法の中残る\n(満たすような),
100.22,永遠の欠片みたいな　痛みを感情を\n(満たすような),
105.4,Sinking Wonderland,
107.2,信じたいの今　蜃気楼の先に,
112.68,いつまでたったって覚めない夢なんて,
116.32,なくたって君と　今夜,
120,(溺れたいな)\n嘘みたいな,
123.63,(幻想の中)\n嘘みたいな,
126.12,(幻想の中)\n優しい歌,
127.25,(君とただ)\n優しい歌,
129.77,(君とただ)\n聞かせてまだ,
131.55,踊り足りないOne Night Wonder,
140,,
