time,lyrics,size
0,,
16.917,ナゾナゾみたいに地球儀を解き明かしたら,
22.483,みんなでどこまでも行けるね,
28.003,ワクワクしたいと願いながら過ごしてたよ,
33.533,かなえてくれたのは誰なの？,
37.317,時間の果てまでBoooon!!,
39.767,ワープでループなこの想いは,
44.3,何もかもを巻き込んだ想像で遊ぼう,
50.35,アル晴レタ日ノ事,
52.833,魔法以上のユカイが,
55.333,限りなく降りそそぐ　不可能じゃないわ,
61.167,明日また会うとき　笑いながらハミング,
66.5,嬉しさを集めよう,
69.633,カンタンなんだよ　こ・ん・な・の,
72.083,追いかけてね　つかまえてみて,
76.917,おおきな夢＆夢　スキでしょう？,
83.567,,
91.967,アル晴レタ日ノ事,
94.7,魔法以上のユカイが,
97.15,限りなく降りそそぐ　不可能じゃないわ,
103.25,明日また会うとき　笑いながらハミング,
108.3,嬉しさを集めよう,
111.45,カンタンなんだよ　こ・ん・な・の,
114.033,追いかけてね　つかまえてみて,
118.767,おおきな夢＆夢　スキでしょう？,
125,,
