id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,100,0,0
2,0,91,,,,0,0
3,2.857143,1,2,1,0,0,0
4,4.285714,1,4,5,0,0,0
5,5.714286,1,2,1,0,0,0
6,7.142857,1,4,5,0,0,0
7,8.571429,1,2,1,0,0,0
8,10,1,4,5,0,0,0
9,11.428571,1,3,2,0,1,0
10,11.428571,1,3,4,0,1,0
11,12.857143,1,3,2,0,1,0
12,12.857143,1,3,4,0,1,0
13,14.285714,1,3,2,0,1,0
14,14.285714,1,3,4,0,1,0
15,15.714286,1,3,3,0,0,0
16,17.142857,1,2,1,0,0,0
17,18.571429,1,3,4,0,0,0
18,20,1,3,2,0,0,0
19,21.428571,1,4,5,0,0,0
20,22.857143,1,3,2,0,0,0
21,24.285714,1,3,4,0,0,0
22,25.714286,1,3,2,0,0,0
23,27.142857,1,3,4,0,0,0
24,28.571429,1,4,5,0,0,0
25,30,1,4,5,0,0,0
26,31.428571,1,3,2,0,0,0
27,32.857143,1,3,2,0,0,0
28,34.285714,1,3,4,0,0,0
29,35.714286,1,3,4,0,0,0
30,37.142857,1,2,1,0,0,0
31,38.571429,1,2,1,0,0,0
32,40,1,4,5,0,0,0
33,41.428571,1,4,5,0,0,0
34,42.857143,1,3,2,0,0,0
35,44.285714,1,3,2,0,0,0
36,45.714286,1,3,4,0,0,0
37,47.142857,1,3,4,0,0,0
38,48.571429,1,2,1,0,0,0
39,50,1,2,1,0,0,0
40,51.428571,2,3,4,0,0,0
41,52.857143,2,3,4,0,0,0
42,54.285714,2,3,2,0,0,0
43,55.714286,2,3,2,0,0,0
44,57.142857,1,4,5,0,0,0
45,57.857143,1,4,5,0,0,0
46,60,1,2,1,0,0,0
47,60.714286,1,2,1,0,0,0
48,62.857143,2,3,3,0,0,0
49,65.714286,2,3,3,0,0,0
50,66.964286,1,3,3,0,0,0
51,68.571429,1,2,1,0,1,0
52,68.571429,1,3,4,0,1,0
53,70,1,3,2,0,1,0
54,70,1,4,5,0,1,0
55,71.428571,1,3,4,0,0,0
56,72.857143,1,3,2,0,0,0
57,74.285714,1,2,1,0,1,0
58,74.285714,1,3,4,0,1,0
59,75.714286,1,3,2,0,1,0
60,75.714286,1,4,5,0,1,0
61,77.142857,1,3,4,0,0,0
62,78.571429,1,3,2,0,0,0
63,80,1,2,1,0,1,0
64,80,1,3,4,0,1,0
65,81.428571,1,3,2,0,1,0
66,81.428571,1,4,5,0,1,0
67,82.857143,1,3,4,0,0,0
68,84.285714,1,3,2,0,0,0
69,85.714286,1,4,5,0,0,0
70,87.142857,1,2,1,0,0,0
71,88.571429,1,3,4,0,0,0
72,90,1,3,2,0,0,0
73,91.428571,2,3,3,0,0,0
74,92.857143,2,3,3,0,0,0
75,94.285714,1,4,5,0,0,0
76,95.714286,1,3,2,0,0,0
77,96.428571,1,3,4,0,0,0
78,97.142857,1,2,1,0,0,0
79,98.571429,1,3,4,0,0,0
80,99.285714,1,3,2,0,0,0
81,100,1,4,5,0,0,0
82,101.428571,1,3,2,0,0,0
83,102.142857,1,3,4,0,0,0
84,102.857143,1,2,1,0,0,0
85,104.285714,1,3,4,0,0,0
86,105,1,3,2,0,0,0
87,105.714286,1,4,5,0,0,0
88,107.142857,1,2,1,0,0,0
89,108.571429,1,3,4,0,0,0
90,110,1,3,2,0,0,0
91,111.428571,1,3,3,0,0,0
92,112.857143,1,3,3,0,0,0
93,114.285714,2,3,3,0,0,0
94,115.714286,2,3,3,0,0,0
95,117.142857,1,2,1,0,0,0
96,118.571429,1,4,5,0,0,0
97,120,1,2,1,0,0,0
98,121.428571,1,4,5,0,0,0
99,122.857143,1,2,1,0,0,0
100,124.285714,1,4,5,0,0,0
101,125.714286,1,2,1,0,0,0
102,127.142857,1,3,3,0,0,0
103,131.428571,92,,,,0,0
