0.03333,MOT_all,cut1,,
3.4663199999999996,MOT_all,cut2,,
3.6662999999999997,MOT_mc_special_01,l1,,
3.6662999999999997,1,1-2,,
4.59954,1,w2,,
5.16615,1,2-3,l1,
5.56611,1,lp3,,
6.49935,1,3-4,lb0,
6.83265,1,lp4,r1,
7.49925,MOT_all,cut3,,
7.49925,1,j4-1,rb0,
7.49925,2,j1-2,,
7.49925,3,j1-2,,
8.565809999999999,3,w2,,
8.565809999999999,2,w2,,
8.565809999999999,1,w1,,
8.665799999999999,MOT_mc_light_up_00,l1,,
8.665799999999999,MOT_mc_light_under_00,l1,,
8.83245,MOT_control_all,cut1_00,,
8.96577,MOT_mc_light_up_00,l1,,
8.96577,MOT_mc_light_under_00,l1,,
9.29907,MOT_all,cut4,,
9.29907,1,1-2,,
9.29907,2,2-3,,
9.29907,3,2-3,,
9.39906,MOT_mc_back_00,bg2,,
9.63237,1,2-3,,
9.63237,2,3-4,,
9.63237,3,3-4,,
9.998999999999999,2,4-1,,
10.26564,2,lp1,,
10.56561,3,w4,,
10.56561,1,w3,,
10.63227,1,3-4,,
10.63227,2,1-2,,
10.63227,3,4-1,,
10.898909999999999,1,j4-1,,
10.898909999999999,2,j2-3,,
10.898909999999999,3,j1-2,,
11.26554,1,1-2,,
11.53218,1,lp2,,
11.96547,3,w2,,
11.96547,2,w3,,
11.96547,1,2-3,,
11.96547,2,3-4,,
11.96547,3,2-3,,
12.232109999999999,1,j3-4,,
12.232109999999999,2,j4-1,,
12.232109999999999,3,j3-4,,
12.69873,3,4-1,,
12.932039999999999,3,lp1,,
13.29867,2,w1,,
13.29867,1,w4,,
13.39866,1,4-1,,
13.39866,2,1-2,,
13.39866,3,1-2,,
13.631969999999999,MOT_all,cut5,,
13.6653,1,j1-2,,
13.6653,2,j2-3,,
13.6653,3,j2-3,,
14.065259999999999,1,2-3,,
14.065259999999999,2,3-4,,
14.065259999999999,3,3-4,,
14.29857,1,lp3,,
14.29857,2,lp4,,
14.29857,3,lp4,,
14.73186,1,sj3,,
14.73186,2,sj4,,
14.73186,3,sj4,,
14.9985,1,j3-4,,
14.9985,2,j4-1,,
14.9985,3,j4-1,,
15.49845,1,sp4-1,,
15.49845,2,sp1-2,,
15.49845,3,sp1-2,,
16.731659999999998,1,sj1,,
16.76499,2,sj2,,
16.76499,3,sj2,,
17.23161,1,w1,,
17.26494,3,w2,,
17.26494,2,w2,,
17.43159,1,j1-2,,
17.46492,2,j2-3,,
17.46492,3,j2-3,,
18.164849999999998,1,hj2,,
18.164849999999998,2,hj3,,
18.164849999999998,3,hj3,,
18.6648,1,lp2,,
18.6648,2,lp3,,
18.6648,3,lp3,,
19.564709999999998,1,2-3,,
20.49795,1,w3,,
21.3312,1,j3-4,,
21.3312,2,j3-4,,
21.3312,3,j3-4,,
21.93114,1,sj4,,
21.93114,2,sj4,,
21.93114,3,sj4,,
22.431089999999998,3,w4,,
22.431089999999998,2,w4,,
22.431089999999998,1,w4,,
22.6644,1,j4-1,,
22.6644,2,j4-1,,
22.6644,3,j4-1,,
23.331,1,sj1,,
23.331,2,sj1,,
23.331,3,sj1,,
23.830949999999998,3,w1,,
23.830949999999998,2,w1,,
23.830949999999998,1,w1,,
24.064259999999997,1,j1-2,,
24.064259999999997,2,j1-2,,
24.064259999999997,3,j1-2,,
24.76419,1,sj2,,
24.76419,2,sj2,,
24.76419,3,sj2,,
25.264139999999998,3,w2,,
25.264139999999998,2,w2,,
25.264139999999998,1,w2,,
25.36413,1,2-3,,
25.36413,2,2-3,,
25.36413,3,2-3,,
25.664099999999998,1,j3-4,,
25.664099999999998,2,j3-4,,
25.664099999999998,3,j3-4,,
26.264039999999998,1,lp4,,
26.264039999999998,2,lp4,,
26.264039999999998,3,lp4,,
26.73066,1,4-1,r1,
26.73066,2,4-1,r1,
26.73066,3,4-1,r1,
27.36393,1,1-2,rb0,
27.36393,2,1-2,rb0,
27.36393,3,1-2,rb0,
28.130519999999997,1,2-3,l1,
28.130519999999997,2,2-3,l1,
28.130519999999997,3,2-3,l1,
28.83045,1,3-4,lb0,
28.83045,2,3-4,lb0,
28.83045,3,3-4,lb0,
29.497049999999998,1,4-1,,
29.497049999999998,2,4-1,,
29.497049999999998,3,4-1,,
30.163649999999997,1,1-2,,
30.163649999999997,2,1-2,,
30.163649999999997,3,1-2,,
30.79692,1,j2-3,,
30.79692,2,j2-3,,
30.79692,3,j2-3,,
31.09689,1,j3-4,,
31.09689,2,j3-4,,
31.09689,3,j3-4,,
31.89681,MOT_mc_back_00,bg5,,
32.13012,3,4-1,,f1
32.16345,2,w4,,
32.16345,1,w4,,
32.230109999999996,MOT_all,cut6,,
32.53008,3,sj1,,
32.83005,3,lp1,,
33.26334,3,1-2,,
33.52998,3,lp2,,
33.72996,3,2-3,,
33.92994,3,hj3,,
34.76319,MOT_control_all,cut1_01,,
34.76319,MOT_mc_back_00,bg6,,
34.76319,1,4-1,,
34.76319,2,4-1,,
34.76319,3,3-4,,
35.02983,1,lp1,,
35.02983,2,lp1,,
35.02983,3,lp4,,
35.82975,1,j1-2,,
35.82975,2,j1-2,,
35.82975,3,j4-1,,
36.46302,1,lp2,,
36.46302,2,lp2,,
36.46302,3,lp1,,
37.22961,1,2-3,,
37.22961,2,2-3,,
37.22961,3,1-2,r1,
37.496249999999996,3,lp2,,
38.16285,2,w3,,
38.16285,1,w3,,
39.962669999999996,3,2-3,r2,
40.22931,3,lp3,,
40.69593,3,3-4,,
40.96257,3,lp4,,
42.12912,3,,rb1,
42.46242,3,,rb0,
43.195679999999996,1,3-4,,
43.195679999999996,2,3-4,,
43.69563,1,4-1,,
43.69563,2,4-1,,
44.52888,1,1-2,,
44.52888,2,1-2,,
44.52888,3,4-1,,
44.862179999999995,1,j2-3,,
44.862179999999995,2,j2-3,,
44.862179999999995,3,j1-2,,
45.662099999999995,3,,,b0
45.76209,MOT_all,cut7,,
45.76209,MOT_control_all,cut1_02,,
45.76209,2,3-4,,f1
45.92874,3,w2,,
45.92874,1,w3,,
46.028729999999996,2,lp4,,
46.72866,2,4-1,,
46.96197,2,lp1,,
48.095189999999995,2,1-2,,
48.36183,2,lp2,,
49.261739999999996,2,j2-3,,
49.79502,2,lp3,,
50.494949999999996,1,3-4,,f1
50.494949999999996,2,3-4,,b0
50.59494,MOT_all,cut8,,
50.59494,MOT_control_all,cut1_03,,
51.12822,1,4-1,l1,
51.361529999999995,1,lp1,,
51.42819,2,w4,,
51.9948,1,1-2,lb0,
52.26144,1,lp2,r1,
53.02803,1,2-3,rb0,
53.26134,1,lp3,,
54.227909999999994,2,j4-1,,
54.627869999999994,2,sj1,,
55.12782,2,w1,,
55.49445,1,3-4,,b0
55.62777,MOT_all,cut9,,
55.727759999999996,1,lp4,,
56.52768,1,sj4,,
56.52768,2,sj1,,
56.52768,3,sj2,,
56.86098,1,sj4,,
56.86098,2,sj1,,
56.86098,3,sj2,,
57.12762,3,2-3,rw2,
57.360929999999996,2,w1,,
57.360929999999996,1,w4,,
57.427589999999995,MOT_all,cut10,,
57.427589999999995,3,lp3,,
59.3274,2,1-2,l1,
59.59404,2,,l2,
59.827349999999996,2,lp2,,
60.12732,MOT_all,cut11,,
61.72716,1,4-1,,
61.72716,2,2-3,,
61.72716,3,3-4,,
61.9938,1,lp1,,
