0.03333,1,,,,D40
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,MOT_mc_speaker_00,rogosty,,
0.03333,MOT_all,cut1,,
1.59984,1,lp1,,,
1.59984,2,lp1,,,
1.59984,3,lp1,,,
1.63317,MOT_mc_speaker_00,rogougoki,,
2.0664599999999997,2,1-2,,,
2.0664599999999997,1,,,,L0
2.0664599999999997,2,,,,L0
2.0664599999999997,3,,,,L0
2.0664599999999997,MOT_mc_stage_color_00,r-flash,,
2.0664599999999997,MOT_mc_light_up_00,l1,,
2.0664599999999997,MOT_mc_light_center_00,l1,,
2.0664599999999997,MOT_mc_bg_black_00,b45-20,,
2.56641,3,1-2,,,
2.9997,2,w2,,,
3.06636,1,1-2,,,
3.49965,3,w2,,,
3.5663099999999996,1,2-3,,,
3.5663099999999996,2,2-3,,,
3.5663099999999996,3,2-3,,,
4.09959,1,3-4,r1,,
4.09959,2,3-4,r1,,
4.09959,3,3-4,r1,,
4.1329199999999995,MOT_mc_stage_color_00,b-flash,,
4.63287,1,,r2,,
4.63287,2,,r2,,
4.63287,3,,r2,,
5.03283,3,w4,,,
5.03283,2,w4,,,
5.03283,1,w4,,,
5.199479999999999,1,4-1,rb1,,
5.199479999999999,2,4-1,rb1,,
5.199479999999999,3,4-1,rb1,,
5.76609,1,,rb0,,
5.76609,2,,rb0,,
5.76609,3,,rb0,,
6.13272,3,w1,,,
6.13272,2,w1,,,
6.13272,1,w1,,,
6.3327,1,,l1,,
6.3327,2,,l1,,
6.3327,3,,l1,,
6.3327,MOT_mc_stage_color_00,y-flash,,
6.89931,1,1-2,lb0,,
6.89931,2,1-2,lb0,,
6.89931,3,1-2,lb0,,
7.46592,1,sp2-3,,,
7.46592,2,sp2-3,,,
7.46592,3,sp2-3,,,
7.89921,1,j3-4,,,
7.89921,2,j3-4,,,
7.89921,3,j3-4,,,
8.53248,3,sp4-1,,,
8.96577,2,w4,,,
8.96577,1,w4,,,
8.9991,1,sp4-1,,,
9.46572,2,sp4-1,,,
9.799019999999999,1,hj1,,,
9.799019999999999,2,hj1,,,
9.799019999999999,3,hj1,,,
10.798919999999999,1,1-2,,,
11.03223,3,w1,,,
11.03223,2,w1,,,
11.36553,2,1-2,,,
11.73216,1,w2,,,
11.79882,3,1-2,,,
12.232109999999999,1,lp2,,,
12.232109999999999,2,lp2,,,
12.232109999999999,3,lp2,,,
12.89871,1,2-3,,,
12.89871,2,2-3,,,
12.89871,3,2-3,,,
13.46532,2,3-4,r1,,
13.46532,3,3-4,l1,,
13.831949999999999,1,w3,,,
13.89861,1,j3-4,,,
14.39856,3,w4,,,
14.39856,2,w4,,,
14.59854,2,4-1,rb0,,
14.59854,3,4-1,lb0,,
14.965169999999999,1,w4,,,
15.19848,1,sp4-1,,,
15.19848,2,sp1-2,,,
15.19848,3,sp1-2,,,
16.83165,1,1-2,l1,,
16.83165,2,2-3,l1,,
16.83165,3,2-3,l1,,
17.29827,1,,l2,,
17.29827,2,,l2,,
17.29827,3,,l2,,
17.764889999999998,3,w3,,,
17.764889999999998,2,w3,,,
17.764889999999998,1,2-3,lb1,,
17.764889999999998,2,3-4,lb1,,
17.764889999999998,3,3-4,lb1,,
18.23151,1,,lb0,,
18.23151,2,,lb0,,
18.23151,3,,lb0,,
18.69813,3,w4,,,
18.69813,2,w4,,,
18.69813,1,3-4,,,
18.69813,2,4-1,,,
18.69813,3,4-1,,,
19.43139,1,lp4,,,
19.43139,2,lp1,,,
19.43139,3,lp1,,,
19.53138,MOT_mc_stage_color_00,r-flash,,
19.63137,MOT_mc_light_up_00,l2,,
19.63137,MOT_mc_light_center_00,l2,,
21.73116,1,4-1,l1,,
21.73116,2,1-2,l1,,
21.73116,3,1-2,l1,,
22.231109999999997,1,,lb0,,
22.231109999999997,2,,lb0,,
22.231109999999997,3,,lb0,,
22.6644,3,w2,,,
22.6644,2,w2,,,
22.6644,1,w1,,,
22.76439,1,1-2,,,
22.76439,2,2-3,,,
22.76439,3,2-3,,,
23.26434,1,2-3,,,
23.26434,2,3-4,,,
23.26434,3,3-4,,,
23.76429,1,3-4,r1,,
23.76429,2,4-1,r1,,
23.76429,3,4-1,r1,,
24.36423,1,4-1,,,
24.36423,2,1-2,,,
24.36423,3,1-2,,,
24.93084,1,,r2,,
24.93084,2,,r2,,
24.93084,3,,r2,,
25.29747,3,w2,,,
25.29747,2,w2,,,
25.29747,1,w1,,,
25.464119999999998,1,1-2,,,
25.464119999999998,2,2-3,,,
25.464119999999998,3,2-3,,,
26.03073,2,3-4,rb1,,
26.03073,MOT_mc_stage_color_00,b-flash,,
26.39736,3,w3,,,
26.39736,1,w2,,,
26.56401,1,2-3,rb1,,
26.56401,MOT_mc_stage_color_00,r-flash,,
26.96397,2,w4,,,
27.097289999999997,3,3-4,rb1,,
27.097289999999997,MOT_mc_stage_color_00,y-flash,,
27.497249999999998,1,w3,,,
27.63057,1,,rb0,,
27.63057,2,,rb0,,
27.63057,3,,rb0,,
27.63057,MOT_mc_stage_color_00,r-flash,,
28.03053,3,w4,,,
28.16385,1,sp3-4,,,
28.16385,2,sp4-1,,,
28.16385,3,sp4-1,,,
28.86378,1,hj4,,,
28.86378,2,hj1,,,
28.86378,3,hj1,,,
29.76369,1,4-1,l1,,
29.76369,2,1-2,l1,,
29.76369,3,1-2,l1,,
30.296969999999998,1,,l2,,
30.296969999999998,2,,l2,,
30.296969999999998,3,,l2,,
30.69693,3,w2,,,
30.69693,2,w2,,,
30.69693,1,w1,,,
30.83025,1,,lb1,,
30.83025,2,,lb1,,
30.83025,3,,lb1,,
31.363529999999997,1,,lb0,,
31.363529999999997,2,,lb0,,
31.363529999999997,3,,lb0,,
31.89681,1,1-2,,,
31.89681,2,2-3,,,
31.89681,3,2-3,,,
32.696729999999995,3,sp3-4,,,
32.696729999999995,MOT_mc_stage_color_00,r-flash,,
32.83005,2,w3,,,
32.83005,1,w2,,,
32.9967,1,sp2-3,,,
33.29667,2,sp3-4,,,
33.72996,1,hj3,,,
33.72996,2,hj4,,,
33.72996,3,hj4,,,
33.72996,MOT_mc_stage_color_00,r-flash,,
34.22991,1,3-4,,,
34.22991,MOT_mc_stage_color_00,b-flash,,
34.76319,2,4-1,,,
34.76319,3,4-1,,,
34.76319,MOT_mc_stage_color_00,b-flash,,
35.16315,1,w4,,,
35.3298,2,1-2,,,
35.69643,3,w1,,,
35.86308,3,1-2,,,
36.26304,2,w2,,,
36.42969,1,4-1,,,
36.79632,3,w2,,,
36.96297,1,lp1,,,
36.96297,2,lp2,,,
36.96297,3,lp2,,,
37.19628,MOT_control_all,zoom1,,
37.39626,2,,,f1,
37.562909999999995,MOT_mc_stage_color_00,b-flash,,
37.562909999999995,MOT_mc_light_up_00,l3,,
37.562909999999995,MOT_mc_light_center_00,l3,,
37.562909999999995,MOT_mc_bg_black_00,b20-65,,
38.56281,2,2-3,l1,,
39.49605,2,w3,,,
39.562709999999996,2,,lb0,,
40.6626,2,3-4,r1,,
41.49585,MOT_control_all,zoom2,,
41.595839999999995,2,w4,,,
41.69583,3,,,f1,
41.92914,MOT_mc_stage_color_00,y-flash,,
42.862379999999995,3,2-3,r1,,
43.79562,3,w3,,,
43.86228,3,,rb0,,
44.96217,3,3-4,l1,,
45.76209,MOT_control_all,zoom3,,
45.89541,3,w4,,,
46.062059999999995,2,4-1,,,
46.062059999999995,3,4-1,,,
46.69533,2,1-2,rb0,,
46.69533,3,1-2,lb0,,
47.295269999999995,2,,l1,,
47.295269999999995,3,,r1,,
47.628569999999996,3,w2,,,
47.628569999999996,2,w2,,,
47.89521,2,2-3,,,
47.89521,3,2-3,,,
48.79512,2,lp3,,,
48.79512,3,lp3,,,
49.46172,2,3-4,,,
49.46172,3,3-4,,,
