time,lyrics,size
0,,
24.783,色めいたら大人だって　あの娘たちは言うけれど,
30.15,自分じゃわかんない,
35.9,背伸びしても　ほんのちょっと見える景色変わるだけ,
41.3,ヒールは苦手ね,
46.467,だけど　頬杖ついたまま　鏡の中映るわたし,
52.083,横顔にほんのり　恋の色見つけた,
63.5,Ding Dong Dangで　Doki Doki　紅葉は風に遊んで,
69.1,Ding Dong Dangで　Tokimeki　紅く染まってくの,
74.633,Ding Dong Dangで　Doki Doki　言葉には出さないけれど,
80.1,気づいて欲しいワガママ　チョット大人　色づいてくの,
90.033,Ding Dong Dangで　Doki Doki　紅葉は風に遊んで,
95.5,Ding Dong Dangで　Tokimeki　紅く染まってくの,
101.033,Ding Dong Dangで　Doki Doki　言葉には出さないけれど,
106.583,気づいて欲しいワガママ,
109.3,あなたと　(あなたと)　わたしと　(わたしと),
115.1,秋の空　深まってくの,
123.4,,
