0.03333,MOT_mc_bg_black_00,seat100-0,,
3.16635,1,1-2,,,
3.16635,2,1-2,,,
3.16635,3,1-2,,,
3.16635,4,1-2,,,
3.16635,5,1-2,,,
3.16635,MOT_mc_light_up_00,l2,,
3.16635,MOT_mc_light_center_00,l2,,
3.16635,MOT_mc_light_under_00,l1,,
3.16635,MOT_mc_speaker_00,temp1,,
3.69963,1,j2-3,,,
3.69963,2,j2-3,,,
3.69963,3,j2-3,,,
3.69963,4,,l1,,
3.69963,5,,r1,,
4.09959,5,w2,,,
4.09959,4,w2,,,
4.76619,3,w3,,,
4.76619,2,w3,,,
4.76619,1,w3,,,
4.83285,1,3-4,,,
4.83285,2,3-4,,,
4.83285,3,3-4,,,
4.83285,4,2-3,,,
4.83285,5,2-3,,,
5.36613,1,j4-1,,,
5.36613,2,,l1,,
5.36613,3,,r1,,
5.36613,4,j3-4,,,
5.36613,5,j3-4,,,
5.76609,3,w4,,,
5.76609,2,w4,,,
6.43269,5,w4,,,
6.43269,4,w4,,,
6.43269,1,w1,,,
6.466019999999999,1,1-2,,,
6.466019999999999,2,4-1,,,
6.466019999999999,3,4-1,,,
6.466019999999999,4,4-1,,,
6.466019999999999,5,4-1,,,
6.9993,1,j2-3,,,
6.9993,4,j1-2,,,
6.9993,5,j1-2,,,
7.16595,2,j1-2,,,
7.16595,3,j1-2,,,
8.065859999999999,5,w2,,,
8.065859999999999,4,w2,,,
8.065859999999999,1,w3,,,
8.09919,1,3-4,,,
8.09919,2,2-3,,,
8.09919,3,2-3,,,
8.09919,4,2-3,,,
8.09919,5,2-3,,,
8.63247,1,j4-1,,,
8.63247,2,j3-4,,,
8.63247,3,j3-4,,,
8.79912,4,j3-4,,,
8.79912,5,j3-4,,,
9.13242,1,j1-2,,,
9.13242,2,j4-1,,,
9.13242,3,j4-1,,,
9.73236,1,2-3,,,
9.73236,2,1-2,,,
9.73236,3,1-2,,,
9.73236,4,4-1,,,
9.73236,5,4-1,,,
10.26564,1,j3-4,,,
10.26564,4,j1-2,,,
10.26564,5,j1-2,,,
10.43229,2,j2-3,,,
10.43229,3,j2-3,,,
11.3322,5,w2,,,
11.3322,4,w2,,,
11.3322,1,w4,,,
11.398859999999999,1,4-1,,,
11.398859999999999,2,3-4,,,
11.398859999999999,3,3-4,,,
11.398859999999999,4,2-3,,,
11.398859999999999,5,2-3,,,
11.932139999999999,1,j1-2,,,
11.932139999999999,2,j4-1,,,
11.932139999999999,3,j4-1,,,
12.09879,4,j3-4,,,
12.09879,5,j3-4,,,
12.9987,3,w1,,,
12.9987,2,w1,,,
12.9987,1,w2,,,
13.032029999999999,1,2-3,,,
13.032029999999999,2,1-2,,,
13.032029999999999,3,1-2,,,
13.032029999999999,4,4-1,,,
13.032029999999999,5,4-1,,,
13.56531,1,j3-4,,,
13.56531,4,j1-2,,,
13.56531,5,j1-2,,,
13.731959999999999,2,j2-3,,,
13.731959999999999,3,j2-3,,,
14.63187,5,w2,,,
14.63187,4,w2,,,
14.63187,1,w4,,,
14.665199999999999,1,4-1,,,
14.665199999999999,2,3-4,,,
14.665199999999999,3,3-4,,,
14.665199999999999,4,2-3,,,
14.665199999999999,5,2-3,,,
15.19848,1,j1-2,,,
15.19848,4,j3-4,,,
15.19848,5,j3-4,,,
15.365129999999999,2,j4-1,,,
15.365129999999999,3,j4-1,,,
16.26504,5,w4,,,
16.26504,4,w4,,,
16.26504,1,w2,,,
16.39836,MOT_mc_stage_color_00,b-flash,,
16.39836,1,,,,L0
16.39836,2,,,,D40
16.39836,3,,,,D40
16.39836,4,,,,D40
16.39836,5,,,,D40
16.39836,1,,,f1,
16.39836,2,1-2,,,
16.39836,3,1-2,,,
16.39836,4,4-1,,,
16.39836,5,4-1,,,
16.39836,MOT_mc_light_up_00,l3_lp,,
16.39836,MOT_mc_light_center_00,l1,,
16.39836,MOT_mc_light_under_00,l2,,
16.731659999999998,1,lp2,,,
17.331599999999998,5,w1,,,
17.331599999999998,4,w1,,,
17.331599999999998,3,w2,,,
17.331599999999998,2,w2,,,
17.46492,1,j2-3,,,
17.63157,2,j2-3,,,
17.63157,3,j2-3,,,
17.731559999999998,4,j1-2,,,
17.731559999999998,5,j1-2,,,
17.89821,MOT_mc_stage_color_00,y-flash,,
18.53148,1,w3,,,
18.69813,3,w3,,,
18.69813,2,w3,,,
18.79812,5,w2,,,
18.79812,4,w2,,,
19.29807,1,3-4,,,
19.398059999999997,2,3-4,,,
19.398059999999997,3,3-4,,,
19.46472,4,2-3,,,
19.46472,5,2-3,,,
20.164649999999998,1,4-1,,,
20.164649999999998,2,4-1,,,
20.164649999999998,3,4-1,,,
20.164649999999998,4,3-4,,,
20.164649999999998,5,3-4,,,
20.6646,1,j1-2,,,
20.6646,2,j1-2,,,
20.6646,3,j1-2,,,
20.6646,4,j4-1,,,
20.6646,5,j4-1,,,
20.96457,MOT_mc_stage_color_00,r-flash,,
21.16455,1,lp2,,,
21.16455,2,lp2,,,
21.16455,3,lp2,,,
21.16455,4,lp1,,,
21.16455,5,lp1,,,
22.76439,MOT_mc_stage_color_00,b-flash,,
22.76439,1,2-3,,,
22.76439,2,2-3,,,
22.76439,3,2-3,,,
22.76439,4,1-2,,,
22.76439,5,1-2,,,
23.09769,1,lp3,,,
23.09769,2,lp3,,,
23.09769,3,lp3,,,
23.09769,4,lp2,,,
23.09769,5,lp2,,,
23.93094,1,j3-4,,,
24.030929999999998,2,j3-4,,,
24.030929999999998,3,j3-4,,,
24.09759,4,j2-3,,,
24.09759,5,j2-3,,,
24.430889999999998,MOT_mc_stage_color_00,y-flash,,
24.59754,1,lp4,,,
24.59754,2,lp4,,,
24.59754,3,lp4,,,
24.59754,4,lp3,,,
24.59754,5,lp3,,,
25.864079999999998,MOT_mc_stage_color_00,r-flash,,
25.864079999999998,1,,l1,,
25.864079999999998,2,4-1,,,
25.864079999999998,3,4-1,,,
25.864079999999998,4,3-4,,,
25.864079999999998,5,3-4,,,
26.19738,1,,l2,,
26.19738,2,1-2,,,
26.19738,3,1-2,,,
26.19738,4,4-1,,,
26.19738,5,4-1,,,
26.53068,1,4-1,,,
26.53068,2,2-3,,,
26.53068,3,2-3,,,
26.53068,4,1-2,,,
26.53068,5,1-2,,,
26.863979999999998,1,j1-2,,,
26.863979999999998,2,j3-4,,,
26.863979999999998,3,j3-4,,,
26.863979999999998,4,j2-3,,,
26.863979999999998,5,j2-3,,,
27.36393,1,2-3,,,
27.36393,2,4-1,,,
27.36393,3,4-1,,,
27.36393,4,3-4,,,
27.36393,5,3-4,,,
27.697229999999998,MOT_mc_stage_color_00,b-flash,,
27.697229999999998,1,3-4,,,
27.697229999999998,2,1-2,,,
27.697229999999998,3,1-2,,,
27.697229999999998,4,4-1,,,
27.697229999999998,5,4-1,,,
28.130519999999997,1,j4-1,,,
28.23051,2,j2-3,,,
28.23051,3,j2-3,,,
28.297169999999998,4,j1-2,,,
28.297169999999998,5,j1-2,,,
29.19708,1,w1,,,
29.297069999999998,3,w3,,,
29.297069999999998,2,w3,,,
29.36373,5,w2,,,
29.36373,4,w2,,,
29.36373,MOT_mc_stage_color_00,y-flash,,
29.36373,1,,lb1,,
29.36373,2,j3-4,,,
29.36373,3,j3-4,,,
29.36373,4,j2-3,,,
29.36373,5,j2-3,,,
29.36373,MOT_mc_light_up_00,l2,,
29.36373,MOT_mc_light_center_00,l2,,
29.36373,MOT_mc_light_under_00,l1,,
29.86368,1,1-2,,,
29.86368,2,4-1,,,
29.86368,3,4-1,,,
29.86368,4,3-4,,,
29.86368,5,3-4,,,
30.39696,MOT_mc_stage_color_00,r-flash,,
30.39696,1,,lb0,,
30.39696,2,1-2,,,
30.39696,3,1-2,,,
30.39696,4,4-1,,,
30.39696,5,4-1,,,
30.79692,1,w2,,,
30.79692,1,,r1,,
30.79692,2,2-3,,,
30.79692,3,2-3,,,
30.79692,4,1-2,,,
30.79692,5,1-2,,,
30.9969,MOT_mc_stage_color_00,b-flash,,
31.130219999999998,1,2-3,,,
31.130219999999998,2,3-4,,,
31.130219999999998,3,3-4,,,
31.130219999999998,4,2-3,,,
31.130219999999998,5,2-3,,,
31.46352,1,j3-4,,,
31.46352,2,j4-1,,,
31.46352,3,j4-1,,,
31.46352,4,j3-4,,,
31.46352,5,j3-4,,,
31.79682,1,lp4,,,
31.79682,2,lp1,,,
31.79682,3,lp1,,,
31.79682,4,lp4,,,
31.79682,5,lp4,,,
32.43009,MOT_mc_stage_color_00,y-flash,,
32.46342,1,j4-1,,,
32.46342,2,j1-2,,,
32.46342,3,j1-2,,,
32.46342,4,j4-1,,,
32.46342,5,j4-1,,,
33.16335,1,1-2,,,
33.16335,2,2-3,,,
33.16335,3,2-3,,,
33.16335,4,1-2,,,
33.16335,5,1-2,,,
33.496649999999995,1,2-3,,,
33.496649999999995,2,3-4,,,
33.496649999999995,3,3-4,,,
33.496649999999995,4,2-3,,,
33.496649999999995,5,2-3,,,
33.92994,1,j3-4,,,
33.92994,2,j4-1,,,
33.92994,3,j4-1,,,
33.92994,4,j3-4,,,
33.92994,5,j3-4,,,
34.09659,MOT_mc_stage_color_00,r-flash,,
34.9965,5,w4,,,
34.9965,4,w4,,,
34.9965,3,w1,,,
34.9965,2,w1,,,
34.9965,1,w4,,,
35.02983,1,4-1,,,
35.02983,2,1-2,,,
35.02983,3,1-2,,,
35.02983,4,4-1,,,
35.02983,5,4-1,,,
35.36313,1,lp1,,,
35.36313,2,lp2,,,
35.36313,3,lp2,,,
35.36313,4,lp1,,,
35.36313,5,lp1,,,
36.02973,MOT_mc_stage_color_00,b-flash,,
36.02973,1,,rb0,,
36.02973,2,j2-3,,,
36.02973,3,j2-3,,,
36.02973,4,j1-2,,,
36.02973,5,j1-2,,,
36.52968,1,1-2,,,
36.52968,2,3-4,,,
36.52968,3,3-4,,,
36.52968,4,2-3,,,
36.52968,5,2-3,,,
37.06296,1,2-3,,,
37.06296,2,4-1,,,
37.06296,3,4-1,,,
37.06296,4,3-4,,,
37.06296,5,3-4,,,
37.46292,1,j3-4,,,
37.46292,2,j1-2,,,
37.46292,3,j1-2,,,
37.46292,4,j4-1,,,
37.46292,5,j4-1,,,
37.962869999999995,1,lp4,,,
37.962869999999995,2,lp2,,,
37.962869999999995,3,lp2,,,
37.962869999999995,4,lp1,,,
37.962869999999995,5,lp1,,,
39.02943,1,4-1,l1,,
39.02943,2,2-3,l2,,
39.02943,3,2-3,rb0,,
39.02943,4,1-2,l2,,
39.02943,5,1-2,rb0,,
39.49605,1,1-2,l2,,
39.49605,2,3-4,l3,,
39.49605,3,3-4,l1,,
39.49605,4,2-3,l3,,
39.49605,5,2-3,l1,,
39.995999999999995,1,2-3,lb1,,
39.995999999999995,2,4-1,lb2,,
39.995999999999995,3,4-1,lb0,,
39.995999999999995,4,3-4,lb2,,
39.995999999999995,5,3-4,lb0,,
40.02933,MOT_mc_stage_color_00,y-flash,,
40.362629999999996,1,3-4,lb0,,
40.362629999999996,2,1-2,lb1,,
40.362629999999996,3,1-2,r1,,
40.362629999999996,4,4-1,lb1,,
40.362629999999996,5,4-1,r1,,
40.72926,1,j4-1,,,
40.72926,2,j2-3,,,
40.72926,3,j2-3,,,
40.72926,4,j1-2,,,
40.72926,5,j1-2,,,
40.829249999999995,MOT_mc_stage_color_00,r-flash,,
41.229209999999995,1,1-2,,,
41.229209999999995,2,3-4,,,
41.229209999999995,3,3-4,,,
41.229209999999995,4,2-3,,,
41.229209999999995,5,2-3,,,
41.46252,MOT_mc_stage_color_00,b-flash,,
41.562509999999996,1,2-3,,,
41.562509999999996,2,4-1,,,
41.562509999999996,3,4-1,,,
41.562509999999996,4,3-4,,,
41.562509999999996,5,3-4,,,
41.89581,1,lp3,,,
41.89581,2,lp1,,,
41.89581,3,lp1,,,
41.89581,4,lp4,,,
41.89581,5,lp4,,,
43.49565,MOT_mc_stage_color_00,y-flash,,
43.49565,4,4-1,,,
43.49565,5,4-1,,,
43.662299999999995,2,1-2,,,
43.662299999999995,3,1-2,,,
43.82895,1,3-4,,,
44.16225,1,4-1,,,
44.16225,2,2-3,,,
44.16225,3,2-3,,,
44.16225,4,1-2,,,
44.16225,5,1-2,,,
44.49555,1,1-2,,,
44.49555,2,3-4,,,
44.49555,3,3-4,,,
44.49555,4,2-3,,,
44.49555,5,2-3,,,
44.76219,MOT_mc_stage_color_00,r-flash,,
44.92884,1,j2-3,,,
44.92884,2,j4-1,,,
44.92884,3,j4-1,,,
44.92884,4,j3-4,,,
44.92884,5,j3-4,,,
45.42879,1,3-4,,,
45.595439999999996,MOT_mc_stage_color_00,b-flash,,
45.628769999999996,2,1-2,,,
45.628769999999996,3,1-2,,,
45.82875,4,4-1,,,
45.82875,5,4-1,,,
45.9954,MOT_mc_stage_color_00,y-flash,,
46.22871,1,4-1,,,
46.22871,2,2-3,,,
46.22871,3,2-3,,,
46.22871,4,1-2,,,
46.22871,5,1-2,,,
46.56201,1,j1-2,,,
46.56201,2,j3-4,,,
46.56201,3,j3-4,,,
46.56201,4,j2-3,,,
46.56201,5,j2-3,,,
