time,lyrics,size
0.00 ,,
9.14 ,ふしぎな　夢の中で　おしゃべりな,
16.61 ,あの子が　走ってるよ　自転車で,
24.40 ,ずっとみていたら,
28.07 ,空のうえまで,
32.07 ,ふわりふわりと　浮かんで,
35.79 ,すこし照れてるよ,
39.12 ,目覚めて　窓の外を　ながめたら,
46.58 ,あの子が　笑ってるよ　手を振って,
54.34 ,ずっと待ってたよ,
58.06 ,早くおいでよ,
62.07 ,手をつないだら　行けるの,
65.83 ,ふたりどこまでも,
69.31 ,きっといまなら,
71.22 ,あっとおどろく,
73.099,おおきな　夢がかなう,
76.974,そんな気分で　たのしい,
80.31,いちにちが　はじまるの,
84.364,,
88.098,きっとあるとき,
89.965,ぱっとみつかる,
91.821,ぐんとすてきな自分,
95.827,ふりむけばこの世界の,
99.054,ハミングがきこえるの,
103.296,おしゃべりなあの子がホラ,
106.585,自転車でやってくる,
112.476,,
