0.03333,MOT_mc_bg_black_00,seat100-0,,
1.5665099999999998,MOT_mc_stage_color_00,b-flash,,
1.5665099999999998,MOT_mc_light_up_00,l1,,
1.5665099999999998,MOT_speaker_00,temp4,,
1.5665099999999998,MOT_mc_bg_black_00,b80-45,,
1.63317,MOT_mc_light_up_00,l3,,
1.63317,MOT_mc_light_center_00,l1,,
1.63317,MOT_mc_light_under_00,l3,,
1.76649,1,j1-2,,
2.23311,1,lp2,,
2.76639,2,1-2,,
2.76639,3,1-2,,
2.76639,4,1-2,,
2.76639,5,1-2,,
2.89971,MOT_mc_stage_color_00,b-flash,,
3.19968,2,lp2,,
3.19968,3,lp2,,
3.19968,4,lp2,,
3.19968,5,lp2,,
3.4329899999999998,1,2-3,,
3.53298,2,,l1,
3.53298,3,,r1,
3.53298,4,,l1,
3.53298,5,,r1,
3.6662999999999997,MOT_mc_stage_color_00,b-flash,,
3.8662799999999997,2,,l2,
3.8662799999999997,3,,r2,
3.8662799999999997,4,,l2,
3.8662799999999997,5,,r2,
4.06626,1,j3-4,,
4.06626,2,2-4,,
4.06626,3,2-4,,
4.06626,4,2-4,,
4.06626,5,2-4,,
4.39956,MOT_mc_stage_color_00,b-flash,,
4.46622,1,4-1,,
4.46622,2,w4,,
4.46622,3,w4,,
4.46622,4,w4,,
4.46622,5,w4,,
4.83285,1,lp1,,
5.06616,MOT_mc_stage_color_00,b-flash,,
5.83275,1,1-2,,
5.9994,2,4-1,lb1,
5.9994,3,4-1,rb1,
5.9994,4,4-1,lb1,
5.9994,5,4-1,rb1,
6.23271,1,lp2,,
6.3327,2,lp1,,
6.3327,3,lp1,,
6.3327,4,lp1,,
6.3327,5,lp1,,
7.132619999999999,1,2-3,,
7.532579999999999,1,lp3,,
7.6659,2,1-3,lb0,
7.6659,3,1-3,rb0,
7.6659,4,1-3,lb0,
7.6659,5,1-3,rb0,
8.03253,2,w3,,
8.03253,3,w3,,
8.03253,4,w3,,
8.03253,5,w3,,
8.53248,MOT_mc_stage_color_00,r-flash,,
8.53248,MOT_mc_light_center_00,l3,,
8.765789999999999,1,3-4,,f1
8.93244,2,3-4,r1,
8.93244,3,3-4,l1,
8.93244,4,3-4,r1,
8.93244,5,3-4,l1,
9.19908,1,lp4,r1,
9.39906,2,w4,,
9.39906,3,w4,,
9.39906,4,w4,,
9.39906,5,w4,,
9.93234,1,4-2,,
10.36563,1,lp2,,
11.06556,1,2-1,r2,
11.43219,1,lp1,,
11.832149999999999,2,3-2,r2,
11.832149999999999,3,3-2,l2,
11.832149999999999,4,3-2,r2,
11.832149999999999,5,3-2,l2,
12.032129999999999,1,,rb1,
12.19878,2,w2,,
12.19878,3,w2,,
12.19878,4,w2,,
12.19878,5,w2,,
12.932039999999999,1,1-2,rb0,
13.26534,1,w2,,
13.59864,1,j2-3,,
13.965269999999999,2,4-1,rb1,
13.965269999999999,3,4-1,lb1,
14.09859,4,4-1,rb1,
14.09859,5,4-1,lb1,
14.09859,1,lp3,,
14.465219999999999,2,w1,,
14.465219999999999,3,w1,,
14.465219999999999,4,w1,,
14.465219999999999,5,w1,,
14.89851,1,3-4,,
15.23181,1,lp4,,
15.9984,1,sj4,,
15.9984,2,sj1,,
15.9984,3,sj1,,
15.9984,4,sj1,,
15.9984,5,sj1,,
16.43169,1,4-2,,
16.43169,2,1-3,rb0,
16.43169,3,1-3,lb0,
16.43169,4,1-3,rb0,
16.43169,5,1-3,lb0,
16.83165,1,sj2,,
16.83165,2,w3,,
16.83165,3,w3,,
16.83165,4,w3,,
16.83165,5,w3,,
17.26494,1,lp2,,
17.83155,1,,l1,
18.53148,1,,lb0,
18.86478,1,2-3,,
19.364729999999998,1,sj3,,
19.798019999999998,1,lp3,,
20.3313,1,,r1,
20.49795,2,3-2,r1,
20.49795,3,3-2,r1,
20.49795,4,3-2,r1,
20.49795,5,3-2,r1,
20.96457,2,w2,,
20.96457,3,w2,,
20.96457,4,w2,,
20.96457,5,w2,,
21.09789,1,,rb0,
21.29787,2,,rb0,
21.29787,3,,rb0,
21.29787,4,,rb0,
21.29787,5,,rb0,
21.53118,1,sp3-4,,
22.031129999999997,2,2-4,l1,
22.031129999999997,3,2-4,r1,
22.031129999999997,4,2-4,l1,
22.031129999999997,5,2-4,r1,
22.431089999999998,1,sj4,,
22.431089999999998,2,sj4,,
22.431089999999998,3,sj4,,
22.431089999999998,4,sj4,,
22.431089999999998,5,sj4,,
22.73106,1,lp4,,
22.73106,2,w4,,
22.73106,3,w4,,
22.73106,4,w4,,
22.73106,5,w4,,
24.13092,1,j4-1,,
24.13092,2,,l2,
24.13092,3,,r2,
24.13092,4,,l2,
24.13092,5,,r2,
24.630869999999998,1,lp1,l1,
24.9975,1,,lb0,
25.53078,1,1-2,,
25.9974,1,j2-3,,
26.53068,1,3-4,,
26.897309999999997,1,lp4,,
27.76389,1,j4-1,,
28.26384,1,lp1,,
28.497149999999998,2,4-3,lb1,
28.497149999999998,3,4-3,rb1,
28.6638,4,4-3,lb1,
28.6638,5,4-3,rb1,
28.930439999999997,1,1-2,,
29.36373,4,3-2,,
29.36373,5,3-2,,
29.497049999999998,2,3-2,,
29.497049999999998,3,3-2,,
29.6637,1,2-3,,
30.03033,1,j3-1,,
30.46362,1,lp1,,
30.963569999999997,1,1-4,,
31.09689,2,2-4,lb0,
31.09689,3,2-4,rb0,
31.23021,4,2-4,lb0,
31.23021,5,2-4,rb0,
31.63017,2,w4,,
31.63017,3,w4,,
31.763489999999997,4,w4,,
31.763489999999997,5,w4,,
31.89681,1,j4-3,,
31.89681,2,j4-3,,
31.89681,3,j4-3,,
31.89681,4,j4-3,,
31.89681,5,j4-3,,
32.43009,1,w3,,
32.43009,2,w3,,
32.43009,3,w3,,
32.43009,4,w3,,
32.43009,5,w3,,
32.46342,1,3-1,,
32.93004,1,lp1,,
33.36333,2,j4-2,,
33.36333,3,j4-2,,
33.36333,4,j4-2,,
33.36333,5,j4-2,,
33.96327,2,w2,,
33.96327,3,w2,,
33.96327,4,w2,,
33.96327,5,w2,,
34.22991,1,1-2,,
34.62987,1,lp2,,
35.42979,1,,l1,
36.296369999999996,1,,l2,
36.696329999999996,1,sp2-3,,
37.19628,2,2-3,,
37.19628,3,2-3,,
37.19628,4,2-3,,
37.19628,5,2-3,,
37.39626,1,sj3,,
37.529579999999996,2,sj3,,
37.529579999999996,3,sj3,,
37.529579999999996,4,sj3,,
37.529579999999996,5,sj3,,
37.929539999999996,1,lp3,lb1,
37.929539999999996,2,3-2,,
37.929539999999996,3,3-2,,
37.929539999999996,4,3-2,,
37.929539999999996,5,3-2,,
38.29617,2,w2,,
38.29617,3,w2,,
38.29617,4,w2,,
38.29617,5,w2,,
38.796119999999995,1,3-4,lb0,
39.162749999999996,1,lp4,,
39.26274,1,j4-1,,
39.89601,1,lp1,,
39.962669999999996,2,2-1,,
40.02933,3,2-1,,
40.395959999999995,2,w1,,
40.395959999999995,3,w1,,
40.46262,4,2-1,,
40.59594,5,2-1,,
40.92924,1,1-3,,
41.02923,4,w1,,
41.02923,5,w1,,
41.29587,1,lp3,r1,
42.22911,1,3-1,r2,
42.69573,1,lp1,,
43.595639999999996,1,j1-4,,
44.29557,2,j1-4,,
44.29557,3,j1-4,,
44.29557,1,w4,,
44.62887,4,j1-4,,
44.62887,5,j1-4,,
44.9955,1,j4-2,,
44.9955,2,w4,,
44.9955,3,w4,,
44.9955,4,w4,,
44.9955,5,w4,,
45.662099999999995,1,w2,,
45.662099999999995,2,j4-2,,
45.662099999999995,3,j4-2,,
45.662099999999995,4,j4-2,,
45.662099999999995,5,j4-2,,
46.22871,2,w2,,
46.22871,3,w2,,
46.22871,4,w2,,
46.22871,5,w2,,
46.56201,1,,rb1,
46.895309999999995,1,,rb0,
47.16195,1,2-3,,
47.52858,1,lp3,,
48.29517,1,3-4,,
48.6618,1,lp4,,
48.928439999999995,2,2-4,,
48.928439999999995,3,2-4,,
49.19508,4,2-4,,
49.19508,5,2-4,,
49.52838,2,w4,,
49.52838,3,w4,,
49.52838,4,w4,,
49.52838,5,w4,,
50.561609999999995,1,4-1,l1,
50.76159,2,4-1,l1,
50.76159,3,4-1,l1,
50.76159,4,4-1,l1,
50.76159,5,4-1,l1,
51.02823,1,lp1,,
51.09489,2,w1,,
51.09489,3,w1,,
51.09489,4,w1,,
51.09489,5,w1,,
52.29477,1,,lb0,
52.46142,2,,lb0,
52.46142,3,,lb0,
52.46142,4,,lb0,
52.46142,5,,lb0,
53.6613,MOT_mc_stage_color_00,y-flash,,
53.6613,MOT_mc_light_up_00,l2,,
53.6613,MOT_mc_light_center_00,l2,,
53.6613,MOT_speaker_00,temp1,,
54.02793,2,j1-3,,
54.02793,3,j1-3,,
54.02793,4,j1-3,,
54.02793,5,j1-3,,
54.02793,1,j1-3,,
54.594539999999995,2,w3,,
54.594539999999995,3,w3,,
54.594539999999995,4,w3,,
54.594539999999995,5,w3,,
54.627869999999994,1,3-2,,
54.994499999999995,1,j2-1,,
54.994499999999995,2,3-1,l1,
54.994499999999995,3,3-1,r1,
54.994499999999995,4,3-1,l1,
54.994499999999995,5,3-1,r1,
55.52778,1,lp1,,
55.52778,2,w1,,
55.52778,3,w1,,
55.52778,4,w1,,
55.52778,5,w1,,
55.92774,1,1-3,,
56.261039999999994,2,1-3,,
56.261039999999994,3,1-3,,
56.594339999999995,4,1-3,,
56.594339999999995,5,1-3,,
56.960969999999996,1,lp3,,
56.960969999999996,2,w3,,
56.960969999999996,3,w3,,
56.960969999999996,4,w3,,
56.960969999999996,5,w3,,
57.56091,1,j3-4,,
57.827549999999995,MOT_mc_stage_color_00,y-flash,,
57.92754,1,lp4,,
58.627469999999995,1,4-3,r1,
59.12742,1,lp3,,
59.72736,1,3-2,rb0,
60.09399,1,lp2,l1,
60.49395,4,3-2,,
60.593939999999996,2,3-2,,
60.693929999999995,3,3-2,,
60.79392,5,3-2,,
61.060559999999995,1,sp2-3,,
61.16055,2,sp2-3,,
61.16055,3,sp2-3,,
61.26054,4,sp2-3,,
61.26054,5,sp2-3,,
61.493849999999995,MOT_mc_stage_color_00,r-flash,,
61.62717,1,sj2,,
61.9938,1,lp2,lb0,
61.9938,2,sj2,,
61.9938,3,sj2,,
62.293769999999995,4,sj2,,
62.293769999999995,5,sj2,,
62.42709,2,w2,,
62.42709,3,w2,,
62.627069999999996,1,2-4,,
62.627069999999996,2,2-4,,
62.627069999999996,3,2-4,,
62.627069999999996,4,2-4,,
62.627069999999996,5,2-4,,
63.060359999999996,1,lp4,,
63.060359999999996,2,w4,,
63.060359999999996,3,w4,,
63.060359999999996,4,w4,,
63.060359999999996,5,w4,,
63.6603,1,sj4,,
64.06026,1,j4-1,,
64.49355,1,lp1,,
65.09349,1,1-2,,
65.09349,2,4-2,lb0,
65.09349,3,4-2,rb0,
65.09349,4,4-2,lb0,
65.09349,5,4-2,rb0,
65.52678,1,lp2,,
